Year,Profession,Employment status,Sex,Province,Units,Value
2024,Dentist,,,,"Per 10,000 inhabitants",9.1
2017,Dentist,Not retired,,,"Per 10,000 inhabitants",8.3
2011,Dentist,,,,"Per 10,000 inhabitants",7.4
2013,Dentist,,,,"Per 10,000 inhabitants",7.8
2014,Dentist,Retired,,,"Per 10,000 inhabitants",0.1
2017,Dentist,Retired,,,"Per 10,000 inhabitants",0.1
2015,Dentist,Not retired,,,"Per 10,000 inhabitants",8.1
2014,Dentist,,,,"Per 10,000 inhabitants",7.9
2024,Dentist,Not retired,,,"Per 10,000 inhabitants",8.7
2012,Dentist,Not retired,,,"Per 10,000 inhabitants",7.5
2017,Dentist,,,,"Per 10,000 inhabitants",8.4
2016,Dentist,,,,"Per 10,000 inhabitants",8.3
2023,Dentist,Retired,,,"Per 10,000 inhabitants",0.3
2015,Dentist,,,,"Per 10,000 inhabitants",8.2
2023,Dentist,,,,"Per 10,000 inhabitants",9.0
2025,Dentist,Not retired,,,"Per 10,000 inhabitants",8.6
2018,Dentist,Not retired,,,"Per 10,000 inhabitants",8.4
2022,Dentist,Retired,,,"Per 10,000 inhabitants",0.3
2019,Dentist,Retired,,,"Per 10,000 inhabitants",0.2
2013,Dentist,Retired,,,"Per 10,000 inhabitants",0.1
2014,Dentist,Not retired,,,"Per 10,000 inhabitants",7.8
2019,Dentist,,,,"Per 10,000 inhabitants",8.6
2016,Dentist,Retired,,,"Per 10,000 inhabitants",0.1
2012,Dentist,Retired,,,"Per 10,000 inhabitants",0.2
2012,Dentist,,,,"Per 10,000 inhabitants",7.6
2020,Dentist,Retired,,,"Per 10,000 inhabitants",0.2
2024,Dentist,Retired,,,"Per 10,000 inhabitants",0.4
2022,Dentist,,,,"Per 10,000 inhabitants",9.0
2018,Dentist,,,,"Per 10,000 inhabitants",8.6
2025,Dentist,Retired,,,"Per 10,000 inhabitants",0.4
2020,Dentist,,,,"Per 10,000 inhabitants",8.8
2010,Dentist,,,,"Per 10,000 inhabitants",7.3
2021,Dentist,Retired,,,"Per 10,000 inhabitants",0.3
2015,Dentist,Retired,,,"Per 10,000 inhabitants",0.1
2021,Dentist,,,,"Per 10,000 inhabitants",9.0
2018,Dentist,Retired,,,"Per 10,000 inhabitants",0.1
2024,Dentist,Retired,,Araba/Álava,"Per 10,000 inhabitants",0.0
2023,Dentist,,,Araba/Álava,"Per 10,000 inhabitants",6.4
2018,Dentist,Retired,,Araba/Álava,"Per 10,000 inhabitants",0.0
2017,Dentist,,,Araba/Álava,"Per 10,000 inhabitants",6.3
2010,Dentist,Retired,,Araba/Álava,"Per 10,000 inhabitants",0.0
2025,Dentist,,,Araba/Álava,"Per 10,000 inhabitants",6.5
2016,Dentist,Not retired,,Araba/Álava,"Per 10,000 inhabitants",6.5
2017,Dentist,Retired,,Araba/Álava,"Per 10,000 inhabitants",0.0
2023,Dentist,Retired,,Araba/Álava,"Per 10,000 inhabitants",0.0
2010,Dentist,,,Araba/Álava,"Per 10,000 inhabitants",5.6
2015,Dentist,,,Araba/Álava,"Per 10,000 inhabitants",6.5
2023,Dentist,Not retired,,Araba/Álava,"Per 10,000 inhabitants",6.4
2020,Dentist,Not retired,,Araba/Álava,"Per 10,000 inhabitants",6.7
2019,Dentist,Not retired,,Araba/Álava,"Per 10,000 inhabitants",6.7
2017,Dentist,Not retired,,Araba/Álava,"Per 10,000 inhabitants",6.3
2014,Dentist,Not retired,,Araba/Álava,"Per 10,000 inhabitants",6.2
2012,Dentist,Not retired,,Araba/Álava,"Per 10,000 inhabitants",5.7
2010,Dentist,Not retired,,Araba/Álava,"Per 10,000 inhabitants",5.6
2013,Dentist,Not retired,,Araba/Álava,"Per 10,000 inhabitants",6.0
2021,Dentist,Retired,,Araba/Álava,"Per 10,000 inhabitants",0.0
2016,Dentist,Retired,,Araba/Álava,"Per 10,000 inhabitants",0.0
2014,Dentist,Retired,,Araba/Álava,"Per 10,000 inhabitants",0.0
2012,Dentist,Retired,,Araba/Álava,"Per 10,000 inhabitants",0.0
2020,Dentist,Retired,,Araba/Álava,"Per 10,000 inhabitants",0.0
2014,Dentist,,,Araba/Álava,"Per 10,000 inhabitants",6.2
2018,Dentist,Not retired,,Araba/Álava,"Per 10,000 inhabitants",6.4
2015,Dentist,Not retired,,Araba/Álava,"Per 10,000 inhabitants",6.5
2011,Dentist,,,Araba/Álava,"Per 10,000 inhabitants",5.7
2022,Dentist,,,Araba/Álava,"Per 10,000 inhabitants",6.4
2020,Dentist,,,Araba/Álava,"Per 10,000 inhabitants",6.7
2021,Dentist,,,Araba/Álava,"Per 10,000 inhabitants",6.6
2013,Dentist,,,Araba/Álava,"Per 10,000 inhabitants",6.0
2019,Dentist,,,Araba/Álava,"Per 10,000 inhabitants",6.7
2018,Dentist,,,Araba/Álava,"Per 10,000 inhabitants",6.4
2024,Dentist,,,Araba/Álava,"Per 10,000 inhabitants",6.7
2012,Dentist,,,Araba/Álava,"Per 10,000 inhabitants",5.7
2021,Dentist,Not retired,,Araba/Álava,"Per 10,000 inhabitants",6.6
2024,Dentist,Not retired,,Araba/Álava,"Per 10,000 inhabitants",6.7
2022,Dentist,Not retired,,Araba/Álava,"Per 10,000 inhabitants",6.4
2025,Dentist,Not retired,,Araba/Álava,"Per 10,000 inhabitants",6.5
2016,Dentist,,,Araba/Álava,"Per 10,000 inhabitants",6.5
2025,Dentist,Retired,,Araba/Álava,"Per 10,000 inhabitants",0.0
2019,Dentist,Retired,,Araba/Álava,"Per 10,000 inhabitants",0.0
2015,Dentist,Retired,,Araba/Álava,"Per 10,000 inhabitants",0.0
2022,Dentist,Retired,,Araba/Álava,"Per 10,000 inhabitants",0.0
2013,Dentist,Retired,,Araba/Álava,"Per 10,000 inhabitants",0.0
2014,Dentist,Retired,,Bizkaia,"Per 10,000 inhabitants",0.0
2024,Dentist,,,Bizkaia,"Per 10,000 inhabitants",9.1
2013,Dentist,,,Bizkaia,"Per 10,000 inhabitants",8.1
2023,Dentist,,,Bizkaia,"Per 10,000 inhabitants",9.2
2017,Dentist,,,Bizkaia,"Per 10,000 inhabitants",8.9
2018,Dentist,Retired,,Bizkaia,"Per 10,000 inhabitants",0.0
2020,Dentist,,,Bizkaia,"Per 10,000 inhabitants",9.1
2016,Dentist,Retired,,Bizkaia,"Per 10,000 inhabitants",0.0
2022,Dentist,Retired,,Bizkaia,"Per 10,000 inhabitants",0.0
2018,Dentist,,,Bizkaia,"Per 10,000 inhabitants",9.0
2023,Dentist,Retired,,Bizkaia,"Per 10,000 inhabitants",0.0
2014,Dentist,,,Bizkaia,"Per 10,000 inhabitants",8.3
2021,Dentist,Retired,,Bizkaia,"Per 10,000 inhabitants",0.0
2019,Dentist,Retired,,Bizkaia,"Per 10,000 inhabitants",0.0
2024,Dentist,Retired,,Bizkaia,"Per 10,000 inhabitants",0.0
2016,Dentist,,,Bizkaia,"Per 10,000 inhabitants",8.7
2010,Dentist,,,Bizkaia,"Per 10,000 inhabitants",7.7
2017,Dentist,Retired,,Bizkaia,"Per 10,000 inhabitants",0.0
2020,Dentist,Retired,,Bizkaia,"Per 10,000 inhabitants",0.0
2025,Dentist,Retired,,Bizkaia,"Per 10,000 inhabitants",0.0
2010,Dentist,Retired,,Bizkaia,"Per 10,000 inhabitants",0.0
2012,Dentist,,,Bizkaia,"Per 10,000 inhabitants",7.9
2013,Dentist,Retired,,Bizkaia,"Per 10,000 inhabitants",0.0
2012,Dentist,Retired,,Bizkaia,"Per 10,000 inhabitants",0.0
2022,Dentist,,,Bizkaia,"Per 10,000 inhabitants",9.3
2015,Dentist,Retired,,Bizkaia,"Per 10,000 inhabitants",0.0
2015,Dentist,,,Bizkaia,"Per 10,000 inhabitants",8.5
2011,Dentist,,,Bizkaia,"Per 10,000 inhabitants",7.9
2025,Dentist,,,Bizkaia,"Per 10,000 inhabitants",9.1
2021,Dentist,,,Bizkaia,"Per 10,000 inhabitants",9.3
2019,Dentist,,,Bizkaia,"Per 10,000 inhabitants",9.1
2021,Dentist,Not retired,,Bizkaia,"Per 10,000 inhabitants",9.3
2022,Dentist,Not retired,,Bizkaia,"Per 10,000 inhabitants",9.3
2024,Dentist,Not retired,,Bizkaia,"Per 10,000 inhabitants",9.1
2018,Dentist,Not retired,,Bizkaia,"Per 10,000 inhabitants",9.0
2025,Dentist,Not retired,,Bizkaia,"Per 10,000 inhabitants",9.1
2020,Dentist,Not retired,,Bizkaia,"Per 10,000 inhabitants",9.1
2023,Dentist,Not retired,,Bizkaia,"Per 10,000 inhabitants",9.2
2019,Dentist,Not retired,,Bizkaia,"Per 10,000 inhabitants",9.1
2014,Dentist,Not retired,,Bizkaia,"Per 10,000 inhabitants",8.3
2010,Dentist,Not retired,,Bizkaia,"Per 10,000 inhabitants",7.7
2013,Dentist,Not retired,,Bizkaia,"Per 10,000 inhabitants",8.1
2015,Dentist,Not retired,,Bizkaia,"Per 10,000 inhabitants",8.5
2017,Dentist,Not retired,,Bizkaia,"Per 10,000 inhabitants",8.9
2016,Dentist,Not retired,,Bizkaia,"Per 10,000 inhabitants",8.7
2012,Dentist,Not retired,,Bizkaia,"Per 10,000 inhabitants",7.9
2021,Dentist,Retired,,Gipuzkoa,"Per 10,000 inhabitants",0.8
2017,Dentist,Retired,,Gipuzkoa,"Per 10,000 inhabitants",0.4
2019,Dentist,,,Gipuzkoa,"Per 10,000 inhabitants",8.8
2011,Dentist,,,Gipuzkoa,"Per 10,000 inhabitants",7.3
2025,Dentist,,,Gipuzkoa,"Per 10,000 inhabitants",10.2
2022,Dentist,,,Gipuzkoa,"Per 10,000 inhabitants",9.8
2017,Dentist,,,Gipuzkoa,"Per 10,000 inhabitants",8.7
2021,Dentist,,,Gipuzkoa,"Per 10,000 inhabitants",9.7
2018,Dentist,,,Gipuzkoa,"Per 10,000 inhabitants",8.8
2020,Dentist,,,Gipuzkoa,"Per 10,000 inhabitants",9.2
2012,Dentist,,,Gipuzkoa,"Per 10,000 inhabitants",8.0
2016,Dentist,Not retired,,Gipuzkoa,"Per 10,000 inhabitants",8.2
2014,Dentist,,,Gipuzkoa,"Per 10,000 inhabitants",8.0
2024,Dentist,Retired,,Gipuzkoa,"Per 10,000 inhabitants",1.2
2019,Dentist,Retired,,Gipuzkoa,"Per 10,000 inhabitants",0.6
2023,Dentist,Retired,,Gipuzkoa,"Per 10,000 inhabitants",1.1
2018,Dentist,Retired,,Gipuzkoa,"Per 10,000 inhabitants",0.4
2025,Dentist,Retired,,Gipuzkoa,"Per 10,000 inhabitants",1.4
2015,Dentist,Retired,,Gipuzkoa,"Per 10,000 inhabitants",0.4
2010,Dentist,,,Gipuzkoa,"Per 10,000 inhabitants",7.3
2012,Dentist,Retired,,Gipuzkoa,"Per 10,000 inhabitants",0.5
2014,Dentist,Retired,,Gipuzkoa,"Per 10,000 inhabitants",0.3
2022,Dentist,Retired,,Gipuzkoa,"Per 10,000 inhabitants",1.0
2013,Dentist,,,Gipuzkoa,"Per 10,000 inhabitants",8.1
2016,Dentist,,,Gipuzkoa,"Per 10,000 inhabitants",8.7
2010,Dentist,Retired,,Gipuzkoa,"Per 10,000 inhabitants",0.0
2015,Dentist,,,Gipuzkoa,"Per 10,000 inhabitants",8.5
2023,Dentist,,,Gipuzkoa,"Per 10,000 inhabitants",10.0
2024,Dentist,,,Gipuzkoa,"Per 10,000 inhabitants",10.0
2013,Dentist,Retired,,Gipuzkoa,"Per 10,000 inhabitants",0.4
2025,Dentist,Not retired,,Gipuzkoa,"Per 10,000 inhabitants",8.8
2023,Dentist,Not retired,,Gipuzkoa,"Per 10,000 inhabitants",8.9
2024,Dentist,Not retired,,Gipuzkoa,"Per 10,000 inhabitants",8.9
2021,Dentist,Not retired,,Gipuzkoa,"Per 10,000 inhabitants",8.9
2019,Dentist,Not retired,,Gipuzkoa,"Per 10,000 inhabitants",8.2
2015,Dentist,Not retired,,Gipuzkoa,"Per 10,000 inhabitants",8.1
2018,Dentist,Not retired,,Gipuzkoa,"Per 10,000 inhabitants",8.4
2022,Dentist,Not retired,,Gipuzkoa,"Per 10,000 inhabitants",8.8
2020,Dentist,Not retired,,Gipuzkoa,"Per 10,000 inhabitants",8.5
2014,Dentist,Not retired,,Gipuzkoa,"Per 10,000 inhabitants",7.7
2017,Dentist,Not retired,,Gipuzkoa,"Per 10,000 inhabitants",8.3
2010,Dentist,Not retired,,Gipuzkoa,"Per 10,000 inhabitants",7.3
2012,Dentist,Not retired,,Gipuzkoa,"Per 10,000 inhabitants",7.5
2013,Dentist,Not retired,,Gipuzkoa,"Per 10,000 inhabitants",7.7
2016,Dentist,Retired,,Gipuzkoa,"Per 10,000 inhabitants",0.4
2020,Dentist,Retired,,Gipuzkoa,"Per 10,000 inhabitants",0.7
2020,Dentist,,Female,,"Per 10,000 inhabitants",11.1
2022,Dentist,,Female,,"Per 10,000 inhabitants",11.4
2016,Dentist,Retired,Female,,"Per 10,000 inhabitants",0.0
2017,Dentist,,Female,,"Per 10,000 inhabitants",10.4
2021,Dentist,Not retired,Female,,"Per 10,000 inhabitants",11.3
2023,Dentist,,Female,,"Per 10,000 inhabitants",11.5
2016,Dentist,Not retired,Female,,"Per 10,000 inhabitants",10.1
2015,Dentist,Not retired,Female,,"Per 10,000 inhabitants",9.9
2017,Dentist,Not retired,Female,,"Per 10,000 inhabitants",10.3
2017,Dentist,Retired,Female,,"Per 10,000 inhabitants",0.0
2025,Dentist,,Female,,"Per 10,000 inhabitants",11.8
2022,Dentist,Retired,Female,,"Per 10,000 inhabitants",0.2
2021,Dentist,Retired,Female,,"Per 10,000 inhabitants",0.1
2014,Dentist,Retired,Female,,"Per 10,000 inhabitants",0.0
2016,Dentist,,Female,,"Per 10,000 inhabitants",10.2
2025,Dentist,Not retired,Female,,"Per 10,000 inhabitants",11.6
2021,Dentist,,Female,,"Per 10,000 inhabitants",11.4
2020,Dentist,Retired,Female,,"Per 10,000 inhabitants",0.1
2015,Dentist,Retired,Female,,"Per 10,000 inhabitants",0.0
2024,Dentist,Not retired,Female,,"Per 10,000 inhabitants",11.5
2012,Dentist,Retired,Female,,"Per 10,000 inhabitants",0.0
2013,Dentist,Retired,Female,,"Per 10,000 inhabitants",0.0
2012,Dentist,Not retired,Female,,"Per 10,000 inhabitants",9.0
2010,Dentist,Retired,Female,,"Per 10,000 inhabitants",0.0
2025,Dentist,Retired,Female,,"Per 10,000 inhabitants",0.3
2012,Dentist,,Female,,"Per 10,000 inhabitants",9.1
2010,Dentist,Not retired,Female,,"Per 10,000 inhabitants",6.7
2010,Dentist,,Female,,"Per 10,000 inhabitants",6.7
2014,Dentist,,Female,,"Per 10,000 inhabitants",9.5
2019,Dentist,,Female,,"Per 10,000 inhabitants",10.6
2011,Dentist,,Female,,"Per 10,000 inhabitants",6.8
2020,Dentist,Not retired,Female,,"Per 10,000 inhabitants",11.1
2018,Dentist,Not retired,Female,,"Per 10,000 inhabitants",10.6
2023,Dentist,Not retired,Female,,"Per 10,000 inhabitants",11.3
2014,Dentist,Not retired,Female,,"Per 10,000 inhabitants",9.5
2013,Dentist,Not retired,Female,,"Per 10,000 inhabitants",9.2
2023,Dentist,Retired,Female,,"Per 10,000 inhabitants",0.2
2018,Dentist,,Female,,"Per 10,000 inhabitants",10.6
2013,Dentist,,Female,,"Per 10,000 inhabitants",9.3
2019,Dentist,Retired,Female,,"Per 10,000 inhabitants",0.1
2015,Dentist,,Female,,"Per 10,000 inhabitants",9.9
2024,Dentist,Retired,Female,,"Per 10,000 inhabitants",0.2
2024,Dentist,,Female,,"Per 10,000 inhabitants",11.7
2019,Dentist,Not retired,Female,,"Per 10,000 inhabitants",10.5
2018,Dentist,Retired,Female,,"Per 10,000 inhabitants",0.0
2022,Dentist,Not retired,Female,,"Per 10,000 inhabitants",11.2
2019,Dentist,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",0.0
2021,Dentist,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",0.0
2017,Dentist,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",0.0
2013,Dentist,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",0.0
2016,Dentist,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",8.2
2010,Dentist,,Female,Araba/Álava,"Per 10,000 inhabitants",5.3
2023,Dentist,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",8.1
2025,Dentist,,Female,Araba/Álava,"Per 10,000 inhabitants",8.3
2019,Dentist,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",8.4
2019,Dentist,,Female,Araba/Álava,"Per 10,000 inhabitants",8.4
2018,Dentist,,Female,Araba/Álava,"Per 10,000 inhabitants",8.0
2012,Dentist,,Female,Araba/Álava,"Per 10,000 inhabitants",7.2
2024,Dentist,,Female,Araba/Álava,"Per 10,000 inhabitants",8.6
2010,Dentist,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",5.3
2011,Dentist,,Female,Araba/Álava,"Per 10,000 inhabitants",5.5
2023,Dentist,,Female,Araba/Álava,"Per 10,000 inhabitants",8.1
2014,Dentist,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",7.9
2013,Dentist,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",7.7
2023,Dentist,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",0.0
2015,Dentist,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",8.2
2018,Dentist,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",8.0
2017,Dentist,,Female,Araba/Álava,"Per 10,000 inhabitants",7.9
2021,Dentist,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",8.2
2020,Dentist,,Female,Araba/Álava,"Per 10,000 inhabitants",8.5
2016,Dentist,,Female,Araba/Álava,"Per 10,000 inhabitants",8.2
2022,Dentist,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",8.0
2025,Dentist,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",8.3
2021,Dentist,,Female,Araba/Álava,"Per 10,000 inhabitants",8.2
2015,Dentist,,Female,Araba/Álava,"Per 10,000 inhabitants",8.2
2013,Dentist,,Female,Araba/Álava,"Per 10,000 inhabitants",7.7
2022,Dentist,,Female,Araba/Álava,"Per 10,000 inhabitants",8.0
2018,Dentist,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",0.0
2015,Dentist,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",0.0
2014,Dentist,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",0.0
2025,Dentist,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",0.0
2022,Dentist,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",0.0
2024,Dentist,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",0.0
2012,Dentist,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",0.0
2012,Dentist,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",7.2
2016,Dentist,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",0.0
2014,Dentist,,Female,Araba/Álava,"Per 10,000 inhabitants",7.9
2020,Dentist,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",8.5
2010,Dentist,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",0.0
2024,Dentist,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",8.6
2020,Dentist,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",0.0
2017,Dentist,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",7.9
2020,Dentist,,Female,Bizkaia,"Per 10,000 inhabitants",11.5
2018,Dentist,,Female,Bizkaia,"Per 10,000 inhabitants",11.1
2015,Dentist,,Female,Bizkaia,"Per 10,000 inhabitants",10.1
2012,Dentist,,Female,Bizkaia,"Per 10,000 inhabitants",9.3
2016,Dentist,,Female,Bizkaia,"Per 10,000 inhabitants",10.4
2024,Dentist,,Female,Bizkaia,"Per 10,000 inhabitants",11.9
2019,Dentist,,Female,Bizkaia,"Per 10,000 inhabitants",11.3
2023,Dentist,,Female,Bizkaia,"Per 10,000 inhabitants",11.9
2013,Dentist,Not retired,Female,Bizkaia,"Per 10,000 inhabitants",9.5
2016,Dentist,Not retired,Female,Bizkaia,"Per 10,000 inhabitants",10.4
2025,Dentist,,Female,Bizkaia,"Per 10,000 inhabitants",12.1
2017,Dentist,,Female,Bizkaia,"Per 10,000 inhabitants",10.8
2019,Dentist,Retired,Female,Bizkaia,"Per 10,000 inhabitants",0.0
2021,Dentist,Retired,Female,Bizkaia,"Per 10,000 inhabitants",0.0
2016,Dentist,Retired,Female,Bizkaia,"Per 10,000 inhabitants",0.0
2010,Dentist,Retired,Female,Bizkaia,"Per 10,000 inhabitants",0.0
2017,Dentist,Retired,Female,Bizkaia,"Per 10,000 inhabitants",0.0
2013,Dentist,Retired,Female,Bizkaia,"Per 10,000 inhabitants",0.0
2022,Dentist,Retired,Female,Bizkaia,"Per 10,000 inhabitants",0.0
2015,Dentist,Retired,Female,Bizkaia,"Per 10,000 inhabitants",0.0
2025,Dentist,Retired,Female,Bizkaia,"Per 10,000 inhabitants",0.0
2023,Dentist,Retired,Female,Bizkaia,"Per 10,000 inhabitants",0.0
2020,Dentist,Retired,Female,Bizkaia,"Per 10,000 inhabitants",0.0
2024,Dentist,Retired,Female,Bizkaia,"Per 10,000 inhabitants",0.0
2014,Dentist,Retired,Female,Bizkaia,"Per 10,000 inhabitants",0.0
2012,Dentist,Retired,Female,Bizkaia,"Per 10,000 inhabitants",0.0
2018,Dentist,Retired,Female,Bizkaia,"Per 10,000 inhabitants",0.0
2011,Dentist,,Female,Bizkaia,"Per 10,000 inhabitants",7.3
2014,Dentist,Not retired,Female,Bizkaia,"Per 10,000 inhabitants",9.7
2018,Dentist,Not retired,Female,Bizkaia,"Per 10,000 inhabitants",11.1
2022,Dentist,Not retired,Female,Bizkaia,"Per 10,000 inhabitants",11.8
2024,Dentist,Not retired,Female,Bizkaia,"Per 10,000 inhabitants",11.9
2020,Dentist,Not retired,Female,Bizkaia,"Per 10,000 inhabitants",11.5
2025,Dentist,Not retired,Female,Bizkaia,"Per 10,000 inhabitants",12.1
