Year,Sexo,Edad,Residencia,Personas sin y con discapacidad,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2010,Hombre,16 años y más,,,,,Belauntza,%,Belauntza,11.4
2018,Hombre,16 años y más,,,,,Belauntza,%,Belauntza,5.0
2010,Hombre,16 años y más,,,,,Berango,%,Berango,9.7
2019,Hombre,16 años y más,,,,,Berango,%,Berango,7.2
2021,Hombre,16 años y más,,,,,Berango,%,Berango,8.8
2020,Hombre,16 años y más,,,,,Berango,%,Berango,8.2
2016,Hombre,16 años y más,,,,,Berango,%,Berango,10.8
2015,Hombre,16 años y más,,,,,Berango,%,Berango,14.3
2018,Hombre,16 años y más,,,,,Berango,%,Berango,7.8
2010,Hombre,16 años y más,,,,,Berantevilla,%,Berantevilla,12.0
2021,Hombre,16 años y más,,,,,Berantevilla,%,Berantevilla,6.6
2020,Hombre,16 años y más,,,,,Berantevilla,%,Berantevilla,8.2
2018,Hombre,16 años y más,,,,,Berantevilla,%,Berantevilla,11.9
2015,Hombre,16 años y más,,,,,Berantevilla,%,Berantevilla,19.2
2016,Hombre,16 años y más,,,,,Berantevilla,%,Berantevilla,13.3
2019,Hombre,16 años y más,,,,,Berantevilla,%,Berantevilla,8.0
2010,Hombre,16 años y más,,,,,Berastegi,%,Berastegi,7.9
2021,Hombre,16 años y más,,,,,Berastegi,%,Berastegi,1.7
2019,Hombre,16 años y más,,,,,Berastegi,%,Berastegi,4.5
2018,Hombre,16 años y más,,,,,Berastegi,%,Berastegi,4.9
2015,Hombre,16 años y más,,,,,Berastegi,%,Berastegi,8.0
2020,Hombre,16 años y más,,,,,Berastegi,%,Berastegi,3.5
2016,Hombre,16 años y más,,,,,Berastegi,%,Berastegi,6.6
2018,Hombre,16 años y más,,,,,Bergara,%,Bergara,7.5
2010,Hombre,16 años y más,,,,,Bergara,%,Bergara,8.2
2019,Hombre,16 años y más,,,,,Bergara,%,Bergara,7.4
2021,Hombre,16 años y más,,,,,Bergara,%,Bergara,7.4
2020,Hombre,16 años y más,,,,,Bergara,%,Bergara,7.1
2016,Hombre,16 años y más,,,,,Bergara,%,Bergara,11.1
2015,Hombre,16 años y más,,,,,Bergara,%,Bergara,13.6
2020,Hombre,16 años y más,,,,,Bermeo,%,Bermeo,13.4
2019,Hombre,16 años y más,,,,,Bermeo,%,Bermeo,13.7
2010,Hombre,16 años y más,,,,,Bermeo,%,Bermeo,13.9
2018,Hombre,16 años y más,,,,,Bermeo,%,Bermeo,14.5
2021,Hombre,16 años y más,,,,,Bermeo,%,Bermeo,14.6
2016,Hombre,16 años y más,,,,,Bermeo,%,Bermeo,19.2
2015,Hombre,16 años y más,,,,,Bermeo,%,Bermeo,22.9
2019,Hombre,16 años y más,,,,,Bernedo,%,Bernedo,6.4
2016,Hombre,16 años y más,,,,,Bernedo,%,Bernedo,7.6
2021,Hombre,16 años y más,,,,,Bernedo,%,Bernedo,8.1
2020,Hombre,16 años y más,,,,,Bernedo,%,Bernedo,7.7
2018,Hombre,16 años y más,,,,,Bernedo,%,Bernedo,11.5
2015,Hombre,16 años y más,,,,,Bernedo,%,Bernedo,8.5
2010,Hombre,16 años y más,,,,,Bernedo,%,Bernedo,4.8
2015,Hombre,16 años y más,,,,,Berriatua,%,Berriatua,17.8
2020,Hombre,16 años y más,,,,,Berriatua,%,Berriatua,9.1
2021,Hombre,16 años y más,,,,,Berriatua,%,Berriatua,8.1
2016,Hombre,16 años y más,,,,,Berriatua,%,Berriatua,14.5
2010,Hombre,16 años y más,,,,,Berriatua,%,Berriatua,16.1
2019,Hombre,16 años y más,,,,,Berriatua,%,Berriatua,8.2
2018,Hombre,16 años y más,,,,,Berriatua,%,Berriatua,9.4
2021,Hombre,16 años y más,,,,,Berriz,%,Berriz,8.3
2018,Hombre,16 años y más,,,,,Berriz,%,Berriz,8.5
2016,Hombre,16 años y más,,,,,Berriz,%,Berriz,10.8
2015,Hombre,16 años y más,,,,,Berriz,%,Berriz,15.5
2020,Hombre,16 años y más,,,,,Berriz,%,Berriz,7.1
2010,Hombre,16 años y más,,,,,Berriz,%,Berriz,10.1
2019,Hombre,16 años y más,,,,,Berriz,%,Berriz,6.5
2018,Hombre,16 años y más,,,,,Berrobi,%,Berrobi,10.7
2019,Hombre,16 años y más,,,,,Berrobi,%,Berrobi,7.3
2016,Hombre,16 años y más,,,,,Berrobi,%,Berrobi,16.2
2010,Hombre,16 años y más,,,,,Berrobi,%,Berrobi,4.9
2021,Hombre,16 años y más,,,,,Berrobi,%,Berrobi,10.1
2020,Hombre,16 años y más,,,,,Berrobi,%,Berrobi,5.3
2015,Hombre,16 años y más,,,,,Berrobi,%,Berrobi,15.1
2020,Hombre,16 años y más,,,,,Bidania-Goiatz,%,Bidania-Goiatz,7.9
2021,Hombre,16 años y más,,,,,Bidania-Goiatz,%,Bidania-Goiatz,8.6
2010,Hombre,16 años y más,,,,,Bidania-Goiatz,%,Bidania-Goiatz,11.4
2016,Hombre,16 años y más,,,,,Bidania-Goiatz,%,Bidania-Goiatz,6.6
2019,Hombre,16 años y más,,,,,Bidania-Goiatz,%,Bidania-Goiatz,7.1
2015,Hombre,16 años y más,,,,,Bidania-Goiatz,%,Bidania-Goiatz,13.0
2018,Hombre,16 años y más,,,,,Bidania-Goiatz,%,Bidania-Goiatz,6.4
2010,Hombre,16 años y más,,,,,Bilbao,%,Bilbao,12.2
2015,Hombre,16 años y más,,,,,Bilbao,%,Bilbao,20.1
2019,Hombre,16 años y más,,,,,Bilbao,%,Bilbao,12.5
2020,Hombre,16 años y más,,,,,Bilbao,%,Bilbao,11.9
2021,Hombre,16 años y más,,,,,Bilbao,%,Bilbao,13.0
2016,Hombre,16 años y más,,,,,Bilbao,%,Bilbao,18.6
2018,Hombre,16 años y más,,,,,Bilbao,%,Bilbao,13.9
2016,Hombre,16 años y más,,,,,Busturia,%,Busturia,18.4
2020,Hombre,16 años y más,,,,,Busturia,%,Busturia,9.7
2021,Hombre,16 años y más,,,,,Busturia,%,Busturia,9.3
2015,Hombre,16 años y más,,,,,Busturia,%,Busturia,15.5
2019,Hombre,16 años y más,,,,,Busturia,%,Busturia,10.5
2018,Hombre,16 años y más,,,,,Busturia,%,Busturia,14.7
2010,Hombre,16 años y más,,,,,Busturia,%,Busturia,9.9
2016,Hombre,16 años y más,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,11.8
2010,Hombre,16 años y más,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,7.6
2019,Hombre,16 años y más,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,8.6
2015,Hombre,16 años y más,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,12.7
2020,Hombre,16 años y más,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,7.4
2018,Hombre,16 años y más,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,9.9
2021,Hombre,16 años y más,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,9.7
2016,Hombre,16 años y más,,,,,Deba,%,Deba,10.3
2010,Hombre,16 años y más,,,,,Deba,%,Deba,8.1
2018,Hombre,16 años y más,,,,,Deba,%,Deba,7.0
2015,Hombre,16 años y más,,,,,Deba,%,Deba,13.2
2021,Hombre,16 años y más,,,,,Deba,%,Deba,7.2
2020,Hombre,16 años y más,,,,,Deba,%,Deba,5.6
2019,Hombre,16 años y más,,,,,Deba,%,Deba,6.6
2010,Hombre,16 años y más,,,,,Derio,%,Derio,7.9
2021,Hombre,16 años y más,,,,,Derio,%,Derio,6.7
2020,Hombre,16 años y más,,,,,Derio,%,Derio,5.0
2016,Hombre,16 años y más,,,,,Derio,%,Derio,10.5
2015,Hombre,16 años y más,,,,,Derio,%,Derio,13.2
2018,Hombre,16 años y más,,,,,Derio,%,Derio,6.7
2019,Hombre,16 años y más,,,,,Derio,%,Derio,6.3
2021,Hombre,16 años y más,,,,,Dima,%,Dima,6.2
2020,Hombre,16 años y más,,,,,Dima,%,Dima,6.0
2010,Hombre,16 años y más,,,,,Dima,%,Dima,8.1
2019,Hombre,16 años y más,,,,,Dima,%,Dima,5.6
2016,Hombre,16 años y más,,,,,Dima,%,Dima,8.3
2015,Hombre,16 años y más,,,,,Dima,%,Dima,9.2
2018,Hombre,16 años y más,,,,,Dima,%,Dima,6.8
2018,Hombre,16 años y más,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,9.0
2021,Hombre,16 años y más,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,9.1
2019,Hombre,16 años y más,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,8.2
2015,Hombre,16 años y más,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,15.1
2020,Hombre,16 años y más,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,7.6
2016,Hombre,16 años y más,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,12.3
2010,Hombre,16 años y más,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,9.9
2016,Hombre,16 años y más,,,,,Durango,%,Durango,11.3
2021,Hombre,16 años y más,,,,,Durango,%,Durango,9.2
2010,Hombre,16 años y más,,,,,Durango,%,Durango,9.8
2018,Hombre,16 años y más,,,,,Durango,%,Durango,8.7
2019,Hombre,16 años y más,,,,,Durango,%,Durango,8.0
2020,Hombre,16 años y más,,,,,Durango,%,Durango,8.3
2015,Hombre,16 años y más,,,,,Durango,%,Durango,14.2
2010,Hombre,16 años y más,,,,,Ea,%,Ea,11.2
2018,Hombre,16 años y más,,,,,Ea,%,Ea,6.4
2020,Hombre,16 años y más,,,,,Ea,%,Ea,8.1
2019,Hombre,16 años y más,,,,,Ea,%,Ea,6.0
2016,Hombre,16 años y más,,,,,Ea,%,Ea,12.7
2015,Hombre,16 años y más,,,,,Ea,%,Ea,11.1
2021,Hombre,16 años y más,,,,,Ea,%,Ea,12.4
2021,Hombre,16 años y más,,,,,Eibar,%,Eibar,10.0
2015,Hombre,16 años y más,,,,,Eibar,%,Eibar,16.8
2020,Hombre,16 años y más,,,,,Eibar,%,Eibar,9.5
2010,Hombre,16 años y más,,,,,Eibar,%,Eibar,9.0
2016,Hombre,16 años y más,,,,,Eibar,%,Eibar,14.3
2018,Hombre,16 años y más,,,,,Eibar,%,Eibar,10.2
2019,Hombre,16 años y más,,,,,Eibar,%,Eibar,9.8
2019,Hombre,16 años y más,,,,,Elantxobe,%,Elantxobe,13.8
2018,Hombre,16 años y más,,,,,Elantxobe,%,Elantxobe,13.3
2010,Hombre,16 años y más,,,,,Elantxobe,%,Elantxobe,13.0
2015,Hombre,16 años y más,,,,,Elantxobe,%,Elantxobe,15.7
2021,Hombre,16 años y más,,,,,Elantxobe,%,Elantxobe,14.1
2016,Hombre,16 años y más,,,,,Elantxobe,%,Elantxobe,17.5
2020,Hombre,16 años y más,,,,,Elantxobe,%,Elantxobe,12.0
2018,Hombre,16 años y más,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,6.4
2019,Hombre,16 años y más,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,4.9
2010,Hombre,16 años y más,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,4.0
2020,Hombre,16 años y más,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,3.6
2015,Hombre,16 años y más,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,7.2
2021,Hombre,16 años y más,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,7.9
2016,Hombre,16 años y más,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,7.0
2016,Hombre,16 años y más,,,,,Elciego,%,Elciego,9.5
2018,Hombre,16 años y más,,,,,Elciego,%,Elciego,6.8
2010,Hombre,16 años y más,,,,,Elciego,%,Elciego,11.3
2019,Hombre,16 años y más,,,,,Elciego,%,Elciego,7.5
2021,Hombre,16 años y más,,,,,Elciego,%,Elciego,8.6
2020,Hombre,16 años y más,,,,,Elciego,%,Elciego,6.0
2015,Hombre,16 años y más,,,,,Elciego,%,Elciego,22.2
2010,Hombre,16 años y más,,,,,Elduain,%,Elduain,5.8
2018,Hombre,16 años y más,,,,,Elduain,%,Elduain,11.1
2020,Hombre,16 años y más,,,,,Elduain,%,Elduain,6.3
2019,Hombre,16 años y más,,,,,Elduain,%,Elduain,4.8
2021,Hombre,16 años y más,,,,,Elduain,%,Elduain,6.8
2016,Hombre,16 años y más,,,,,Elduain,%,Elduain,9.1
2015,Hombre,16 años y más,,,,,Elduain,%,Elduain,4.6
2016,Hombre,16 años y más,,,,,Elgeta,%,Elgeta,9.7
2020,Hombre,16 años y más,,,,,Elgeta,%,Elgeta,4.7
2021,Hombre,16 años y más,,,,,Elgeta,%,Elgeta,4.1
2010,Hombre,16 años y más,,,,,Elgeta,%,Elgeta,7.9
2019,Hombre,16 años y más,,,,,Elgeta,%,Elgeta,6.5
2015,Hombre,16 años y más,,,,,Elgeta,%,Elgeta,12.3
2018,Hombre,16 años y más,,,,,Elgeta,%,Elgeta,7.0
2016,Hombre,16 años y más,,,,,Elgoibar,%,Elgoibar,10.9
2021,Hombre,16 años y más,,,,,Elgoibar,%,Elgoibar,6.3
2015,Hombre,16 años y más,,,,,Elgoibar,%,Elgoibar,12.5
2020,Hombre,16 años y más,,,,,Elgoibar,%,Elgoibar,5.6
2019,Hombre,16 años y más,,,,,Elgoibar,%,Elgoibar,6.2
2018,Hombre,16 años y más,,,,,Elgoibar,%,Elgoibar,7.5
2010,Hombre,16 años y más,,,,,Elgoibar,%,Elgoibar,8.3
2015,Hombre,16 años y más,,,,,Elorrio,%,Elorrio,12.4
2010,Hombre,16 años y más,,,,,Elorrio,%,Elorrio,8.5
2016,Hombre,16 años y más,,,,,Elorrio,%,Elorrio,9.5
2021,Hombre,16 años y más,,,,,Elorrio,%,Elorrio,8.0
2020,Hombre,16 años y más,,,,,Elorrio,%,Elorrio,6.4
2019,Hombre,16 años y más,,,,,Elorrio,%,Elorrio,7.6
2018,Hombre,16 años y más,,,,,Elorrio,%,Elorrio,7.6
2020,Hombre,16 años y más,,,,,Elvillar/Bilar,%,Elvillar/Bilar,3.3
2018,Hombre,16 años y más,,,,,Elvillar/Bilar,%,Elvillar/Bilar,3.2
2015,Hombre,16 años y más,,,,,Elvillar/Bilar,%,Elvillar/Bilar,8.9
2021,Hombre,16 años y más,,,,,Elvillar/Bilar,%,Elvillar/Bilar,10.4
2019,Hombre,16 años y más,,,,,Elvillar/Bilar,%,Elvillar/Bilar,3.1
2010,Hombre,16 años y más,,,,,Elvillar/Bilar,%,Elvillar/Bilar,6.5
2016,Hombre,16 años y más,,,,,Elvillar/Bilar,%,Elvillar/Bilar,9.2
2019,Hombre,16 años y más,,,,,Erandio,%,Erandio,10.6
2016,Hombre,16 años y más,,,,,Erandio,%,Erandio,17.0
2021,Hombre,16 años y más,,,,,Erandio,%,Erandio,11.4
2018,Hombre,16 años y más,,,,,Erandio,%,Erandio,11.9
2020,Hombre,16 años y más,,,,,Erandio,%,Erandio,9.7
2010,Hombre,16 años y más,,,,,Erandio,%,Erandio,10.5
2015,Hombre,16 años y más,,,,,Erandio,%,Erandio,19.2
2018,Hombre,16 años y más,,,,,Ereño,%,Ereño,5.8
2021,Hombre,16 años y más,,,,,Ereño,%,Ereño,7.8
2016,Hombre,16 años y más,,,,,Ereño,%,Ereño,7.2
2015,Hombre,16 años y más,,,,,Ereño,%,Ereño,9.1
2020,Hombre,16 años y más,,,,,Ereño,%,Ereño,9.5
2010,Hombre,16 años y más,,,,,Ereño,%,Ereño,4.2
2019,Hombre,16 años y más,,,,,Ereño,%,Ereño,7.1
2010,Hombre,16 años y más,,,,,Ermua,%,Ermua,10.5
2018,Hombre,16 años y más,,,,,Ermua,%,Ermua,9.2
2019,Hombre,16 años y más,,,,,Ermua,%,Ermua,9.1
2016,Hombre,16 años y más,,,,,Ermua,%,Ermua,13.9
2021,Hombre,16 años y más,,,,,Ermua,%,Ermua,9.5
2020,Hombre,16 años y más,,,,,Ermua,%,Ermua,9.1
2015,Hombre,16 años y más,,,,,Ermua,%,Ermua,16.7
2018,Hombre,16 años y más,,,,,Errenteria,%,Errenteria,9.9
2020,Hombre,16 años y más,,,,,Errenteria,%,Errenteria,8.6
2019,Hombre,16 años y más,,,,,Errenteria,%,Errenteria,8.6
2015,Hombre,16 años y más,,,,,Errenteria,%,Errenteria,16.4
2021,Hombre,16 años y más,,,,,Errenteria,%,Errenteria,9.5
2010,Hombre,16 años y más,,,,,Errenteria,%,Errenteria,8.9
2016,Hombre,16 años y más,,,,,Errenteria,%,Errenteria,14.3
2019,Hombre,16 años y más,,,,,Errezil,%,Errezil,5.2
2021,Hombre,16 años y más,,,,,Errezil,%,Errezil,1.3
2010,Hombre,16 años y más,,,,,Errezil,%,Errezil,5.7
2016,Hombre,16 años y más,,,,,Errezil,%,Errezil,13.9
2018,Hombre,16 años y más,,,,,Errezil,%,Errezil,6.3
2020,Hombre,16 años y más,,,,,Errezil,%,Errezil,5.3
2015,Hombre,16 años y más,,,,,Errezil,%,Errezil,16.2
2015,Hombre,16 años y más,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,9.9
2018,Hombre,16 años y más,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,4.2
2010,Hombre,16 años y más,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,5.3
2019,Hombre,16 años y más,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,4.1
2021,Hombre,16 años y más,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,6.3
2020,Hombre,16 años y más,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,4.3
2016,Hombre,16 años y más,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,5.1
2010,Hombre,16 años y más,,,,,Errigoiti,%,Errigoiti,6.7
2015,Hombre,16 años y más,,,,,Errigoiti,%,Errigoiti,10.2
2019,Hombre,16 años y más,,,,,Errigoiti,%,Errigoiti,6.2
2020,Hombre,16 años y más,,,,,Errigoiti,%,Errigoiti,8.4
2018,Hombre,16 años y más,,,,,Errigoiti,%,Errigoiti,9.0
2021,Hombre,16 años y más,,,,,Errigoiti,%,Errigoiti,9.2
2016,Hombre,16 años y más,,,,,Errigoiti,%,Errigoiti,13.6
2021,Hombre,16 años y más,,,,,Eskoriatza,%,Eskoriatza,7.2
2020,Hombre,16 años y más,,,,,Eskoriatza,%,Eskoriatza,5.5
2016,Hombre,16 años y más,,,,,Eskoriatza,%,Eskoriatza,11.5
2018,Hombre,16 años y más,,,,,Eskoriatza,%,Eskoriatza,6.1
2015,Hombre,16 años y más,,,,,Eskoriatza,%,Eskoriatza,13.7
2010,Hombre,16 años y más,,,,,Eskoriatza,%,Eskoriatza,7.9
2019,Hombre,16 años y más,,,,,Eskoriatza,%,Eskoriatza,6.0
2021,Hombre,16 años y más,,,,,Etxebarri,%,Etxebarri,8.1
2016,Hombre,16 años y más,,,,,Etxebarri,%,Etxebarri,12.8
2015,Hombre,16 años y más,,,,,Etxebarri,%,Etxebarri,14.1
2019,Hombre,16 años y más,,,,,Etxebarri,%,Etxebarri,6.4
2020,Hombre,16 años y más,,,,,Etxebarri,%,Etxebarri,6.4
2010,Hombre,16 años y más,,,,,Etxebarri,%,Etxebarri,8.4
2018,Hombre,16 años y más,,,,,Etxebarri,%,Etxebarri,8.4
2020,Hombre,16 años y más,,,,,Etxebarria,%,Etxebarria,8.7
2021,Hombre,16 años y más,,,,,Etxebarria,%,Etxebarria,9.8
2019,Hombre,16 años y más,,,,,Etxebarria,%,Etxebarria,7.1
2016,Hombre,16 años y más,,,,,Etxebarria,%,Etxebarria,11.3
2015,Hombre,16 años y más,,,,,Etxebarria,%,Etxebarria,8.7
2010,Hombre,16 años y más,,,,,Etxebarria,%,Etxebarria,8.3
2018,Hombre,16 años y más,,,,,Etxebarria,%,Etxebarria,5.1
2018,Hombre,16 años y más,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,4.5
2010,Hombre,16 años y más,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,10.1
2019,Hombre,16 años y más,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,5.5
2021,Hombre,16 años y más,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,10.7
2015,Hombre,16 años y más,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,8.4
2016,Hombre,16 años y más,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,4.7
2020,Hombre,16 años y más,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,4.6
2010,Hombre,16 años y más,,,,,Forua,%,Forua,13.4
2020,Hombre,16 años y más,,,,,Forua,%,Forua,8.9
2015,Hombre,16 años y más,,,,,Forua,%,Forua,16.5
2019,Hombre,16 años y más,,,,,Forua,%,Forua,9.8
2021,Hombre,16 años y más,,,,,Forua,%,Forua,9.4
2018,Hombre,16 años y más,,,,,Forua,%,Forua,9.4
2016,Hombre,16 años y más,,,,,Forua,%,Forua,17.1
2015,Hombre,16 años y más,,,,,Fruiz,%,Fruiz,12.0
2020,Hombre,16 años y más,,,,,Fruiz,%,Fruiz,4.1
2019,Hombre,16 años y más,,,,,Fruiz,%,Fruiz,7.1
2018,Hombre,16 años y más,,,,,Fruiz,%,Fruiz,5.3
2016,Hombre,16 años y más,,,,,Fruiz,%,Fruiz,11.4
2021,Hombre,16 años y más,,,,,Fruiz,%,Fruiz,5.3
2010,Hombre,16 años y más,,,,,Fruiz,%,Fruiz,7.1
2020,Hombre,16 años y más,,,,,Gabiria,%,Gabiria,4.6
2018,Hombre,16 años y más,,,,,Gabiria,%,Gabiria,3.3
2010,Hombre,16 años y más,,,,,Gabiria,%,Gabiria,7.7
2019,Hombre,16 años y más,,,,,Gabiria,%,Gabiria,4.1
2015,Hombre,16 años y más,,,,,Gabiria,%,Gabiria,5.2
2016,Hombre,16 años y más,,,,,Gabiria,%,Gabiria,4.0
2021,Hombre,16 años y más,,,,,Gabiria,%,Gabiria,5.4
2021,Hombre,16 años y más,,,,,Gaintza,%,Gaintza,2.7
2019,Hombre,16 años y más,,,,,Gaintza,%,Gaintza,0.0
2018,Hombre,16 años y más,,,,,Gaintza,%,Gaintza,12.1
2020,Hombre,16 años y más,,,,,Gaintza,%,Gaintza,0.0
2016,Hombre,16 años y más,,,,,Gaintza,%,Gaintza,6.7
2015,Hombre,16 años y más,,,,,Gaintza,%,Gaintza,9.1
2010,Hombre,16 años y más,,,,,Gaintza,%,Gaintza,5.7
2016,Hombre,16 años y más,,,,,Galdakao,%,Galdakao,12.1
2015,Hombre,16 años y más,,,,,Galdakao,%,Galdakao,14.5
2020,Hombre,16 años y más,,,,,Galdakao,%,Galdakao,8.0
2021,Hombre,16 años y más,,,,,Galdakao,%,Galdakao,8.4
2019,Hombre,16 años y más,,,,,Galdakao,%,Galdakao,8.3
2018,Hombre,16 años y más,,,,,Galdakao,%,Galdakao,8.9
2010,Hombre,16 años y más,,,,,Galdakao,%,Galdakao,8.3
2016,Hombre,16 años y más,,,,,Galdames,%,Galdames,13.6
2018,Hombre,16 años y más,,,,,Galdames,%,Galdames,10.3
2021,Hombre,16 años y más,,,,,Galdames,%,Galdames,11.1
2020,Hombre,16 años y más,,,,,Galdames,%,Galdames,9.1
2019,Hombre,16 años y más,,,,,Galdames,%,Galdames,12.7
2015,Hombre,16 años y más,,,,,Galdames,%,Galdames,13.8
2010,Hombre,16 años y más,,,,,Galdames,%,Galdames,6.3
2019,Hombre,16 años y más,,,,,Gamiz-Fika,%,Gamiz-Fika,7.3
2018,Hombre,16 años y más,,,,,Gamiz-Fika,%,Gamiz-Fika,9.3
2010,Hombre,16 años y más,,,,,Gamiz-Fika,%,Gamiz-Fika,5.5
2021,Hombre,16 años y más,,,,,Gamiz-Fika,%,Gamiz-Fika,8.4
2020,Hombre,16 años y más,,,,,Gamiz-Fika,%,Gamiz-Fika,7.4
2016,Hombre,16 años y más,,,,,Gamiz-Fika,%,Gamiz-Fika,9.9
2015,Hombre,16 años y más,,,,,Gamiz-Fika,%,Gamiz-Fika,11.5
2020,Hombre,16 años y más,,,,,Garai,%,Garai,1.0
2010,Hombre,16 años y más,,,,,Garai,%,Garai,5.2
2015,Hombre,16 años y más,,,,,Garai,%,Garai,9.5
2016,Hombre,16 años y más,,,,,Garai,%,Garai,5.4
2021,Hombre,16 años y más,,,,,Garai,%,Garai,0.0
2019,Hombre,16 años y más,,,,,Garai,%,Garai,3.2
2018,Hombre,16 años y más,,,,,Garai,%,Garai,2.2
2018,Hombre,16 años y más,,,,,Gatika,%,Gatika,6.6
2015,Hombre,16 años y más,,,,,Gatika,%,Gatika,12.9
2021,Hombre,16 años y más,,,,,Gatika,%,Gatika,8.3
2016,Hombre,16 años y más,,,,,Gatika,%,Gatika,11.0
2020,Hombre,16 años y más,,,,,Gatika,%,Gatika,6.1
2010,Hombre,16 años y más,,,,,Gatika,%,Gatika,7.7
2019,Hombre,16 años y más,,,,,Gatika,%,Gatika,6.8
2010,Hombre,16 años y más,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,11.0
2018,Hombre,16 años y más,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,10.4
2016,Hombre,16 años y más,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,13.7
2021,Hombre,16 años y más,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,5.6
2015,Hombre,16 años y más,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,14.5
2020,Hombre,16 años y más,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,6.6
2019,Hombre,16 años y más,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,10.0
2021,Hombre,16 años y más,,,,,Gaztelu,%,Gaztelu,6.0
2019,Hombre,16 años y más,,,,,Gaztelu,%,Gaztelu,2.3
2020,Hombre,16 años y más,,,,,Gaztelu,%,Gaztelu,4.4
2010,Hombre,16 años y más,,,,,Gaztelu,%,Gaztelu,5.5
2018,Hombre,16 años y más,,,,,Gaztelu,%,Gaztelu,6.5
2016,Hombre,16 años y más,,,,,Gaztelu,%,Gaztelu,5.1
2015,Hombre,16 años y más,,,,,Gaztelu,%,Gaztelu,18.8
2020,Hombre,16 años y más,,,,,Gernika-Lumo,%,Gernika-Lumo,8.9
2019,Hombre,16 años y más,,,,,Gernika-Lumo,%,Gernika-Lumo,8.5
2010,Hombre,16 años y más,,,,,Gernika-Lumo,%,Gernika-Lumo,9.6
2015,Hombre,16 años y más,,,,,Gernika-Lumo,%,Gernika-Lumo,17.0
2021,Hombre,16 años y más,,,,,Gernika-Lumo,%,Gernika-Lumo,9.4
2018,Hombre,16 años y más,,,,,Gernika-Lumo,%,Gernika-Lumo,8.9
2016,Hombre,16 años y más,,,,,Gernika-Lumo,%,Gernika-Lumo,14.1
2016,Hombre,16 años y más,,,,,Getaria,%,Getaria,12.8
2015,Hombre,16 años y más,,,,,Getaria,%,Getaria,16.6
2010,Hombre,16 años y más,,,,,Getaria,%,Getaria,10.1
2021,Hombre,16 años y más,,,,,Getaria,%,Getaria,9.8
2019,Hombre,16 años y más,,,,,Getaria,%,Getaria,11.1
2018,Hombre,16 años y más,,,,,Getaria,%,Getaria,9.5
2020,Hombre,16 años y más,,,,,Getaria,%,Getaria,9.3
2018,Hombre,16 años y más,,,,,Getxo,%,Getxo,10.4
2016,Hombre,16 años y más,,,,,Getxo,%,Getxo,13.6
2021,Hombre,16 años y más,,,,,Getxo,%,Getxo,10.3
2020,Hombre,16 años y más,,,,,Getxo,%,Getxo,8.5
2015,Hombre,16 años y más,,,,,Getxo,%,Getxo,16.5
2019,Hombre,16 años y más,,,,,Getxo,%,Getxo,8.9
