Year,Sexua,Adina,Nazionalitatea,Desgaitasuna,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2023,,35 urte eta gehiago,,,Bizkaia,,,%,Bizkaia,7.5
2018,,35 urte eta gehiago,,,Bizkaia,,,%,Bizkaia,10.6
2011,,35 urte eta gehiago,,,Bizkaia,,,%,Bizkaia,9.0
2017,,35 urte eta gehiago,,,Bizkaia,,,%,Bizkaia,11.3
2012,,35 urte eta gehiago,,,Bizkaia,,,%,Bizkaia,9.8
2015,,35 urte eta gehiago,,,Gipuzkoa,,,%,Gipuzkoa,9.1
2010,,35 urte eta gehiago,,,Gipuzkoa,,,%,Gipuzkoa,5.5
2011,,35 urte eta gehiago,,,Gipuzkoa,,,%,Gipuzkoa,6.0
2020,,35 urte eta gehiago,,,Gipuzkoa,,,%,Gipuzkoa,5.9
2024,,35 urte eta gehiago,,,Gipuzkoa,,,%,Gipuzkoa,4.4
2014,,35 urte eta gehiago,,,Gipuzkoa,,,%,Gipuzkoa,9.6
2017,,35 urte eta gehiago,,,Gipuzkoa,,,%,Gipuzkoa,7.6
2016,,35 urte eta gehiago,,,Gipuzkoa,,,%,Gipuzkoa,8.1
2023,,35 urte eta gehiago,,,Gipuzkoa,,,%,Gipuzkoa,4.2
2021,,35 urte eta gehiago,,,Gipuzkoa,,,%,Gipuzkoa,6.0
2019,,35 urte eta gehiago,,,Gipuzkoa,,,%,Gipuzkoa,5.8
2022,,35 urte eta gehiago,,,Gipuzkoa,,,%,Gipuzkoa,5.4
2012,,35 urte eta gehiago,,,Gipuzkoa,,,%,Gipuzkoa,6.9
2018,,35 urte eta gehiago,,,Gipuzkoa,,,%,Gipuzkoa,6.5
2013,,35 urte eta gehiago,,,Gipuzkoa,,,%,Gipuzkoa,8.8
2014,Emakumea,,,,,,,%,,15.9
2010,Emakumea,,,,,,,%,,8.6
2022,Emakumea,,,,,,,%,,9.1
2021,Emakumea,,,,,,,%,,10.2
2020,Emakumea,,,,,,,%,,10.7
2015,Emakumea,,,,,,,%,,15.5
2024,Emakumea,,,,,,,%,,7.8
2016,Emakumea,,,,,,,%,,13.9
2017,Emakumea,,,,,,,%,,12.3
2012,Emakumea,,,,,,,%,,11.4
2018,Emakumea,,,,,,,%,,11.3
2013,Emakumea,,,,,,,%,,14.4
2019,Emakumea,,,,,,,%,,10.7
2011,Emakumea,,,,,,,%,,10.3
2023,Emakumea,,,,,,,%,,8.0
2023,Emakumea,,,,,,Abadiño,%,Abadiño,9.7
2016,Emakumea,,,,,,Abadiño,%,Abadiño,14.6
2015,Emakumea,,,,,,Abadiño,%,Abadiño,14.4
2021,Emakumea,,,,,,Abadiño,%,Abadiño,11.9
2010,Emakumea,,,,,,Abadiño,%,Abadiño,10.0
2019,Emakumea,,,,,,Abadiño,%,Abadiño,10.2
2022,Emakumea,,,,,,Abadiño,%,Abadiño,10.3
2018,Emakumea,,,,,,Abadiño,%,Abadiño,12.2
2020,Emakumea,,,,,,Abadiño,%,Abadiño,9.7
2019,Emakumea,,,,,,Abaltzisketa,%,Abaltzisketa,6.0
2018,Emakumea,,,,,,Abaltzisketa,%,Abaltzisketa,14.1
2016,Emakumea,,,,,,Abaltzisketa,%,Abaltzisketa,11.5
2021,Emakumea,,,,,,Abaltzisketa,%,Abaltzisketa,5.6
2010,Emakumea,,,,,,Abaltzisketa,%,Abaltzisketa,10.9
2020,Emakumea,,,,,,Abaltzisketa,%,Abaltzisketa,4.2
2022,Emakumea,,,,,,Abaltzisketa,%,Abaltzisketa,1.4
2023,Emakumea,,,,,,Abaltzisketa,%,Abaltzisketa,2.9
2015,Emakumea,,,,,,Abaltzisketa,%,Abaltzisketa,7.8
2020,Emakumea,,,,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,14.0
2022,Emakumea,,,,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,14.0
2019,Emakumea,,,,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,14.7
2016,Emakumea,,,,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,19.2
2010,Emakumea,,,,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,8.9
2018,Emakumea,,,,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,15.9
2021,Emakumea,,,,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,15.7
2015,Emakumea,,,,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,17.7
2023,Emakumea,,,,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,11.7
2021,Emakumea,,,,,,Aduna,%,Aduna,2.6
2010,Emakumea,,,,,,Aduna,%,Aduna,6.5
2022,Emakumea,,,,,,Aduna,%,Aduna,3.4
2020,Emakumea,,,,,,Aduna,%,Aduna,4.4
2015,Emakumea,,,,,,Aduna,%,Aduna,18.2
2023,Emakumea,,,,,,Aduna,%,Aduna,0.8
2019,Emakumea,,,,,,Aduna,%,Aduna,3.6
2016,Emakumea,,,,,,Aduna,%,Aduna,11.1
2018,Emakumea,,,,,,Aduna,%,Aduna,5.5
2018,Emakumea,,,,,,Agurain / Salvatierra,%,Agurain / Salvatierra,17.3
2023,Emakumea,,,,,,Agurain / Salvatierra,%,Agurain / Salvatierra,13.3
2019,Emakumea,,,,,,Agurain / Salvatierra,%,Agurain / Salvatierra,17.6
2010,Emakumea,,,,,,Agurain / Salvatierra,%,Agurain / Salvatierra,10.0
2021,Emakumea,,,,,,Agurain / Salvatierra,%,Agurain / Salvatierra,18.4
2022,Emakumea,,,,,,Agurain / Salvatierra,%,Agurain / Salvatierra,15.4
2020,Emakumea,,,,,,Agurain / Salvatierra,%,Agurain / Salvatierra,18.4
2016,Emakumea,,,,,,Agurain / Salvatierra,%,Agurain / Salvatierra,19.1
2015,Emakumea,,,,,,Agurain / Salvatierra,%,Agurain / Salvatierra,18.8
2021,Emakumea,,,,,,Aia,%,Aia,8.5
2019,Emakumea,,,,,,Aia,%,Aia,7.0
2020,Emakumea,,,,,,Aia,%,Aia,6.8
2010,Emakumea,,,,,,Aia,%,Aia,7.2
2018,Emakumea,,,,,,Aia,%,Aia,9.4
2015,Emakumea,,,,,,Aia,%,Aia,10.8
2023,Emakumea,,,,,,Aia,%,Aia,6.9
2022,Emakumea,,,,,,Aia,%,Aia,6.1
2016,Emakumea,,,,,,Aia,%,Aia,9.5
2023,Emakumea,,,,,,Aizarnazabal,%,Aizarnazabal,8.4
2020,Emakumea,,,,,,Aizarnazabal,%,Aizarnazabal,11.4
2019,Emakumea,,,,,,Aizarnazabal,%,Aizarnazabal,12.7
2016,Emakumea,,,,,,Aizarnazabal,%,Aizarnazabal,21.8
2010,Emakumea,,,,,,Aizarnazabal,%,Aizarnazabal,10.8
2015,Emakumea,,,,,,Aizarnazabal,%,Aizarnazabal,16.8
2022,Emakumea,,,,,,Aizarnazabal,%,Aizarnazabal,12.5
2018,Emakumea,,,,,,Aizarnazabal,%,Aizarnazabal,15.3
2021,Emakumea,,,,,,Aizarnazabal,%,Aizarnazabal,14.4
2016,Emakumea,,,,,,Ajangiz,%,Ajangiz,4.5
2023,Emakumea,,,,,,Ajangiz,%,Ajangiz,5.5
2019,Emakumea,,,,,,Ajangiz,%,Ajangiz,3.4
2010,Emakumea,,,,,,Ajangiz,%,Ajangiz,4.6
2020,Emakumea,,,,,,Ajangiz,%,Ajangiz,7.0
2018,Emakumea,,,,,,Ajangiz,%,Ajangiz,2.6
2022,Emakumea,,,,,,Ajangiz,%,Ajangiz,8.4
2015,Emakumea,,,,,,Ajangiz,%,Ajangiz,9.3
2021,Emakumea,,,,,,Ajangiz,%,Ajangiz,5.0
2015,Emakumea,,,,,,Albiztur,%,Albiztur,1.4
2023,Emakumea,,,,,,Albiztur,%,Albiztur,1.4
2022,Emakumea,,,,,,Albiztur,%,Albiztur,4.3
2019,Emakumea,,,,,,Albiztur,%,Albiztur,4.4
2020,Emakumea,,,,,,Albiztur,%,Albiztur,4.3
2021,Emakumea,,,,,,Albiztur,%,Albiztur,4.5
2016,Emakumea,,,,,,Albiztur,%,Albiztur,7.4
2010,Emakumea,,,,,,Albiztur,%,Albiztur,6.2
2018,Emakumea,,,,,,Albiztur,%,Albiztur,4.5
2019,Emakumea,,,,,,Alegia,%,Alegia,11.9
2020,Emakumea,,,,,,Alegia,%,Alegia,10.9
2015,Emakumea,,,,,,Alegia,%,Alegia,14.7
2016,Emakumea,,,,,,Alegia,%,Alegia,19.6
2021,Emakumea,,,,,,Alegia,%,Alegia,13.4
2018,Emakumea,,,,,,Alegia,%,Alegia,13.7
2010,Emakumea,,,,,,Alegia,%,Alegia,10.1
2022,Emakumea,,,,,,Alegia,%,Alegia,9.6
2023,Emakumea,,,,,,Alegia,%,Alegia,10.5
2020,Emakumea,,,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,10.8
2022,Emakumea,,,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,12.4
2015,Emakumea,,,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,13.5
2010,Emakumea,,,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,9.9
2023,Emakumea,,,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,9.4
2018,Emakumea,,,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,12.6
2019,Emakumea,,,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,12.8
2021,Emakumea,,,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,13.4
2016,Emakumea,,,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,14.6
2010,Emakumea,,,,,,Alkiza,%,Alkiza,7.1
2022,Emakumea,,,,,,Alkiza,%,Alkiza,8.5
2015,Emakumea,,,,,,Alkiza,%,Alkiza,11.0
2023,Emakumea,,,,,,Alkiza,%,Alkiza,10.0
2021,Emakumea,,,,,,Alkiza,%,Alkiza,10.5
2020,Emakumea,,,,,,Alkiza,%,Alkiza,7.5
2016,Emakumea,,,,,,Alkiza,%,Alkiza,12.3
2019,Emakumea,,,,,,Alkiza,%,Alkiza,12.8
2018,Emakumea,,,,,,Alkiza,%,Alkiza,8.6
2015,Emakumea,,,,,,Alonsotegi,%,Alonsotegi,18.0
2018,Emakumea,,,,,,Alonsotegi,%,Alonsotegi,18.7
2016,Emakumea,,,,,,Alonsotegi,%,Alonsotegi,21.4
2010,Emakumea,,,,,,Alonsotegi,%,Alonsotegi,7.9
2022,Emakumea,,,,,,Alonsotegi,%,Alonsotegi,13.6
2023,Emakumea,,,,,,Alonsotegi,%,Alonsotegi,13.9
2019,Emakumea,,,,,,Alonsotegi,%,Alonsotegi,17.3
2020,Emakumea,,,,,,Alonsotegi,%,Alonsotegi,13.7
2021,Emakumea,,,,,,Alonsotegi,%,Alonsotegi,15.8
2022,Emakumea,,,,,,Altzaga,%,Altzaga,0.0
2010,Emakumea,,,,,,Altzaga,%,Altzaga,2.7
2023,Emakumea,,,,,,Altzaga,%,Altzaga,2.6
2019,Emakumea,,,,,,Altzaga,%,Altzaga,8.1
2020,Emakumea,,,,,,Altzaga,%,Altzaga,10.8
2021,Emakumea,,,,,,Altzaga,%,Altzaga,5.4
2015,Emakumea,,,,,,Altzaga,%,Altzaga,17.9
2018,Emakumea,,,,,,Altzaga,%,Altzaga,11.8
2016,Emakumea,,,,,,Altzaga,%,Altzaga,8.3
2016,Emakumea,,,,,,Altzo,%,Altzo,12.3
2023,Emakumea,,,,,,Altzo,%,Altzo,4.3
2010,Emakumea,,,,,,Altzo,%,Altzo,6.9
2022,Emakumea,,,,,,Altzo,%,Altzo,7.8
2018,Emakumea,,,,,,Altzo,%,Altzo,9.1
2020,Emakumea,,,,,,Altzo,%,Altzo,7.9
2021,Emakumea,,,,,,Altzo,%,Altzo,7.3
2019,Emakumea,,,,,,Altzo,%,Altzo,3.5
2015,Emakumea,,,,,,Altzo,%,Altzo,12.3
2015,Emakumea,,,,,,Amezketa,%,Amezketa,14.1
2018,Emakumea,,,,,,Amezketa,%,Amezketa,16.7
2020,Emakumea,,,,,,Amezketa,%,Amezketa,8.4
2021,Emakumea,,,,,,Amezketa,%,Amezketa,9.9
2016,Emakumea,,,,,,Amezketa,%,Amezketa,16.9
2023,Emakumea,,,,,,Amezketa,%,Amezketa,10.0
2019,Emakumea,,,,,,Amezketa,%,Amezketa,12.0
2010,Emakumea,,,,,,Amezketa,%,Amezketa,10.6
2022,Emakumea,,,,,,Amezketa,%,Amezketa,7.8
2010,Emakumea,,,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,9.2
2016,Emakumea,,,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,13.9
2021,Emakumea,,,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,10.7
2018,Emakumea,,,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,10.3
2020,Emakumea,,,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,9.1
2015,Emakumea,,,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,14.8
2022,Emakumea,,,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,9.8
2019,Emakumea,,,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,10.2
2023,Emakumea,,,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,7.3
2018,Emakumea,,,,,,Amoroto,%,Amoroto,9.4
2021,Emakumea,,,,,,Amoroto,%,Amoroto,8.5
2019,Emakumea,,,,,,Amoroto,%,Amoroto,11.4
2016,Emakumea,,,,,,Amoroto,%,Amoroto,10.6
2020,Emakumea,,,,,,Amoroto,%,Amoroto,15.2
2023,Emakumea,,,,,,Amoroto,%,Amoroto,10.2
2010,Emakumea,,,,,,Amoroto,%,Amoroto,7.5
2022,Emakumea,,,,,,Amoroto,%,Amoroto,4.9
2015,Emakumea,,,,,,Amoroto,%,Amoroto,13.6
2020,Emakumea,,,,,,Amurrio,%,Amurrio,13.0
2021,Emakumea,,,,,,Amurrio,%,Amurrio,13.5
2018,Emakumea,,,,,,Amurrio,%,Amurrio,14.7
2019,Emakumea,,,,,,Amurrio,%,Amurrio,12.9
2016,Emakumea,,,,,,Amurrio,%,Amurrio,18.4
2010,Emakumea,,,,,,Amurrio,%,Amurrio,9.3
2022,Emakumea,,,,,,Amurrio,%,Amurrio,11.8
2023,Emakumea,,,,,,Amurrio,%,Amurrio,10.7
2015,Emakumea,,,,,,Amurrio,%,Amurrio,15.9
2020,Emakumea,,,,,,Andoain,%,Andoain,10.1
2010,Emakumea,,,,,,Andoain,%,Andoain,8.5
2018,Emakumea,,,,,,Andoain,%,Andoain,12.8
2023,Emakumea,,,,,,Andoain,%,Andoain,8.5
2022,Emakumea,,,,,,Andoain,%,Andoain,10.0
2019,Emakumea,,,,,,Andoain,%,Andoain,11.2
2015,Emakumea,,,,,,Andoain,%,Andoain,14.3
2016,Emakumea,,,,,,Andoain,%,Andoain,15.6
2021,Emakumea,,,,,,Andoain,%,Andoain,11.7
2022,Emakumea,,,,,,Anoeta,%,Anoeta,9.9
2021,Emakumea,,,,,,Anoeta,%,Anoeta,11.5
2016,Emakumea,,,,,,Anoeta,%,Anoeta,17.9
2015,Emakumea,,,,,,Anoeta,%,Anoeta,17.9
2018,Emakumea,,,,,,Anoeta,%,Anoeta,10.8
2020,Emakumea,,,,,,Anoeta,%,Anoeta,10.0
2010,Emakumea,,,,,,Anoeta,%,Anoeta,10.6
2023,Emakumea,,,,,,Anoeta,%,Anoeta,9.2
2019,Emakumea,,,,,,Anoeta,%,Anoeta,11.6
2015,Emakumea,,,,,,Antzuola,%,Antzuola,11.3
2016,Emakumea,,,,,,Antzuola,%,Antzuola,12.2
2018,Emakumea,,,,,,Antzuola,%,Antzuola,7.2
2022,Emakumea,,,,,,Antzuola,%,Antzuola,7.1
2019,Emakumea,,,,,,Antzuola,%,Antzuola,6.8
2010,Emakumea,,,,,,Antzuola,%,Antzuola,6.9
2020,Emakumea,,,,,,Antzuola,%,Antzuola,6.2
2021,Emakumea,,,,,,Antzuola,%,Antzuola,8.2
2023,Emakumea,,,,,,Antzuola,%,Antzuola,7.3
2010,Emakumea,,,,,,Añana,%,Añana,13.3
2016,Emakumea,,,,,,Añana,%,Añana,21.2
2021,Emakumea,,,,,,Añana,%,Añana,11.8
2020,Emakumea,,,,,,Añana,%,Añana,2.9
2023,Emakumea,,,,,,Añana,%,Añana,2.9
2022,Emakumea,,,,,,Añana,%,Añana,12.1
2019,Emakumea,,,,,,Añana,%,Añana,0.0
2018,Emakumea,,,,,,Añana,%,Añana,13.9
2015,Emakumea,,,,,,Añana,%,Añana,15.4
2022,Emakumea,,,,,,Arakaldo,%,Arakaldo,10.4
2020,Emakumea,,,,,,Arakaldo,%,Arakaldo,22.0
2019,Emakumea,,,,,,Arakaldo,%,Arakaldo,14.6
2010,Emakumea,,,,,,Arakaldo,%,Arakaldo,9.5
2018,Emakumea,,,,,,Arakaldo,%,Arakaldo,18.6
2021,Emakumea,,,,,,Arakaldo,%,Arakaldo,16.3
2023,Emakumea,,,,,,Arakaldo,%,Arakaldo,13.5
2015,Emakumea,,,,,,Arakaldo,%,Arakaldo,20.6
2016,Emakumea,,,,,,Arakaldo,%,Arakaldo,20.0
2015,Emakumea,,,,,,Arama,%,Arama,10.0
2016,Emakumea,,,,,,Arama,%,Arama,8.3
2021,Emakumea,,,,,,Arama,%,Arama,5.9
2019,Emakumea,,,,,,Arama,%,Arama,4.3
2020,Emakumea,,,,,,Arama,%,Arama,10.7
2018,Emakumea,,,,,,Arama,%,Arama,11.3
2010,Emakumea,,,,,,Arama,%,Arama,4.5
2023,Emakumea,,,,,,Arama,%,Arama,1.9
2022,Emakumea,,,,,,Arama,%,Arama,8.0
2018,Emakumea,,,,,,Aramaio,%,Aramaio,5.5
2022,Emakumea,,,,,,Aramaio,%,Aramaio,4.5
2010,Emakumea,,,,,,Aramaio,%,Aramaio,6.1
2021,Emakumea,,,,,,Aramaio,%,Aramaio,4.3
2019,Emakumea,,,,,,Aramaio,%,Aramaio,4.4
2023,Emakumea,,,,,,Aramaio,%,Aramaio,4.8
2020,Emakumea,,,,,,Aramaio,%,Aramaio,5.8
2016,Emakumea,,,,,,Aramaio,%,Aramaio,8.7
2015,Emakumea,,,,,,Aramaio,%,Aramaio,11.6
2019,Emakumea,,,,,,Arantzazu,%,Arantzazu,10.5
2023,Emakumea,,,,,,Arantzazu,%,Arantzazu,8.2
2015,Emakumea,,,,,,Arantzazu,%,Arantzazu,14.6
2018,Emakumea,,,,,,Arantzazu,%,Arantzazu,15.7
2022,Emakumea,,,,,,Arantzazu,%,Arantzazu,10.1
2010,Emakumea,,,,,,Arantzazu,%,Arantzazu,7.1
2016,Emakumea,,,,,,Arantzazu,%,Arantzazu,13.6
2021,Emakumea,,,,,,Arantzazu,%,Arantzazu,9.7
2020,Emakumea,,,,,,Arantzazu,%,Arantzazu,12.0
2022,Emakumea,,,,,,Areatza,%,Areatza,8.3
2016,Emakumea,,,,,,Areatza,%,Areatza,17.0
2020,Emakumea,,,,,,Areatza,%,Areatza,11.1
2010,Emakumea,,,,,,Areatza,%,Areatza,7.8
2018,Emakumea,,,,,,Areatza,%,Areatza,17.0
2021,Emakumea,,,,,,Areatza,%,Areatza,13.1
2015,Emakumea,,,,,,Areatza,%,Areatza,15.5
2023,Emakumea,,,,,,Areatza,%,Areatza,9.3
2019,Emakumea,,,,,,Areatza,%,Areatza,14.0
2018,Emakumea,,,,,,Aretxabaleta,%,Aretxabaleta,9.9
2023,Emakumea,,,,,,Aretxabaleta,%,Aretxabaleta,6.6
2016,Emakumea,,,,,,Aretxabaleta,%,Aretxabaleta,10.4
2022,Emakumea,,,,,,Aretxabaleta,%,Aretxabaleta,7.0
2020,Emakumea,,,,,,Aretxabaleta,%,Aretxabaleta,8.1
2015,Emakumea,,,,,,Aretxabaleta,%,Aretxabaleta,10.1
2010,Emakumea,,,,,,Aretxabaleta,%,Aretxabaleta,8.1
2019,Emakumea,,,,,,Aretxabaleta,%,Aretxabaleta,9.0
2021,Emakumea,,,,,,Aretxabaleta,%,Aretxabaleta,7.6
2020,Emakumea,,,,,,Armiñón,%,Armiñón,8.9
2016,Emakumea,,,,,,Armiñón,%,Armiñón,10.9
2021,Emakumea,,,,,,Armiñón,%,Armiñón,9.3
2019,Emakumea,,,,,,Armiñón,%,Armiñón,11.5
2015,Emakumea,,,,,,Armiñón,%,Armiñón,17.2
2023,Emakumea,,,,,,Armiñón,%,Armiñón,7.1
2010,Emakumea,,,,,,Armiñón,%,Armiñón,6.7
2018,Emakumea,,,,,,Armiñón,%,Armiñón,10.3
2022,Emakumea,,,,,,Armiñón,%,Armiñón,3.3
2021,Emakumea,,,,,,Arraia-Maeztu,%,Arraia-Maeztu,8.4
2023,Emakumea,,,,,,Arraia-Maeztu,%,Arraia-Maeztu,1.7
2018,Emakumea,,,,,,Arraia-Maeztu,%,Arraia-Maeztu,7.2
2015,Emakumea,,,,,,Arraia-Maeztu,%,Arraia-Maeztu,11.3
2010,Emakumea,,,,,,Arraia-Maeztu,%,Arraia-Maeztu,3.4
2020,Emakumea,,,,,,Arraia-Maeztu,%,Arraia-Maeztu,5.6
2022,Emakumea,,,,,,Arraia-Maeztu,%,Arraia-Maeztu,5.5
2019,Emakumea,,,,,,Arraia-Maeztu,%,Arraia-Maeztu,6.2
2016,Emakumea,,,,,,Arraia-Maeztu,%,Arraia-Maeztu,10.3
2018,Emakumea,,,,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,11.9
2023,Emakumea,,,,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,4.8
2022,Emakumea,,,,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,7.1
2015,Emakumea,,,,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,16.0
2020,Emakumea,,,,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,9.7
2019,Emakumea,,,,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,9.3
2010,Emakumea,,,,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,7.4
2016,Emakumea,,,,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,14.1
2021,Emakumea,,,,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,8.0
2019,Emakumea,,,,,,Arrasate / Mondragón,%,Arrasate / Mondragón,11.4
2010,Emakumea,,,,,,Arrasate / Mondragón,%,Arrasate / Mondragón,8.0
2022,Emakumea,,,,,,Arrasate / Mondragón,%,Arrasate / Mondragón,9.7
2018,Emakumea,,,,,,Arrasate / Mondragón,%,Arrasate / Mondragón,12.1
2020,Emakumea,,,,,,Arrasate / Mondragón,%,Arrasate / Mondragón,10.5
2016,Emakumea,,,,,,Arrasate / Mondragón,%,Arrasate / Mondragón,15.9
2015,Emakumea,,,,,,Arrasate / Mondragón,%,Arrasate / Mondragón,14.3
2021,Emakumea,,,,,,Arrasate / Mondragón,%,Arrasate / Mondragón,11.4
2023,Emakumea,,,,,,Arrasate / Mondragón,%,Arrasate / Mondragón,10.0
2021,Emakumea,,,,,,Arratzu,%,Arratzu,9.3
2022,Emakumea,,,,,,Arratzu,%,Arratzu,6.7
2010,Emakumea,,,,,,Arratzu,%,Arratzu,2.4
2015,Emakumea,,,,,,Arratzu,%,Arratzu,6.3
2018,Emakumea,,,,,,Arratzu,%,Arratzu,9.1
2019,Emakumea,,,,,,Arratzu,%,Arratzu,7.4
2016,Emakumea,,,,,,Arratzu,%,Arratzu,15.7
2023,Emakumea,,,,,,Arratzu,%,Arratzu,6.3
2020,Emakumea,,,,,,Arratzu,%,Arratzu,6.2
2010,Emakumea,,,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,7.5
2015,Emakumea,,,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,9.0
2021,Emakumea,,,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,8.6
2020,Emakumea,,,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,7.9
2023,Emakumea,,,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,4.7
2022,Emakumea,,,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,8.1
2018,Emakumea,,,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,7.7
2019,Emakumea,,,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,8.3
2016,Emakumea,,,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,7.7
2010,Emakumea,,,,,,Arrieta,%,Arrieta,9.0
2016,Emakumea,,,,,,Arrieta,%,Arrieta,10.2
2021,Emakumea,,,,,,Arrieta,%,Arrieta,7.9
2022,Emakumea,,,,,,Arrieta,%,Arrieta,6.9
2015,Emakumea,,,,,,Arrieta,%,Arrieta,11.8
2018,Emakumea,,,,,,Arrieta,%,Arrieta,8.5
2020,Emakumea,,,,,,Arrieta,%,Arrieta,6.7
2023,Emakumea,,,,,,Arrieta,%,Arrieta,7.2
2019,Emakumea,,,,,,Arrieta,%,Arrieta,9.0
2010,Emakumea,,,,,,Arrigorriaga,%,Arrigorriaga,9.6
2015,Emakumea,,,,,,Arrigorriaga,%,Arrigorriaga,15.8
2019,Emakumea,,,,,,Arrigorriaga,%,Arrigorriaga,12.8
2021,Emakumea,,,,,,Arrigorriaga,%,Arrigorriaga,12.7
2022,Emakumea,,,,,,Arrigorriaga,%,Arrigorriaga,11.7
2020,Emakumea,,,,,,Arrigorriaga,%,Arrigorriaga,11.4
2016,Emakumea,,,,,,Arrigorriaga,%,Arrigorriaga,17.2
2018,Emakumea,,,,,,Arrigorriaga,%,Arrigorriaga,14.8
2023,Emakumea,,,,,,Arrigorriaga,%,Arrigorriaga,9.5
2019,Emakumea,,,,,,Artea,%,Artea,7.3
2020,Emakumea,,,,,,Artea,%,Artea,4.5
2015,Emakumea,,,,,,Artea,%,Artea,10.5
2010,Emakumea,,,,,,Artea,%,Artea,8.4
2021,Emakumea,,,,,,Artea,%,Artea,9.0
2022,Emakumea,,,,,,Artea,%,Artea,8.6
2016,Emakumea,,,,,,Artea,%,Artea,10.1
2023,Emakumea,,,,,,Artea,%,Artea,6.6
2018,Emakumea,,,,,,Artea,%,Artea,8.7
2023,Emakumea,,,,,,Artzentales,%,Artzentales,15.5
2010,Emakumea,,,,,,Artzentales,%,Artzentales,5.8
2021,Emakumea,,,,,,Artzentales,%,Artzentales,17.4
2020,Emakumea,,,,,,Artzentales,%,Artzentales,8.7
2016,Emakumea,,,,,,Artzentales,%,Artzentales,17.4
2019,Emakumea,,,,,,Artzentales,%,Artzentales,16.7
2015,Emakumea,,,,,,Artzentales,%,Artzentales,14.4
2018,Emakumea,,,,,,Artzentales,%,Artzentales,14.2
2022,Emakumea,,,,,,Artzentales,%,Artzentales,14.2
2021,Emakumea,,,,,,Artziniega,%,Artziniega,15.3
2023,Emakumea,,,,,,Artziniega,%,Artziniega,10.7
2010,Emakumea,,,,,,Artziniega,%,Artziniega,11.9
2022,Emakumea,,,,,,Artziniega,%,Artziniega,10.6
2016,Emakumea,,,,,,Artziniega,%,Artziniega,18.4
2019,Emakumea,,,,,,Artziniega,%,Artziniega,12.4
2020,Emakumea,,,,,,Artziniega,%,Artziniega,13.5
2015,Emakumea,,,,,,Artziniega,%,Artziniega,15.5
2018,Emakumea,,,,,,Artziniega,%,Artziniega,15.9
2016,Emakumea,,,,,,Asparrena,%,Asparrena,18.0
2023,Emakumea,,,,,,Asparrena,%,Asparrena,8.1
