Year,Teknologia berriztagarri mota,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2014,Eolikoa,,,Artea,Watts per capita,Artea,2.5
2023,Eolikoa,,,Artea,Watts per capita,Artea,2.5
2012,Eolikoa,,,Artea,Watts per capita,Artea,2.5
2017,Eolikoa,,,Artea,Watts per capita,Artea,2.6
2012,Eolikoa,,,Artzentales,Watts per capita,Artzentales,0.0
2014,Eolikoa,,,Artzentales,Watts per capita,Artzentales,0.0
2010,Eolikoa,,,Artzentales,Watts per capita,Artzentales,0.0
2011,Eolikoa,,,Artzentales,Watts per capita,Artzentales,0.0
2022,Eolikoa,,,Artzentales,Watts per capita,Artzentales,0.0
2021,Eolikoa,,,Artzentales,Watts per capita,Artzentales,0.0
2019,Eolikoa,,,Artzentales,Watts per capita,Artzentales,0.0
2016,Eolikoa,,,Artzentales,Watts per capita,Artzentales,0.0
2015,Eolikoa,,,Artzentales,Watts per capita,Artzentales,0.0
2013,Eolikoa,,,Artzentales,Watts per capita,Artzentales,0.0
2020,Eolikoa,,,Artzentales,Watts per capita,Artzentales,0.0
2017,Eolikoa,,,Artzentales,Watts per capita,Artzentales,0.0
2023,Eolikoa,,,Artzentales,Watts per capita,Artzentales,0.0
2018,Eolikoa,,,Artzentales,Watts per capita,Artzentales,0.0
2014,Eolikoa,,,Artziniega,Watts per capita,Artziniega,0.0
2016,Eolikoa,,,Artziniega,Watts per capita,Artziniega,0.0
2023,Eolikoa,,,Artziniega,Watts per capita,Artziniega,0.0
2021,Eolikoa,,,Artziniega,Watts per capita,Artziniega,0.0
2015,Eolikoa,,,Artziniega,Watts per capita,Artziniega,0.0
2019,Eolikoa,,,Artziniega,Watts per capita,Artziniega,0.0
2013,Eolikoa,,,Artziniega,Watts per capita,Artziniega,0.0
2020,Eolikoa,,,Artziniega,Watts per capita,Artziniega,0.0
2017,Eolikoa,,,Artziniega,Watts per capita,Artziniega,0.0
2022,Eolikoa,,,Artziniega,Watts per capita,Artziniega,0.0
2018,Eolikoa,,,Artziniega,Watts per capita,Artziniega,0.0
2012,Eolikoa,,,Artziniega,Watts per capita,Artziniega,0.0
2011,Eolikoa,,,Artziniega,Watts per capita,Artziniega,0.0
2010,Eolikoa,,,Artziniega,Watts per capita,Artziniega,0.0
2015,Eolikoa,,,Asparrena,Watts per capita,Asparrena,0.2
2011,Eolikoa,,,Asparrena,Watts per capita,Asparrena,0.2
2021,Eolikoa,,,Asparrena,Watts per capita,Asparrena,0.7
2019,Eolikoa,,,Asparrena,Watts per capita,Asparrena,0.7
2013,Eolikoa,,,Asparrena,Watts per capita,Asparrena,0.2
2012,Eolikoa,,,Asparrena,Watts per capita,Asparrena,0.2
2014,Eolikoa,,,Asparrena,Watts per capita,Asparrena,0.2
2023,Eolikoa,,,Asparrena,Watts per capita,Asparrena,0.7
2022,Eolikoa,,,Asparrena,Watts per capita,Asparrena,0.7
2020,Eolikoa,,,Asparrena,Watts per capita,Asparrena,0.7
2016,Eolikoa,,,Asparrena,Watts per capita,Asparrena,0.7
2017,Eolikoa,,,Asparrena,Watts per capita,Asparrena,0.7
2018,Eolikoa,,,Asparrena,Watts per capita,Asparrena,0.7
2010,Eolikoa,,,Asparrena,Watts per capita,Asparrena,0.2
2018,Eolikoa,,,Asteasu,Watts per capita,Asteasu,0.0
2011,Eolikoa,,,Asteasu,Watts per capita,Asteasu,0.0
2010,Eolikoa,,,Asteasu,Watts per capita,Asteasu,0.0
2020,Eolikoa,,,Asteasu,Watts per capita,Asteasu,0.0
2021,Eolikoa,,,Asteasu,Watts per capita,Asteasu,0.0
2016,Eolikoa,,,Asteasu,Watts per capita,Asteasu,0.0
2017,Eolikoa,,,Asteasu,Watts per capita,Asteasu,0.0
2014,Eolikoa,,,Asteasu,Watts per capita,Asteasu,0.0
2023,Eolikoa,,,Asteasu,Watts per capita,Asteasu,0.0
2019,Eolikoa,,,Asteasu,Watts per capita,Asteasu,0.0
2022,Eolikoa,,,Asteasu,Watts per capita,Asteasu,0.0
2012,Eolikoa,,,Asteasu,Watts per capita,Asteasu,0.0
2015,Eolikoa,,,Asteasu,Watts per capita,Asteasu,0.0
2013,Eolikoa,,,Asteasu,Watts per capita,Asteasu,0.0
2014,Eolikoa,,,Astigarraga,Watts per capita,Astigarraga,1.8
2023,Eolikoa,,,Astigarraga,Watts per capita,Astigarraga,1.3
2015,Eolikoa,,,Astigarraga,Watts per capita,Astigarraga,1.7
2018,Eolikoa,,,Astigarraga,Watts per capita,Astigarraga,1.6
2017,Eolikoa,,,Astigarraga,Watts per capita,Astigarraga,1.7
2012,Eolikoa,,,Astigarraga,Watts per capita,Astigarraga,1.9
2010,Eolikoa,,,Astigarraga,Watts per capita,Astigarraga,1.0
2013,Eolikoa,,,Astigarraga,Watts per capita,Astigarraga,1.8
2016,Eolikoa,,,Astigarraga,Watts per capita,Astigarraga,1.7
2019,Eolikoa,,,Astigarraga,Watts per capita,Astigarraga,1.5
2021,Eolikoa,,,Astigarraga,Watts per capita,Astigarraga,1.4
2022,Eolikoa,,,Astigarraga,Watts per capita,Astigarraga,1.3
2011,Eolikoa,,,Astigarraga,Watts per capita,Astigarraga,1.0
2020,Eolikoa,,,Astigarraga,Watts per capita,Astigarraga,1.4
2023,Eolikoa,,,Ataun,Watts per capita,Ataun,0.0
2021,Eolikoa,,,Ataun,Watts per capita,Ataun,0.0
2017,Eolikoa,,,Ataun,Watts per capita,Ataun,0.0
2016,Eolikoa,,,Ataun,Watts per capita,Ataun,0.0
2015,Eolikoa,,,Ataun,Watts per capita,Ataun,0.0
2019,Eolikoa,,,Ataun,Watts per capita,Ataun,0.0
2011,Eolikoa,,,Ataun,Watts per capita,Ataun,0.0
2020,Eolikoa,,,Ataun,Watts per capita,Ataun,0.0
2014,Eolikoa,,,Ataun,Watts per capita,Ataun,0.0
2013,Eolikoa,,,Ataun,Watts per capita,Ataun,0.0
2012,Eolikoa,,,Ataun,Watts per capita,Ataun,0.0
2018,Eolikoa,,,Ataun,Watts per capita,Ataun,0.0
2010,Eolikoa,,,Ataun,Watts per capita,Ataun,0.0
2022,Eolikoa,,,Ataun,Watts per capita,Ataun,0.0
2020,Eolikoa,,,Atxondo,Watts per capita,Atxondo,4.0
2023,Eolikoa,,,Atxondo,Watts per capita,Atxondo,4.0
2015,Eolikoa,,,Atxondo,Watts per capita,Atxondo,1.1
2021,Eolikoa,,,Atxondo,Watts per capita,Atxondo,4.0
2019,Eolikoa,,,Atxondo,Watts per capita,Atxondo,4.0
2017,Eolikoa,,,Atxondo,Watts per capita,Atxondo,3.8
2014,Eolikoa,,,Atxondo,Watts per capita,Atxondo,1.1
2011,Eolikoa,,,Atxondo,Watts per capita,Atxondo,0.0
2010,Eolikoa,,,Atxondo,Watts per capita,Atxondo,0.0
2016,Eolikoa,,,Atxondo,Watts per capita,Atxondo,1.1
2013,Eolikoa,,,Atxondo,Watts per capita,Atxondo,0.0
2018,Eolikoa,,,Atxondo,Watts per capita,Atxondo,3.9
2022,Eolikoa,,,Atxondo,Watts per capita,Atxondo,4.0
2012,Eolikoa,,,Atxondo,Watts per capita,Atxondo,0.0
2020,Eolikoa,,,Aulesti,Watts per capita,Aulesti,3.1
2023,Eolikoa,,,Aulesti,Watts per capita,Aulesti,3.1
2019,Eolikoa,,,Aulesti,Watts per capita,Aulesti,3.0
2010,Eolikoa,,,Aulesti,Watts per capita,Aulesti,0.0
2022,Eolikoa,,,Aulesti,Watts per capita,Aulesti,3.1
2014,Eolikoa,,,Aulesti,Watts per capita,Aulesti,0.0
2016,Eolikoa,,,Aulesti,Watts per capita,Aulesti,0.0
2021,Eolikoa,,,Aulesti,Watts per capita,Aulesti,3.1
2013,Eolikoa,,,Aulesti,Watts per capita,Aulesti,0.0
2018,Eolikoa,,,Aulesti,Watts per capita,Aulesti,3.0
2011,Eolikoa,,,Aulesti,Watts per capita,Aulesti,0.0
2017,Eolikoa,,,Aulesti,Watts per capita,Aulesti,3.0
2015,Eolikoa,,,Aulesti,Watts per capita,Aulesti,0.0
2012,Eolikoa,,,Aulesti,Watts per capita,Aulesti,0.0
2018,Eolikoa,,,Ayala / Aiara,Watts per capita,Ayala / Aiara,0.3
2023,Eolikoa,,,Ayala / Aiara,Watts per capita,Ayala / Aiara,0.3
2017,Eolikoa,,,Ayala / Aiara,Watts per capita,Ayala / Aiara,0.3
2016,Eolikoa,,,Ayala / Aiara,Watts per capita,Ayala / Aiara,0.3
2014,Eolikoa,,,Ayala / Aiara,Watts per capita,Ayala / Aiara,0.3
2019,Eolikoa,,,Ayala / Aiara,Watts per capita,Ayala / Aiara,0.3
2011,Eolikoa,,,Ayala / Aiara,Watts per capita,Ayala / Aiara,0.3
2020,Eolikoa,,,Ayala / Aiara,Watts per capita,Ayala / Aiara,0.3
2022,Eolikoa,,,Ayala / Aiara,Watts per capita,Ayala / Aiara,0.3
2015,Eolikoa,,,Ayala / Aiara,Watts per capita,Ayala / Aiara,0.3
2010,Eolikoa,,,Ayala / Aiara,Watts per capita,Ayala / Aiara,0.4
2012,Eolikoa,,,Ayala / Aiara,Watts per capita,Ayala / Aiara,0.3
2021,Eolikoa,,,Ayala / Aiara,Watts per capita,Ayala / Aiara,0.3
2013,Eolikoa,,,Ayala / Aiara,Watts per capita,Ayala / Aiara,0.3
2014,Eolikoa,,,Azkoitia,Watts per capita,Azkoitia,0.0
2010,Eolikoa,,,Azkoitia,Watts per capita,Azkoitia,0.0
2017,Eolikoa,,,Azkoitia,Watts per capita,Azkoitia,0.0
2019,Eolikoa,,,Azkoitia,Watts per capita,Azkoitia,0.0
2023,Eolikoa,,,Azkoitia,Watts per capita,Azkoitia,0.0
2022,Eolikoa,,,Azkoitia,Watts per capita,Azkoitia,0.0
2018,Eolikoa,,,Azkoitia,Watts per capita,Azkoitia,0.0
2011,Eolikoa,,,Azkoitia,Watts per capita,Azkoitia,0.0
2020,Eolikoa,,,Azkoitia,Watts per capita,Azkoitia,0.0
2015,Eolikoa,,,Azkoitia,Watts per capita,Azkoitia,0.0
2016,Eolikoa,,,Azkoitia,Watts per capita,Azkoitia,0.0
2021,Eolikoa,,,Azkoitia,Watts per capita,Azkoitia,0.0
2013,Eolikoa,,,Azkoitia,Watts per capita,Azkoitia,0.0
2012,Eolikoa,,,Azkoitia,Watts per capita,Azkoitia,0.0
2018,Eolikoa,,,Azpeitia,Watts per capita,Azpeitia,0.0
2012,Eolikoa,,,Azpeitia,Watts per capita,Azpeitia,0.0
2015,Eolikoa,,,Azpeitia,Watts per capita,Azpeitia,0.0
2017,Eolikoa,,,Azpeitia,Watts per capita,Azpeitia,0.0
2022,Eolikoa,,,Azpeitia,Watts per capita,Azpeitia,0.0
2016,Eolikoa,,,Azpeitia,Watts per capita,Azpeitia,0.0
2021,Eolikoa,,,Azpeitia,Watts per capita,Azpeitia,0.0
2010,Eolikoa,,,Azpeitia,Watts per capita,Azpeitia,0.0
2020,Eolikoa,,,Azpeitia,Watts per capita,Azpeitia,0.0
2019,Eolikoa,,,Azpeitia,Watts per capita,Azpeitia,0.0
2013,Eolikoa,,,Azpeitia,Watts per capita,Azpeitia,0.0
2023,Eolikoa,,,Azpeitia,Watts per capita,Azpeitia,0.0
2011,Eolikoa,,,Azpeitia,Watts per capita,Azpeitia,0.0
2014,Eolikoa,,,Azpeitia,Watts per capita,Azpeitia,0.0
2022,Eolikoa,,,Bakio,Watts per capita,Bakio,0.0
2013,Eolikoa,,,Bakio,Watts per capita,Bakio,0.0
2021,Eolikoa,,,Bakio,Watts per capita,Bakio,0.0
2018,Eolikoa,,,Bakio,Watts per capita,Bakio,0.0
2023,Eolikoa,,,Bakio,Watts per capita,Bakio,0.0
2020,Eolikoa,,,Bakio,Watts per capita,Bakio,0.0
2019,Eolikoa,,,Bakio,Watts per capita,Bakio,0.0
2017,Eolikoa,,,Bakio,Watts per capita,Bakio,0.0
2014,Eolikoa,,,Bakio,Watts per capita,Bakio,0.0
2012,Eolikoa,,,Bakio,Watts per capita,Bakio,0.0
2010,Eolikoa,,,Bakio,Watts per capita,Bakio,0.0
2011,Eolikoa,,,Bakio,Watts per capita,Bakio,0.0
2015,Eolikoa,,,Bakio,Watts per capita,Bakio,0.0
2016,Eolikoa,,,Bakio,Watts per capita,Bakio,0.0
2017,Eolikoa,,,Baliarrain,Watts per capita,Baliarrain,0.0
2013,Eolikoa,,,Baliarrain,Watts per capita,Baliarrain,0.0
2015,Eolikoa,,,Baliarrain,Watts per capita,Baliarrain,0.0
2021,Eolikoa,,,Baliarrain,Watts per capita,Baliarrain,0.0
2016,Eolikoa,,,Baliarrain,Watts per capita,Baliarrain,0.0
2018,Eolikoa,,,Baliarrain,Watts per capita,Baliarrain,0.0
2010,Eolikoa,,,Baliarrain,Watts per capita,Baliarrain,0.0
2019,Eolikoa,,,Baliarrain,Watts per capita,Baliarrain,0.0
2020,Eolikoa,,,Baliarrain,Watts per capita,Baliarrain,0.0
2022,Eolikoa,,,Baliarrain,Watts per capita,Baliarrain,0.0
2011,Eolikoa,,,Baliarrain,Watts per capita,Baliarrain,0.0
2012,Eolikoa,,,Baliarrain,Watts per capita,Baliarrain,0.0
2014,Eolikoa,,,Baliarrain,Watts per capita,Baliarrain,0.0
2023,Eolikoa,,,Baliarrain,Watts per capita,Baliarrain,0.0
2017,Eolikoa,,,Balmaseda,Watts per capita,Balmaseda,0.0
2011,Eolikoa,,,Balmaseda,Watts per capita,Balmaseda,0.0
2021,Eolikoa,,,Balmaseda,Watts per capita,Balmaseda,0.0
2015,Eolikoa,,,Balmaseda,Watts per capita,Balmaseda,0.0
2020,Eolikoa,,,Balmaseda,Watts per capita,Balmaseda,0.0
2016,Eolikoa,,,Balmaseda,Watts per capita,Balmaseda,0.0
2014,Eolikoa,,,Balmaseda,Watts per capita,Balmaseda,0.0
2010,Eolikoa,,,Balmaseda,Watts per capita,Balmaseda,0.0
2022,Eolikoa,,,Balmaseda,Watts per capita,Balmaseda,0.0
2018,Eolikoa,,,Balmaseda,Watts per capita,Balmaseda,0.0
2012,Eolikoa,,,Balmaseda,Watts per capita,Balmaseda,0.0
2019,Eolikoa,,,Balmaseda,Watts per capita,Balmaseda,0.0
2023,Eolikoa,,,Balmaseda,Watts per capita,Balmaseda,0.0
2013,Eolikoa,,,Balmaseda,Watts per capita,Balmaseda,0.0
2015,Eolikoa,,,Baños de Ebro / Mañueta,Watts per capita,Baños de Ebro / Mañueta,0.0
2017,Eolikoa,,,Baños de Ebro / Mañueta,Watts per capita,Baños de Ebro / Mañueta,0.0
2018,Eolikoa,,,Baños de Ebro / Mañueta,Watts per capita,Baños de Ebro / Mañueta,0.0
2013,Eolikoa,,,Baños de Ebro / Mañueta,Watts per capita,Baños de Ebro / Mañueta,0.0
2021,Eolikoa,,,Baños de Ebro / Mañueta,Watts per capita,Baños de Ebro / Mañueta,0.0
2022,Eolikoa,,,Baños de Ebro / Mañueta,Watts per capita,Baños de Ebro / Mañueta,0.0
2016,Eolikoa,,,Baños de Ebro / Mañueta,Watts per capita,Baños de Ebro / Mañueta,0.0
2014,Eolikoa,,,Baños de Ebro / Mañueta,Watts per capita,Baños de Ebro / Mañueta,0.0
2019,Eolikoa,,,Baños de Ebro / Mañueta,Watts per capita,Baños de Ebro / Mañueta,0.0
2010,Eolikoa,,,Baños de Ebro / Mañueta,Watts per capita,Baños de Ebro / Mañueta,0.0
2012,Eolikoa,,,Baños de Ebro / Mañueta,Watts per capita,Baños de Ebro / Mañueta,0.0
2011,Eolikoa,,,Baños de Ebro / Mañueta,Watts per capita,Baños de Ebro / Mañueta,0.0
2023,Eolikoa,,,Baños de Ebro / Mañueta,Watts per capita,Baños de Ebro / Mañueta,0.0
2020,Eolikoa,,,Baños de Ebro / Mañueta,Watts per capita,Baños de Ebro / Mañueta,0.0
2015,Eolikoa,,,Barakaldo,Watts per capita,Barakaldo,0.0
2023,Eolikoa,,,Barakaldo,Watts per capita,Barakaldo,0.0
2018,Eolikoa,,,Barakaldo,Watts per capita,Barakaldo,0.0
2021,Eolikoa,,,Barakaldo,Watts per capita,Barakaldo,0.0
2022,Eolikoa,,,Barakaldo,Watts per capita,Barakaldo,0.0
2019,Eolikoa,,,Barakaldo,Watts per capita,Barakaldo,0.0
2017,Eolikoa,,,Barakaldo,Watts per capita,Barakaldo,0.0
2014,Eolikoa,,,Barakaldo,Watts per capita,Barakaldo,0.0
2013,Eolikoa,,,Barakaldo,Watts per capita,Barakaldo,0.0
2010,Eolikoa,,,Barakaldo,Watts per capita,Barakaldo,0.0
2011,Eolikoa,,,Barakaldo,Watts per capita,Barakaldo,0.0
2016,Eolikoa,,,Barakaldo,Watts per capita,Barakaldo,0.0
2012,Eolikoa,,,Barakaldo,Watts per capita,Barakaldo,0.0
2020,Eolikoa,,,Barakaldo,Watts per capita,Barakaldo,0.0
2013,Eolikoa,,,Barrika,Watts per capita,Barrika,0.0
2017,Eolikoa,,,Barrika,Watts per capita,Barrika,0.0
2012,Eolikoa,,,Barrika,Watts per capita,Barrika,0.0
2018,Eolikoa,,,Barrika,Watts per capita,Barrika,0.0
2022,Eolikoa,,,Barrika,Watts per capita,Barrika,0.0
2014,Eolikoa,,,Barrika,Watts per capita,Barrika,0.0
2020,Eolikoa,,,Barrika,Watts per capita,Barrika,0.0
2021,Eolikoa,,,Barrika,Watts per capita,Barrika,0.0
2019,Eolikoa,,,Barrika,Watts per capita,Barrika,0.0
2015,Eolikoa,,,Barrika,Watts per capita,Barrika,0.0
2010,Eolikoa,,,Barrika,Watts per capita,Barrika,0.0
2011,Eolikoa,,,Barrika,Watts per capita,Barrika,0.0
2016,Eolikoa,,,Barrika,Watts per capita,Barrika,0.0
2023,Eolikoa,,,Barrika,Watts per capita,Barrika,0.0
2013,Eolikoa,,,Barrundia,Watts per capita,Barrundia,23056.3
2022,Eolikoa,,,Barrundia,Watts per capita,Barrundia,23705.7
2012,Eolikoa,,,Barrundia,Watts per capita,Barrundia,22935.4
2020,Eolikoa,,,Barrundia,Watts per capita,Barrundia,23578.0
2016,Eolikoa,,,Barrundia,Watts per capita,Barrundia,22911.4
2015,Eolikoa,,,Barrundia,Watts per capita,Barrundia,23376.5
2011,Eolikoa,,,Barrundia,Watts per capita,Barrundia,23301.8
2014,Eolikoa,,,Barrundia,Watts per capita,Barrundia,23301.8
2021,Eolikoa,,,Barrundia,Watts per capita,Barrundia,23227.6
2010,Eolikoa,,,Barrundia,Watts per capita,Barrundia,23451.7
2023,Eolikoa,,,Barrundia,Watts per capita,Barrundia,24044.4
2019,Eolikoa,,,Barrundia,Watts per capita,Barrundia,23252.3
2017,Eolikoa,,,Barrundia,Watts per capita,Barrundia,23080.6
2018,Eolikoa,,,Barrundia,Watts per capita,Barrundia,23153.9
2017,Eolikoa,,,Basauri,Watts per capita,Basauri,0.0
2020,Eolikoa,,,Basauri,Watts per capita,Basauri,0.0
2022,Eolikoa,,,Basauri,Watts per capita,Basauri,0.0
2021,Eolikoa,,,Basauri,Watts per capita,Basauri,0.0
2012,Eolikoa,,,Basauri,Watts per capita,Basauri,0.0
2019,Eolikoa,,,Basauri,Watts per capita,Basauri,0.0
2013,Eolikoa,,,Basauri,Watts per capita,Basauri,0.0
2010,Eolikoa,,,Basauri,Watts per capita,Basauri,0.0
2011,Eolikoa,,,Basauri,Watts per capita,Basauri,0.0
2014,Eolikoa,,,Basauri,Watts per capita,Basauri,0.0
2016,Eolikoa,,,Basauri,Watts per capita,Basauri,0.0
2023,Eolikoa,,,Basauri,Watts per capita,Basauri,0.0
2018,Eolikoa,,,Basauri,Watts per capita,Basauri,0.0
2015,Eolikoa,,,Basauri,Watts per capita,Basauri,0.0
2022,Eolikoa,,,Beasain,Watts per capita,Beasain,1.0
2023,Eolikoa,,,Beasain,Watts per capita,Beasain,1.0
2021,Eolikoa,,,Beasain,Watts per capita,Beasain,1.0
2018,Eolikoa,,,Beasain,Watts per capita,Beasain,1.0
2016,Eolikoa,,,Beasain,Watts per capita,Beasain,1.0
2015,Eolikoa,,,Beasain,Watts per capita,Beasain,1.0
2017,Eolikoa,,,Beasain,Watts per capita,Beasain,1.0
2020,Eolikoa,,,Beasain,Watts per capita,Beasain,1.0
2014,Eolikoa,,,Beasain,Watts per capita,Beasain,1.0
2019,Eolikoa,,,Beasain,Watts per capita,Beasain,1.0
2010,Eolikoa,,,Beasain,Watts per capita,Beasain,0.3
2011,Eolikoa,,,Beasain,Watts per capita,Beasain,0.3
2012,Eolikoa,,,Beasain,Watts per capita,Beasain,0.3
2013,Eolikoa,,,Beasain,Watts per capita,Beasain,0.3
2021,Eolikoa,,,Bedia,Watts per capita,Bedia,2.1
2022,Eolikoa,,,Bedia,Watts per capita,Bedia,2.1
2015,Eolikoa,,,Bedia,Watts per capita,Bedia,1.9
2014,Eolikoa,,,Bedia,Watts per capita,Bedia,1.9
2017,Eolikoa,,,Bedia,Watts per capita,Bedia,2.2
2010,Eolikoa,,,Bedia,Watts per capita,Bedia,2.0
2012,Eolikoa,,,Bedia,Watts per capita,Bedia,1.9
2019,Eolikoa,,,Bedia,Watts per capita,Bedia,2.2
2016,Eolikoa,,,Bedia,Watts per capita,Bedia,2.2
2013,Eolikoa,,,Bedia,Watts per capita,Bedia,1.8
2011,Eolikoa,,,Bedia,Watts per capita,Bedia,1.9
2023,Eolikoa,,,Bedia,Watts per capita,Bedia,2.1
2020,Eolikoa,,,Bedia,Watts per capita,Bedia,2.1
2018,Eolikoa,,,Bedia,Watts per capita,Bedia,2.2
2023,Eolikoa,,,Beizama,Watts per capita,Beizama,0.0
2020,Eolikoa,,,Beizama,Watts per capita,Beizama,0.0
2019,Eolikoa,,,Beizama,Watts per capita,Beizama,0.0
2021,Eolikoa,,,Beizama,Watts per capita,Beizama,0.0
2018,Eolikoa,,,Beizama,Watts per capita,Beizama,0.0
2017,Eolikoa,,,Beizama,Watts per capita,Beizama,0.0
2016,Eolikoa,,,Beizama,Watts per capita,Beizama,0.0
2015,Eolikoa,,,Beizama,Watts per capita,Beizama,0.0
2013,Eolikoa,,,Beizama,Watts per capita,Beizama,0.0
2012,Eolikoa,,,Beizama,Watts per capita,Beizama,0.0
2011,Eolikoa,,,Beizama,Watts per capita,Beizama,0.0
2014,Eolikoa,,,Beizama,Watts per capita,Beizama,0.0
2010,Eolikoa,,,Beizama,Watts per capita,Beizama,0.0
2022,Eolikoa,,,Beizama,Watts per capita,Beizama,0.0
2020,Eolikoa,,,Belauntza,Watts per capita,Belauntza,0.0
2022,Eolikoa,,,Belauntza,Watts per capita,Belauntza,0.0
2021,Eolikoa,,,Belauntza,Watts per capita,Belauntza,0.0
2017,Eolikoa,,,Belauntza,Watts per capita,Belauntza,0.0
2018,Eolikoa,,,Belauntza,Watts per capita,Belauntza,0.0
2019,Eolikoa,,,Belauntza,Watts per capita,Belauntza,0.0
2016,Eolikoa,,,Belauntza,Watts per capita,Belauntza,0.0
2014,Eolikoa,,,Belauntza,Watts per capita,Belauntza,0.0
2013,Eolikoa,,,Belauntza,Watts per capita,Belauntza,0.0
2015,Eolikoa,,,Belauntza,Watts per capita,Belauntza,0.0
2011,Eolikoa,,,Belauntza,Watts per capita,Belauntza,0.0
2012,Eolikoa,,,Belauntza,Watts per capita,Belauntza,0.0
2010,Eolikoa,,,Belauntza,Watts per capita,Belauntza,0.0
2023,Eolikoa,,,Belauntza,Watts per capita,Belauntza,0.0
2021,Eolikoa,,,Berango,Watts per capita,Berango,0.0
2011,Eolikoa,,,Berango,Watts per capita,Berango,0.0
2022,Eolikoa,,,Berango,Watts per capita,Berango,0.0
2019,Eolikoa,,,Berango,Watts per capita,Berango,0.0
2020,Eolikoa,,,Berango,Watts per capita,Berango,0.0
2014,Eolikoa,,,Berango,Watts per capita,Berango,0.0
2016,Eolikoa,,,Berango,Watts per capita,Berango,0.0
2017,Eolikoa,,,Berango,Watts per capita,Berango,0.0
2012,Eolikoa,,,Berango,Watts per capita,Berango,0.0
2015,Eolikoa,,,Berango,Watts per capita,Berango,0.0
2013,Eolikoa,,,Berango,Watts per capita,Berango,0.0
2010,Eolikoa,,,Berango,Watts per capita,Berango,0.0
2018,Eolikoa,,,Berango,Watts per capita,Berango,0.0
2023,Eolikoa,,,Berango,Watts per capita,Berango,0.0
2010,Eolikoa,,,Berantevilla,Watts per capita,Berantevilla,0.0
2019,Eolikoa,,,Berantevilla,Watts per capita,Berantevilla,0.0
2011,Eolikoa,,,Berantevilla,Watts per capita,Berantevilla,0.0
2015,Eolikoa,,,Berantevilla,Watts per capita,Berantevilla,0.0
2021,Eolikoa,,,Berantevilla,Watts per capita,Berantevilla,0.0
2016,Eolikoa,,,Berantevilla,Watts per capita,Berantevilla,0.0
2014,Eolikoa,,,Berantevilla,Watts per capita,Berantevilla,0.0
2020,Eolikoa,,,Berantevilla,Watts per capita,Berantevilla,0.0
2013,Eolikoa,,,Berantevilla,Watts per capita,Berantevilla,0.0
2022,Eolikoa,,,Berantevilla,Watts per capita,Berantevilla,0.0
2012,Eolikoa,,,Berantevilla,Watts per capita,Berantevilla,0.0
2023,Eolikoa,,,Berantevilla,Watts per capita,Berantevilla,0.0
2017,Eolikoa,,,Berantevilla,Watts per capita,Berantevilla,0.0
2018,Eolikoa,,,Berantevilla,Watts per capita,Berantevilla,0.0
2023,Eolikoa,,,Berastegi,Watts per capita,Berastegi,0.0
2021,Eolikoa,,,Berastegi,Watts per capita,Berastegi,0.0
2022,Eolikoa,,,Berastegi,Watts per capita,Berastegi,0.0
2020,Eolikoa,,,Berastegi,Watts per capita,Berastegi,0.0
2019,Eolikoa,,,Berastegi,Watts per capita,Berastegi,0.0
2017,Eolikoa,,,Berastegi,Watts per capita,Berastegi,0.0
2016,Eolikoa,,,Berastegi,Watts per capita,Berastegi,0.0
2015,Eolikoa,,,Berastegi,Watts per capita,Berastegi,0.0
2013,Eolikoa,,,Berastegi,Watts per capita,Berastegi,0.0
2010,Eolikoa,,,Berastegi,Watts per capita,Berastegi,0.0
2018,Eolikoa,,,Berastegi,Watts per capita,Berastegi,0.0
2014,Eolikoa,,,Berastegi,Watts per capita,Berastegi,0.0
2011,Eolikoa,,,Berastegi,Watts per capita,Berastegi,0.0
2012,Eolikoa,,,Berastegi,Watts per capita,Berastegi,0.0
2021,Eolikoa,,,Bergara,Watts per capita,Bergara,0.0
2022,Eolikoa,,,Bergara,Watts per capita,Bergara,0.0
2017,Eolikoa,,,Bergara,Watts per capita,Bergara,0.0
2020,Eolikoa,,,Bergara,Watts per capita,Bergara,0.0
2016,Eolikoa,,,Bergara,Watts per capita,Bergara,0.0
2015,Eolikoa,,,Bergara,Watts per capita,Bergara,0.0
2023,Eolikoa,,,Bergara,Watts per capita,Bergara,0.0
2018,Eolikoa,,,Bergara,Watts per capita,Bergara,0.0
2013,Eolikoa,,,Bergara,Watts per capita,Bergara,0.0
2019,Eolikoa,,,Bergara,Watts per capita,Bergara,0.0
2012,Eolikoa,,,Bergara,Watts per capita,Bergara,0.0
2011,Eolikoa,,,Bergara,Watts per capita,Bergara,0.0
2010,Eolikoa,,,Bergara,Watts per capita,Bergara,0.0
2014,Eolikoa,,,Bergara,Watts per capita,Bergara,0.0
2021,Eolikoa,,,Bermeo,Watts per capita,Bermeo,0.2
2013,Eolikoa,,,Bermeo,Watts per capita,Bermeo,0.0
2022,Eolikoa,,,Bermeo,Watts per capita,Bermeo,0.2
2018,Eolikoa,,,Bermeo,Watts per capita,Bermeo,0.2
2010,Eolikoa,,,Bermeo,Watts per capita,Bermeo,0.0
2023,Eolikoa,,,Bermeo,Watts per capita,Bermeo,0.2
2019,Eolikoa,,,Bermeo,Watts per capita,Bermeo,0.2
2014,Eolikoa,,,Bermeo,Watts per capita,Bermeo,0.2
