Year,Lanbidea,Lan-egoera,Sexua,Lurralde historikoa,Units,Value
2021,Dentista,Ez erretiratuak,Gizona,,10.000 biztanleko,6.1
2019,Dentista,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.0
2017,Dentista,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,4.6
2019,Dentista,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,4.9
2024,Dentista,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.0
2016,Dentista,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.0
2012,Dentista,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.0
2020,Dentista,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.0
2015,Dentista,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,4.7
2024,Dentista,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,4.7
2013,Dentista,,Gizona,Araba / Álava,10.000 biztanleko,4.4
2017,Dentista,,Gizona,Araba / Álava,10.000 biztanleko,4.6
2014,Dentista,,Gizona,Araba / Álava,10.000 biztanleko,4.5
2021,Dentista,,Gizona,Araba / Álava,10.000 biztanleko,5.0
2015,Dentista,,Gizona,Araba / Álava,10.000 biztanleko,4.7
2022,Dentista,,Gizona,Araba / Álava,10.000 biztanleko,4.7
2010,Dentista,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,5.9
2010,Dentista,,Gizona,Araba / Álava,10.000 biztanleko,5.9
2018,Dentista,,Gizona,Araba / Álava,10.000 biztanleko,4.7
2013,Dentista,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.0
2014,Dentista,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,4.5
2018,Dentista,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,4.7
2023,Dentista,,Gizona,Araba / Álava,10.000 biztanleko,4.6
2021,Dentista,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.0
2022,Dentista,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.0
2018,Dentista,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.0
2023,Dentista,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.0
2017,Dentista,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.0
2021,Dentista,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,5.0
2013,Dentista,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,4.4
2022,Dentista,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,4.7
2020,Dentista,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,4.9
2016,Dentista,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,4.7
2012,Dentista,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,4.3
2023,Dentista,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,4.6
2010,Dentista,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.0
2015,Dentista,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.0
2014,Dentista,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.0
2020,Dentista,,Gizona,Araba / Álava,10.000 biztanleko,4.9
2024,Dentista,,Gizona,Araba / Álava,10.000 biztanleko,4.7
2011,Dentista,,Gizona,Araba / Álava,10.000 biztanleko,6.0
2019,Dentista,,Gizona,Araba / Álava,10.000 biztanleko,4.9
2012,Dentista,,Gizona,Araba / Álava,10.000 biztanleko,4.3
2016,Dentista,,Gizona,Araba / Álava,10.000 biztanleko,4.7
2015,Dentista,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.0
2021,Dentista,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.0
2017,Dentista,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.0
2022,Dentista,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.0
2019,Dentista,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.0
2013,Dentista,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.0
2014,Dentista,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.0
2010,Dentista,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,8.3
2014,Dentista,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,6.7
2013,Dentista,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,6.6
2020,Dentista,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,6.5
2018,Dentista,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,6.8
2022,Dentista,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,6.5
2021,Dentista,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,6.6
2023,Dentista,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,6.4
2015,Dentista,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,6.8
2017,Dentista,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,6.9
2019,Dentista,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,6.7
2024,Dentista,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,6.1
2012,Dentista,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,6.4
2016,Dentista,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,6.8
2022,Dentista,,Gizona,Bizkaia,10.000 biztanleko,6.5
2018,Dentista,,Gizona,Bizkaia,10.000 biztanleko,6.8
2015,Dentista,,Gizona,Bizkaia,10.000 biztanleko,6.8
2024,Dentista,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.0
2020,Dentista,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.0
2016,Dentista,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.0
2012,Dentista,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.0
2018,Dentista,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.0
2017,Dentista,,Gizona,Bizkaia,10.000 biztanleko,6.9
2019,Dentista,,Gizona,Bizkaia,10.000 biztanleko,6.7
2011,Dentista,,Gizona,Bizkaia,10.000 biztanleko,8.4
2021,Dentista,,Gizona,Bizkaia,10.000 biztanleko,6.6
2012,Dentista,,Gizona,Bizkaia,10.000 biztanleko,6.4
2016,Dentista,,Gizona,Bizkaia,10.000 biztanleko,6.8
2014,Dentista,,Gizona,Bizkaia,10.000 biztanleko,6.7
2013,Dentista,,Gizona,Bizkaia,10.000 biztanleko,6.6
2023,Dentista,,Gizona,Bizkaia,10.000 biztanleko,6.4
2010,Dentista,,Gizona,Bizkaia,10.000 biztanleko,8.3
2024,Dentista,,Gizona,Bizkaia,10.000 biztanleko,6.1
2020,Dentista,,Gizona,Bizkaia,10.000 biztanleko,6.5
2023,Dentista,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.0
2010,Dentista,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.0
2012,Dentista,Erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,0.9
2015,Dentista,Erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,0.8
2022,Dentista,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,5.9
2014,Dentista,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,5.6
2024,Dentista,Erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,1.6
2018,Dentista,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,5.8
2013,Dentista,,Gizona,Gipuzkoa,10.000 biztanleko,6.5
2015,Dentista,,Gizona,Gipuzkoa,10.000 biztanleko,6.6
2014,Dentista,Erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,0.5
2022,Dentista,Erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,1.4
2019,Dentista,,Gizona,Gipuzkoa,10.000 biztanleko,7.0
2020,Dentista,,Gizona,Gipuzkoa,10.000 biztanleko,6.4
2016,Dentista,,Gizona,Gipuzkoa,10.000 biztanleko,6.6
2011,Dentista,,Gizona,Gipuzkoa,10.000 biztanleko,8.0
2014,Dentista,,Gizona,Gipuzkoa,10.000 biztanleko,6.1
2022,Dentista,,Gizona,Gipuzkoa,10.000 biztanleko,7.3
2017,Dentista,,Gizona,Gipuzkoa,10.000 biztanleko,6.5
2018,Dentista,,Gizona,Gipuzkoa,10.000 biztanleko,6.5
2023,Dentista,,Gizona,Gipuzkoa,10.000 biztanleko,7.3
2012,Dentista,,Gizona,Gipuzkoa,10.000 biztanleko,6.5
2021,Dentista,,Gizona,Gipuzkoa,10.000 biztanleko,7.2
2024,Dentista,,Gizona,Gipuzkoa,10.000 biztanleko,7.2
2010,Dentista,,Gizona,Gipuzkoa,10.000 biztanleko,7.9
2013,Dentista,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,5.8
2021,Dentista,Erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,1.3
2023,Dentista,Erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,1.5
2019,Dentista,Erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,1.1
2020,Dentista,Erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,1.1
2017,Dentista,Erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,0.8
2010,Dentista,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,7.9
2013,Dentista,Erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,0.8
2021,Dentista,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,5.9
2017,Dentista,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,5.7
2016,Dentista,Erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,0.8
2018,Dentista,Erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,0.7
2010,Dentista,Erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,0.0
2023,Dentista,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,5.7
2016,Dentista,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,5.8
2024,Dentista,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,5.6
2019,Dentista,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,6.0
2012,Dentista,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,5.6
2015,Dentista,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,5.8
2020,Dentista,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,5.2
2024,Farmazeutikoa,Ez erretiratuak,,,10.000 biztanleko,15.1
2016,Farmazeutikoa,Ez erretiratuak,,,10.000 biztanleko,14.2
2016,Farmazeutikoa,,,,10.000 biztanleko,15.4
2010,Farmazeutikoa,Ez erretiratuak,,,10.000 biztanleko,12.6
2020,Farmazeutikoa,,,,10.000 biztanleko,16.3
2015,Farmazeutikoa,Ez erretiratuak,,,10.000 biztanleko,13.8
2017,Farmazeutikoa,Ez erretiratuak,,,10.000 biztanleko,14.3
2015,Farmazeutikoa,,,,10.000 biztanleko,15.0
2013,Farmazeutikoa,Erretiratuak,,,10.000 biztanleko,0.8
2013,Farmazeutikoa,,,,10.000 biztanleko,14.4
2022,Farmazeutikoa,,,,10.000 biztanleko,16.7
2015,Farmazeutikoa,Erretiratuak,,,10.000 biztanleko,0.9
2010,Farmazeutikoa,Erretiratuak,,,10.000 biztanleko,0.7
2023,Farmazeutikoa,Erretiratuak,,,10.000 biztanleko,1.5
2018,Farmazeutikoa,,,,10.000 biztanleko,15.9
2017,Farmazeutikoa,Erretiratuak,,,10.000 biztanleko,1.1
2012,Farmazeutikoa,Ez erretiratuak,,,10.000 biztanleko,13.1
2024,Farmazeutikoa,,,,10.000 biztanleko,16.7
2014,Farmazeutikoa,,,,10.000 biztanleko,14.7
2010,Farmazeutikoa,,,,10.000 biztanleko,13.6
2014,Farmazeutikoa,Ez erretiratuak,,,10.000 biztanleko,13.6
2011,Farmazeutikoa,,,,10.000 biztanleko,13.8
2012,Farmazeutikoa,,,,10.000 biztanleko,14.1
2018,Farmazeutikoa,Erretiratuak,,,10.000 biztanleko,1.1
2024,Farmazeutikoa,Erretiratuak,,,10.000 biztanleko,1.6
2019,Farmazeutikoa,Erretiratuak,,,10.000 biztanleko,1.2
2020,Farmazeutikoa,Erretiratuak,,,10.000 biztanleko,1.2
2011,Farmazeutikoa,Ez erretiratuak,,,10.000 biztanleko,12.8
2022,Farmazeutikoa,Erretiratuak,,,10.000 biztanleko,1.3
2011,Farmazeutikoa,Erretiratuak,,,10.000 biztanleko,0.8
2021,Farmazeutikoa,Ez erretiratuak,,,10.000 biztanleko,14.9
2021,Farmazeutikoa,,,,10.000 biztanleko,16.4
2018,Farmazeutikoa,Ez erretiratuak,,,10.000 biztanleko,14.5
2013,Farmazeutikoa,Ez erretiratuak,,,10.000 biztanleko,13.3
2023,Farmazeutikoa,,,,10.000 biztanleko,16.6
2017,Farmazeutikoa,,,,10.000 biztanleko,15.6
2023,Farmazeutikoa,Ez erretiratuak,,,10.000 biztanleko,15.1
2016,Farmazeutikoa,Erretiratuak,,,10.000 biztanleko,1.0
2019,Farmazeutikoa,,,,10.000 biztanleko,15.9
2021,Farmazeutikoa,Erretiratuak,,,10.000 biztanleko,1.3
2012,Farmazeutikoa,Erretiratuak,,,10.000 biztanleko,0.8
2019,Farmazeutikoa,Ez erretiratuak,,,10.000 biztanleko,14.5
2014,Farmazeutikoa,Erretiratuak,,,10.000 biztanleko,0.9
2020,Farmazeutikoa,Ez erretiratuak,,,10.000 biztanleko,14.8
2022,Farmazeutikoa,Ez erretiratuak,,,10.000 biztanleko,15.4
2015,Farmazeutikoa,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,14.6
2019,Farmazeutikoa,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,15.3
2014,Farmazeutikoa,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.5
2022,Farmazeutikoa,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.7
2015,Farmazeutikoa,,,Araba / Álava,10.000 biztanleko,15.1
2013,Farmazeutikoa,,,Araba / Álava,10.000 biztanleko,14.7
2016,Farmazeutikoa,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.7
2023,Farmazeutikoa,,,Araba / Álava,10.000 biztanleko,17.0
2018,Farmazeutikoa,,,Araba / Álava,10.000 biztanleko,15.9
2011,Farmazeutikoa,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.5
2016,Farmazeutikoa,,,Araba / Álava,10.000 biztanleko,15.6
2023,Farmazeutikoa,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.8
2012,Farmazeutikoa,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,14.0
2010,Farmazeutikoa,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.4
2018,Farmazeutikoa,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.8
2019,Farmazeutikoa,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.8
2012,Farmazeutikoa,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.5
2015,Farmazeutikoa,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.6
2024,Farmazeutikoa,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.9
2022,Farmazeutikoa,,,Araba / Álava,10.000 biztanleko,17.2
2023,Farmazeutikoa,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,16.1
2019,Farmazeutikoa,,,Araba / Álava,10.000 biztanleko,16.1
2014,Farmazeutikoa,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,14.5
2010,Farmazeutikoa,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,13.1
2017,Farmazeutikoa,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,14.9
2011,Farmazeutikoa,,,Araba / Álava,10.000 biztanleko,13.9
2014,Farmazeutikoa,,,Araba / Álava,10.000 biztanleko,14.9
2021,Farmazeutikoa,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.8
2017,Farmazeutikoa,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.8
2010,Farmazeutikoa,,,Araba / Álava,10.000 biztanleko,13.7
2013,Farmazeutikoa,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.5
2017,Farmazeutikoa,,,Araba / Álava,10.000 biztanleko,15.7
2022,Farmazeutikoa,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,16.5
2021,Farmazeutikoa,,,Araba / Álava,10.000 biztanleko,16.5
2024,Farmazeutikoa,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,16.3
2018,Farmazeutikoa,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,15.1
2016,Farmazeutikoa,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,14.9
2020,Farmazeutikoa,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.8
2011,Farmazeutikoa,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,13.4
2020,Farmazeutikoa,,,Araba / Álava,10.000 biztanleko,16.5
2013,Farmazeutikoa,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,14.2
2012,Farmazeutikoa,,,Araba / Álava,10.000 biztanleko,14.5
2020,Farmazeutikoa,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,15.8
2024,Farmazeutikoa,,,Araba / Álava,10.000 biztanleko,17.2
2021,Farmazeutikoa,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,15.7
2024,Farmazeutikoa,Erretiratuak,,Bizkaia,10.000 biztanleko,1.2
2014,Farmazeutikoa,,,Bizkaia,10.000 biztanleko,14.8
2013,Farmazeutikoa,,,Bizkaia,10.000 biztanleko,14.6
2015,Farmazeutikoa,Erretiratuak,,Bizkaia,10.000 biztanleko,0.8
2013,Farmazeutikoa,Erretiratuak,,Bizkaia,10.000 biztanleko,0.9
2011,Farmazeutikoa,Erretiratuak,,Bizkaia,10.000 biztanleko,0.9
2014,Farmazeutikoa,Erretiratuak,,Bizkaia,10.000 biztanleko,0.9
2016,Farmazeutikoa,Erretiratuak,,Bizkaia,10.000 biztanleko,0.9
2020,Farmazeutikoa,Erretiratuak,,Bizkaia,10.000 biztanleko,1.0
2022,Farmazeutikoa,Erretiratuak,,Bizkaia,10.000 biztanleko,1.0
2010,Farmazeutikoa,Erretiratuak,,Bizkaia,10.000 biztanleko,0.8
2012,Farmazeutikoa,,,Bizkaia,10.000 biztanleko,14.3
2024,Farmazeutikoa,Ez erretiratuak,,Bizkaia,10.000 biztanleko,15.2
2023,Farmazeutikoa,,,Bizkaia,10.000 biztanleko,16.4
2015,Farmazeutikoa,,,Bizkaia,10.000 biztanleko,15.2
2019,Farmazeutikoa,,,Bizkaia,10.000 biztanleko,15.9
2017,Farmazeutikoa,,,Bizkaia,10.000 biztanleko,15.8
2024,Farmazeutikoa,,,Bizkaia,10.000 biztanleko,16.4
2023,Farmazeutikoa,Ez erretiratuak,,Bizkaia,10.000 biztanleko,15.3
2021,Farmazeutikoa,Ez erretiratuak,,Bizkaia,10.000 biztanleko,15.0
2018,Farmazeutikoa,,,Bizkaia,10.000 biztanleko,16.0
2020,Farmazeutikoa,,,Bizkaia,10.000 biztanleko,16.2
2019,Farmazeutikoa,Ez erretiratuak,,Bizkaia,10.000 biztanleko,14.6
2020,Farmazeutikoa,Ez erretiratuak,,Bizkaia,10.000 biztanleko,14.8
2022,Farmazeutikoa,Ez erretiratuak,,Bizkaia,10.000 biztanleko,15.5
2015,Farmazeutikoa,Ez erretiratuak,,Bizkaia,10.000 biztanleko,13.9
2021,Farmazeutikoa,,,Bizkaia,10.000 biztanleko,16.5
2010,Farmazeutikoa,,,Bizkaia,10.000 biztanleko,14.0
2013,Farmazeutikoa,Ez erretiratuak,,Bizkaia,10.000 biztanleko,13.3
2017,Farmazeutikoa,Ez erretiratuak,,Bizkaia,10.000 biztanleko,14.4
2012,Farmazeutikoa,Ez erretiratuak,,Bizkaia,10.000 biztanleko,13.0
2012,Farmazeutikoa,Erretiratuak,,Bizkaia,10.000 biztanleko,0.9
2014,Farmazeutikoa,Ez erretiratuak,,Bizkaia,10.000 biztanleko,13.5
2018,Farmazeutikoa,Erretiratuak,,Bizkaia,10.000 biztanleko,1.0
2017,Farmazeutikoa,Erretiratuak,,Bizkaia,10.000 biztanleko,0.9
2021,Farmazeutikoa,Erretiratuak,,Bizkaia,10.000 biztanleko,1.1
2023,Farmazeutikoa,Erretiratuak,,Bizkaia,10.000 biztanleko,1.2
2019,Farmazeutikoa,Erretiratuak,,Bizkaia,10.000 biztanleko,0.9
2016,Farmazeutikoa,Ez erretiratuak,,Bizkaia,10.000 biztanleko,14.3
2016,Farmazeutikoa,,,Bizkaia,10.000 biztanleko,15.6
2010,Farmazeutikoa,Ez erretiratuak,,Bizkaia,10.000 biztanleko,12.8
2011,Farmazeutikoa,,,Bizkaia,10.000 biztanleko,14.1
2018,Farmazeutikoa,Ez erretiratuak,,Bizkaia,10.000 biztanleko,14.6
2022,Farmazeutikoa,,,Bizkaia,10.000 biztanleko,16.5
2011,Farmazeutikoa,Ez erretiratuak,,Bizkaia,10.000 biztanleko,12.9
2020,Farmazeutikoa,,,Gipuzkoa,10.000 biztanleko,16.3
2012,Farmazeutikoa,,,Gipuzkoa,10.000 biztanleko,13.6
2022,Farmazeutikoa,Erretiratuak,,Gipuzkoa,10.000 biztanleko,2.1
2018,Farmazeutikoa,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,14.1
2014,Farmazeutikoa,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,13.4
2010,Farmazeutikoa,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,12.0
2020,Farmazeutikoa,Erretiratuak,,Gipuzkoa,10.000 biztanleko,1.9
2024,Farmazeutikoa,Erretiratuak,,Gipuzkoa,10.000 biztanleko,2.5
2016,Farmazeutikoa,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,13.6
2023,Farmazeutikoa,Erretiratuak,,Gipuzkoa,10.000 biztanleko,2.2
2014,Farmazeutikoa,Erretiratuak,,Gipuzkoa,10.000 biztanleko,1.0
2017,Farmazeutikoa,Erretiratuak,,Gipuzkoa,10.000 biztanleko,1.3
2017,Farmazeutikoa,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,13.9
2010,Farmazeutikoa,Erretiratuak,,Gipuzkoa,10.000 biztanleko,0.9
2016,Farmazeutikoa,,,Gipuzkoa,10.000 biztanleko,14.8
2012,Farmazeutikoa,Erretiratuak,,Gipuzkoa,10.000 biztanleko,0.9
2013,Farmazeutikoa,Erretiratuak,,Gipuzkoa,10.000 biztanleko,0.9
2012,Farmazeutikoa,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,12.8
2019,Farmazeutikoa,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,14.1
2015,Farmazeutikoa,,,Gipuzkoa,10.000 biztanleko,14.5
2023,Farmazeutikoa,,,Gipuzkoa,10.000 biztanleko,16.7
2017,Farmazeutikoa,,,Gipuzkoa,10.000 biztanleko,15.2
2014,Farmazeutikoa,,,Gipuzkoa,10.000 biztanleko,14.5
2022,Farmazeutikoa,,,Gipuzkoa,10.000 biztanleko,16.8
2013,Farmazeutikoa,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,13.0
2013,Farmazeutikoa,,,Gipuzkoa,10.000 biztanleko,14.0
2021,Farmazeutikoa,,,Gipuzkoa,10.000 biztanleko,16.4
2018,Farmazeutikoa,,,Gipuzkoa,10.000 biztanleko,15.7
2019,Farmazeutikoa,,,Gipuzkoa,10.000 biztanleko,15.8
2011,Farmazeutikoa,,,Gipuzkoa,10.000 biztanleko,13.2
2010,Farmazeutikoa,,,Gipuzkoa,10.000 biztanleko,12.9
2024,Farmazeutikoa,,,Gipuzkoa,10.000 biztanleko,16.8
2022,Farmazeutikoa,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,14.6
2024,Farmazeutikoa,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,14.3
2018,Farmazeutikoa,Erretiratuak,,Gipuzkoa,10.000 biztanleko,1.5
2011,Farmazeutikoa,Erretiratuak,,Gipuzkoa,10.000 biztanleko,0.9
2015,Farmazeutikoa,Erretiratuak,,Gipuzkoa,10.000 biztanleko,1.1
2016,Farmazeutikoa,Erretiratuak,,Gipuzkoa,10.000 biztanleko,1.2
2020,Farmazeutikoa,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,14.5
2019,Farmazeutikoa,Erretiratuak,,Gipuzkoa,10.000 biztanleko,1.7
2021,Farmazeutikoa,Erretiratuak,,Gipuzkoa,10.000 biztanleko,1.9
2021,Farmazeutikoa,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,14.5
2023,Farmazeutikoa,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,14.5
2011,Farmazeutikoa,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,12.3
2015,Farmazeutikoa,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,13.3
2013,Farmazeutikoa,,Emakumea,,10.000 biztanleko,22.4
2014,Farmazeutikoa,,Emakumea,,10.000 biztanleko,22.9
2017,Farmazeutikoa,,Emakumea,,10.000 biztanleko,24.3
2015,Farmazeutikoa,,Emakumea,,10.000 biztanleko,23.3
2011,Farmazeutikoa,,Emakumea,,10.000 biztanleko,21.6
2021,Farmazeutikoa,Erretiratuak,Emakumea,,10.000 biztanleko,1.8
2023,Farmazeutikoa,,Emakumea,,10.000 biztanleko,25.9
2022,Farmazeutikoa,,Emakumea,,10.000 biztanleko,26.2
2011,Farmazeutikoa,Erretiratuak,Emakumea,,10.000 biztanleko,0.9
2023,Farmazeutikoa,Ez erretiratuak,Emakumea,,10.000 biztanleko,23.9
2014,Farmazeutikoa,Ez erretiratuak,Emakumea,,10.000 biztanleko,21.5
2024,Farmazeutikoa,,Emakumea,,10.000 biztanleko,26.0
2017,Farmazeutikoa,Erretiratuak,Emakumea,,10.000 biztanleko,1.4
2018,Farmazeutikoa,,Emakumea,,10.000 biztanleko,24.7
2010,Farmazeutikoa,Erretiratuak,Emakumea,,10.000 biztanleko,0.8
2016,Farmazeutikoa,,Emakumea,,10.000 biztanleko,23.9
2012,Farmazeutikoa,Erretiratuak,Emakumea,,10.000 biztanleko,0.9
2020,Farmazeutikoa,,Emakumea,,10.000 biztanleko,25.3
2018,Farmazeutikoa,Erretiratuak,Emakumea,,10.000 biztanleko,1.5
2019,Farmazeutikoa,,Emakumea,,10.000 biztanleko,24.8
2024,Farmazeutikoa,Erretiratuak,Emakumea,,10.000 biztanleko,2.2
2010,Farmazeutikoa,,Emakumea,,10.000 biztanleko,21.2
2016,Farmazeutikoa,Ez erretiratuak,Emakumea,,10.000 biztanleko,22.3
2021,Farmazeutikoa,Ez erretiratuak,Emakumea,,10.000 biztanleko,23.6
2018,Farmazeutikoa,Ez erretiratuak,Emakumea,,10.000 biztanleko,22.8
2013,Farmazeutikoa,Ez erretiratuak,Emakumea,,10.000 biztanleko,21.1
2012,Farmazeutikoa,,Emakumea,,10.000 biztanleko,21.9
2014,Farmazeutikoa,Erretiratuak,Emakumea,,10.000 biztanleko,1.0
2016,Farmazeutikoa,Erretiratuak,Emakumea,,10.000 biztanleko,1.2
2015,Farmazeutikoa,Erretiratuak,Emakumea,,10.000 biztanleko,1.1
2021,Farmazeutikoa,,Emakumea,,10.000 biztanleko,25.8
2024,Farmazeutikoa,Ez erretiratuak,Emakumea,,10.000 biztanleko,23.8
2023,Farmazeutikoa,Erretiratuak,Emakumea,,10.000 biztanleko,2.0
