Year,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2018,,,Zegama,%,Zegama,1.9
2015,,,Zegama,%,Zegama,2.9
2017,,,Zegama,%,Zegama,2.8
2019,,,Zegama,%,Zegama,2.7
2021,,,Zegama,%,Zegama,3.2
2014,,,Zegama,%,Zegama,2.5
2021,,,Zerain,%,Zerain,6.9
2019,,,Zerain,%,Zerain,6.5
2017,,,Zerain,%,Zerain,7.3
2015,,,Zerain,%,Zerain,8.2
2014,,,Zerain,%,Zerain,9.0
2016,,,Zerain,%,Zerain,7.0
2018,,,Zerain,%,Zerain,6.5
2020,,,Zerain,%,Zerain,6.2
2022,,,Zerain,%,Zerain,8.9
2018,,,Zestoa,%,Zestoa,1.3
2020,,,Zestoa,%,Zestoa,1.3
2016,,,Zestoa,%,Zestoa,1.4
2014,,,Zestoa,%,Zestoa,1.4
2022,,,Zestoa,%,Zestoa,1.6
2015,,,Zestoa,%,Zestoa,1.3
2017,,,Zestoa,%,Zestoa,1.6
2019,,,Zestoa,%,Zestoa,1.6
2021,,,Zestoa,%,Zestoa,1.6
2020,,,Zierbena,%,Zierbena,0.8
2018,,,Zierbena,%,Zierbena,0.4
2016,,,Zierbena,%,Zierbena,0.7
2014,,,Zierbena,%,Zierbena,0.6
2022,,,Zierbena,%,Zierbena,0.2
2021,,,Zierbena,%,Zierbena,0.8
2017,,,Zierbena,%,Zierbena,0.6
2015,,,Zierbena,%,Zierbena,0.6
2019,,,Zierbena,%,Zierbena,0.8
2015,,,Zigoitia,%,Zigoitia,2.1
2016,,,Zigoitia,%,Zigoitia,2.3
2019,,,Zigoitia,%,Zigoitia,2.2
2014,,,Zigoitia,%,Zigoitia,3.5
2017,,,Zigoitia,%,Zigoitia,2.6
2018,,,Zigoitia,%,Zigoitia,2.7
2020,,,Zigoitia,%,Zigoitia,2.5
2021,,,Zigoitia,%,Zigoitia,2.7
2022,,,Zigoitia,%,Zigoitia,2.4
2020,,,Ziortza-Bolibar,%,Ziortza-Bolibar,11.3
2015,,,Ziortza-Bolibar,%,Ziortza-Bolibar,6.6
2014,,,Ziortza-Bolibar,%,Ziortza-Bolibar,5.0
2016,,,Ziortza-Bolibar,%,Ziortza-Bolibar,6.9
2018,,,Ziortza-Bolibar,%,Ziortza-Bolibar,7.5
2022,,,Ziortza-Bolibar,%,Ziortza-Bolibar,16.7
2021,,,Ziortza-Bolibar,%,Ziortza-Bolibar,12.7
2017,,,Ziortza-Bolibar,%,Ziortza-Bolibar,7.0
2019,,,Ziortza-Bolibar,%,Ziortza-Bolibar,9.0
2019,,,Zizurkil,%,Zizurkil,0.9
2017,,,Zizurkil,%,Zizurkil,0.9
2015,,,Zizurkil,%,Zizurkil,1.0
2021,,,Zizurkil,%,Zizurkil,0.8
2014,,,Zizurkil,%,Zizurkil,0.9
2016,,,Zizurkil,%,Zizurkil,0.9
2018,,,Zizurkil,%,Zizurkil,0.8
2020,,,Zizurkil,%,Zizurkil,0.9
2022,,,Zizurkil,%,Zizurkil,1.0
2020,,,Zuia,%,Zuia,2.6
2016,,,Zuia,%,Zuia,3.1
2022,,,Zuia,%,Zuia,4.7
2014,,,Zuia,%,Zuia,4.5
2018,,,Zuia,%,Zuia,3.7
2015,,,Zuia,%,Zuia,3.1
2017,,,Zuia,%,Zuia,3.2
2019,,,Zuia,%,Zuia,2.5
2021,,,Zuia,%,Zuia,2.6
2015,,,Zumaia,%,Zumaia,0.3
2019,,,Zumaia,%,Zumaia,0.3
2018,,,Zumaia,%,Zumaia,0.3
2014,,,Zumaia,%,Zumaia,0.2
2022,,,Zumaia,%,Zumaia,0.3
2016,,,Zumaia,%,Zumaia,0.3
2017,,,Zumaia,%,Zumaia,0.4
2021,,,Zumaia,%,Zumaia,0.4
2020,,,Zumaia,%,Zumaia,0.3
2019,,,Zumarraga,%,Zumarraga,0.3
2016,,,Zumarraga,%,Zumarraga,0.3
2020,,,Zumarraga,%,Zumarraga,0.3
2015,,,Zumarraga,%,Zumarraga,0.2
2014,,,Zumarraga,%,Zumarraga,0.2
2018,,,Zumarraga,%,Zumarraga,0.2
2017,,,Zumarraga,%,Zumarraga,0.4
2022,,,Zumarraga,%,Zumarraga,0.4
2021,,,Zumarraga,%,Zumarraga,0.3
2015,,Añana (eskualdea),,%,Añana (eskualdea),6.3
2017,,Añana (eskualdea),,%,Añana (eskualdea),5.8
2014,,Añana (eskualdea),,%,Añana (eskualdea),6.8
2020,,Añana (eskualdea),,%,Añana (eskualdea),5.4
2018,,Añana (eskualdea),,%,Añana (eskualdea),6.0
2016,,Añana (eskualdea),,%,Añana (eskualdea),6.1
2022,,Añana (eskualdea),,%,Añana (eskualdea),5.6
2021,,Añana (eskualdea),,%,Añana (eskualdea),6.2
2019,,Añana (eskualdea),,%,Añana (eskualdea),5.6
2018,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,12.8
2020,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,9.7
2016,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,10.9
2021,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,10.3
2019,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,11.0
2015,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,9.9
2017,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,10.9
2014,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,7.6
2022,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,7.3
2016,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,1.1
2019,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,0.8
2021,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,1.2
2017,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,1.1
2014,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,1.4
2015,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,1.1
2018,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,1.0
2022,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,1.6
2020,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,0.8
2014,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,0.5
2017,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,0.4
2016,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,0.5
2015,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,0.5
2021,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,0.4
2018,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,0.4
2020,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,0.4
2022,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,0.3
2019,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,0.4
2022,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,10.8
2020,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,8.9
2015,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,11.1
2018,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,11.2
2016,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,11.5
2014,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,10.7
2021,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,11.4
2017,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,10.9
2019,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,10.2
2021,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,2.8
2017,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,2.0
2016,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,2.2
2019,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,2.1
2020,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,2.2
2022,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,3.5
2015,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,1.9
2018,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,1.8
2014,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,1.8
2018,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,1.4
2019,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,1.4
2014,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,1.1
2022,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,1.0
2020,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,1.1
2015,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,1.2
2017,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,1.4
2021,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,1.2
2016,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,1.1
2015,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,0.1
2022,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,0.1
2021,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,0.1
2014,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,0.1
2016,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,0.1
2019,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,0.1
2020,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,0.1
2018,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,0.1
2017,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,0.1
2014,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,0.4
2016,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,0.4
2021,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,0.6
2022,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,0.7
2017,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,0.5
2019,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,0.5
2020,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,0.5
2018,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,0.4
2015,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,0.4
2018,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,0.4
2022,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,0.7
2020,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,0.4
2014,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,0.4
2017,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,0.6
2019,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,0.5
2016,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,0.5
2021,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,0.5
2015,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,0.4
2022,,Donostialdea,,%,Donostialdea,0.2
2021,,Donostialdea,,%,Donostialdea,0.2
2019,,Donostialdea,,%,Donostialdea,0.2
2015,,Donostialdea,,%,Donostialdea,0.2
2020,,Donostialdea,,%,Donostialdea,0.2
2016,,Donostialdea,,%,Donostialdea,0.2
2017,,Donostialdea,,%,Donostialdea,0.2
2018,,Donostialdea,,%,Donostialdea,0.2
2014,,Donostialdea,,%,Donostialdea,0.2
2014,,Durangaldea / Duranguesado,,%,Durangaldea / Duranguesado,0.3
2015,,Durangaldea / Duranguesado,,%,Durangaldea / Duranguesado,0.3
2021,,Durangaldea / Duranguesado,,%,Durangaldea / Duranguesado,0.4
2016,,Durangaldea / Duranguesado,,%,Durangaldea / Duranguesado,0.4
2019,,Durangaldea / Duranguesado,,%,Durangaldea / Duranguesado,0.4
2020,,Durangaldea / Duranguesado,,%,Durangaldea / Duranguesado,0.4
2018,,Durangaldea / Duranguesado,,%,Durangaldea / Duranguesado,0.3
2022,,Durangaldea / Duranguesado,,%,Durangaldea / Duranguesado,0.5
2017,,Durangaldea / Duranguesado,,%,Durangaldea / Duranguesado,0.3
2021,,Enkartazioak / Encartaciones,,%,Enkartazioak / Encartaciones,3.9
2017,,Enkartazioak / Encartaciones,,%,Enkartazioak / Encartaciones,3.2
2019,,Enkartazioak / Encartaciones,,%,Enkartazioak / Encartaciones,2.8
2020,,Enkartazioak / Encartaciones,,%,Enkartazioak / Encartaciones,3.1
2018,,Enkartazioak / Encartaciones,,%,Enkartazioak / Encartaciones,2.9
2014,,Enkartazioak / Encartaciones,,%,Enkartazioak / Encartaciones,3.6
2022,,Enkartazioak / Encartaciones,,%,Enkartazioak / Encartaciones,5.2
2015,,Enkartazioak / Encartaciones,,%,Enkartazioak / Encartaciones,3.0
2016,,Enkartazioak / Encartaciones,,%,Enkartazioak / Encartaciones,3.2
2017,,Gernika-Bermeo,,%,Gernika-Bermeo,14.4
2018,,Gernika-Bermeo,,%,Gernika-Bermeo,12.8
2015,,Gernika-Bermeo,,%,Gernika-Bermeo,6.4
2022,,Gernika-Bermeo,,%,Gernika-Bermeo,15.3
2019,,Gernika-Bermeo,,%,Gernika-Bermeo,13.9
2014,,Gernika-Bermeo,,%,Gernika-Bermeo,7.6
2016,,Gernika-Bermeo,,%,Gernika-Bermeo,6.8
2020,,Gernika-Bermeo,,%,Gernika-Bermeo,12.7
2021,,Gernika-Bermeo,,%,Gernika-Bermeo,11.5
2017,,Goierri,,%,Goierri,0.6
2020,,Goierri,,%,Goierri,0.5
2019,,Goierri,,%,Goierri,0.5
2018,,Goierri,,%,Goierri,0.4
2014,,Goierri,,%,Goierri,0.5
2022,,Goierri,,%,Goierri,0.7
2021,,Goierri,,%,Goierri,0.5
2015,,Goierri,,%,Goierri,0.6
2016,,Goierri,,%,Goierri,0.5
2022,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,2.6
2018,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,2.1
2020,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,1.7
2015,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,2.6
2017,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,2.2
2016,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,2.3
2014,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,3.5
2021,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,1.6
2019,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,1.6
2015,,Markina-Ondarroa,,%,Markina-Ondarroa,6.3
2014,,Markina-Ondarroa,,%,Markina-Ondarroa,5.4
2020,,Markina-Ondarroa,,%,Markina-Ondarroa,5.3
2021,,Markina-Ondarroa,,%,Markina-Ondarroa,5.0
2019,,Markina-Ondarroa,,%,Markina-Ondarroa,6.5
2017,,Markina-Ondarroa,,%,Markina-Ondarroa,6.2
2018,,Markina-Ondarroa,,%,Markina-Ondarroa,5.7
2022,,Markina-Ondarroa,,%,Markina-Ondarroa,4.6
2016,,Markina-Ondarroa,,%,Markina-Ondarroa,6.6
2021,,Plentzia-Mungia,,%,Plentzia-Mungia,1.0
2015,,Plentzia-Mungia,,%,Plentzia-Mungia,1.4
2019,,Plentzia-Mungia,,%,Plentzia-Mungia,0.9
2018,,Plentzia-Mungia,,%,Plentzia-Mungia,0.9
2020,,Plentzia-Mungia,,%,Plentzia-Mungia,1.0
2016,,Plentzia-Mungia,,%,Plentzia-Mungia,1.2
2017,,Plentzia-Mungia,,%,Plentzia-Mungia,1.1
2022,,Plentzia-Mungia,,%,Plentzia-Mungia,1.0
2014,,Plentzia-Mungia,,%,Plentzia-Mungia,1.4
2022,,Tolosaldea,,%,Tolosaldea,0.9
2015,,Tolosaldea,,%,Tolosaldea,1.0
2019,,Tolosaldea,,%,Tolosaldea,0.9
2016,,Tolosaldea,,%,Tolosaldea,0.9
2020,,Tolosaldea,,%,Tolosaldea,0.8
2021,,Tolosaldea,,%,Tolosaldea,0.8
2017,,Tolosaldea,,%,Tolosaldea,0.9
2018,,Tolosaldea,,%,Tolosaldea,0.7
2014,,Tolosaldea,,%,Tolosaldea,0.9
2017,,Urola Kosta,,%,Urola Kosta,2.3
2021,,Urola Kosta,,%,Urola Kosta,2.0
2019,,Urola Kosta,,%,Urola Kosta,2.1
2016,,Urola Kosta,,%,Urola Kosta,1.8
2022,,Urola Kosta,,%,Urola Kosta,2.0
2020,,Urola Kosta,,%,Urola Kosta,1.7
2014,,Urola Kosta,,%,Urola Kosta,1.7
2015,,Urola Kosta,,%,Urola Kosta,1.8
2018,,Urola Kosta,,%,Urola Kosta,2.0
2022,Araba / Álava,,,%,Araba / Álava,1.1
2021,Araba / Álava,,,%,Araba / Álava,1.3
2020,Araba / Álava,,,%,Araba / Álava,1.2
2019,Araba / Álava,,,%,Araba / Álava,1.3
2024,Araba / Álava,,,%,Araba / Álava,0.9
2017,Araba / Álava,,,%,Araba / Álava,1.4
2011,Araba / Álava,,,%,Araba / Álava,1.0
2018,Araba / Álava,,,%,Araba / Álava,1.5
2014,Araba / Álava,,,%,Araba / Álava,1.4
2015,Araba / Álava,,,%,Araba / Álava,1.4
2013,Araba / Álava,,,%,Araba / Álava,1.0
2012,Araba / Álava,,,%,Araba / Álava,1.0
2016,Araba / Álava,,,%,Araba / Álava,1.5
2010,Araba / Álava,,,%,Araba / Álava,1.1
2023,Araba / Álava,,,%,Araba / Álava,1.1
2024,Bizkaia,,,%,Bizkaia,0.9
2020,Bizkaia,,,%,Bizkaia,0.7
2018,Bizkaia,,,%,Bizkaia,0.7
2013,Bizkaia,,,%,Bizkaia,1.0
2023,Bizkaia,,,%,Bizkaia,1.0
2016,Bizkaia,,,%,Bizkaia,0.6
2010,Bizkaia,,,%,Bizkaia,0.6
2014,Bizkaia,,,%,Bizkaia,0.6
2022,Bizkaia,,,%,Bizkaia,0.9
2012,Bizkaia,,,%,Bizkaia,0.8
2021,Bizkaia,,,%,Bizkaia,0.7
2011,Bizkaia,,,%,Bizkaia,0.7
2017,Bizkaia,,,%,Bizkaia,0.9
2015,Bizkaia,,,%,Bizkaia,0.6
2019,Bizkaia,,,%,Bizkaia,0.8
2019,Gipuzkoa,,,%,Gipuzkoa,0.6
2018,Gipuzkoa,,,%,Gipuzkoa,0.6
2016,Gipuzkoa,,,%,Gipuzkoa,0.5
2014,Gipuzkoa,,,%,Gipuzkoa,0.5
2021,Gipuzkoa,,,%,Gipuzkoa,0.6
2010,Gipuzkoa,,,%,Gipuzkoa,0.5
2011,Gipuzkoa,,,%,Gipuzkoa,0.5
2023,Gipuzkoa,,,%,Gipuzkoa,0.6
2012,Gipuzkoa,,,%,Gipuzkoa,0.6
2022,Gipuzkoa,,,%,Gipuzkoa,0.6
2017,Gipuzkoa,,,%,Gipuzkoa,0.6
2020,Gipuzkoa,,,%,Gipuzkoa,0.5
2015,Gipuzkoa,,,%,Gipuzkoa,0.6
2024,Gipuzkoa,,,%,Gipuzkoa,0.6
2013,Gipuzkoa,,,%,Gipuzkoa,0.5
