Year,Sexua,Adina,Egoitza,Desgaitasunik ez duten pertsonak,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2010,,16 urte eta gehiago,,,,Markina-Ondarroa,,%,Markina-Ondarroa,10.5
2021,,16 urte eta gehiago,,,,Markina-Ondarroa,,%,Markina-Ondarroa,11.1
2016,,16 urte eta gehiago,,,,Markina-Ondarroa,,%,Markina-Ondarroa,14.1
2020,,16 urte eta gehiago,,,,Markina-Ondarroa,,%,Markina-Ondarroa,9.9
2019,,16 urte eta gehiago,,,,Plentzia-Mungia,,%,Plentzia-Mungia,9.5
2021,,16 urte eta gehiago,,,,Plentzia-Mungia,,%,Plentzia-Mungia,10.3
2018,,16 urte eta gehiago,,,,Plentzia-Mungia,,%,Plentzia-Mungia,10.3
2015,,16 urte eta gehiago,,,,Plentzia-Mungia,,%,Plentzia-Mungia,14.6
2010,,16 urte eta gehiago,,,,Plentzia-Mungia,,%,Plentzia-Mungia,9.1
2016,,16 urte eta gehiago,,,,Plentzia-Mungia,,%,Plentzia-Mungia,13.6
2020,,16 urte eta gehiago,,,,Plentzia-Mungia,,%,Plentzia-Mungia,8.9
2021,,16 urte eta gehiago,,,,Tolosaldea,,%,Tolosaldea,8.5
2018,,16 urte eta gehiago,,,,Tolosaldea,,%,Tolosaldea,9.6
2019,,16 urte eta gehiago,,,,Tolosaldea,,%,Tolosaldea,8.1
2015,,16 urte eta gehiago,,,,Tolosaldea,,%,Tolosaldea,13.3
2016,,16 urte eta gehiago,,,,Tolosaldea,,%,Tolosaldea,12.4
2020,,16 urte eta gehiago,,,,Tolosaldea,,%,Tolosaldea,7.5
2010,,16 urte eta gehiago,,,,Tolosaldea,,%,Tolosaldea,8.0
2016,,16 urte eta gehiago,,,,Urola Kosta,,%,Urola Kosta,13.3
2020,,16 urte eta gehiago,,,,Urola Kosta,,%,Urola Kosta,8.0
2021,,16 urte eta gehiago,,,,Urola Kosta,,%,Urola Kosta,8.8
2015,,16 urte eta gehiago,,,,Urola Kosta,,%,Urola Kosta,14.5
2010,,16 urte eta gehiago,,,,Urola Kosta,,%,Urola Kosta,8.8
2018,,16 urte eta gehiago,,,,Urola Kosta,,%,Urola Kosta,9.2
2019,,16 urte eta gehiago,,,,Urola Kosta,,%,Urola Kosta,8.3
2021,,16 urte eta gehiago,,,Araba / Álava,,,%,Araba / Álava,10.6
2017,,16 urte eta gehiago,,,Araba / Álava,,,%,Araba / Álava,11.9
2013,,16 urte eta gehiago,,,Araba / Álava,,,%,Araba / Álava,15.1
2011,,16 urte eta gehiago,,,Araba / Álava,,,%,Araba / Álava,7.8
2010,,16 urte eta gehiago,,,Araba / Álava,,,%,Araba / Álava,10.0
2016,,16 urte eta gehiago,,,Araba / Álava,,,%,Araba / Álava,14.1
2019,,16 urte eta gehiago,,,Araba / Álava,,,%,Araba / Álava,10.8
2022,,16 urte eta gehiago,,,Araba / Álava,,,%,Araba / Álava,9.5
2014,,16 urte eta gehiago,,,Araba / Álava,,,%,Araba / Álava,17.1
2012,,16 urte eta gehiago,,,Araba / Álava,,,%,Araba / Álava,9.4
2015,,16 urte eta gehiago,,,Araba / Álava,,,%,Araba / Álava,16.3
2023,,16 urte eta gehiago,,,Araba / Álava,,,%,Araba / Álava,7.9
2018,,16 urte eta gehiago,,,Araba / Álava,,,%,Araba / Álava,11.2
2020,,16 urte eta gehiago,,,Araba / Álava,,,%,Araba / Álava,11.1
2011,,16 urte eta gehiago,,,Bizkaia,,,%,Bizkaia,13.2
2017,,16 urte eta gehiago,,,Bizkaia,,,%,Bizkaia,12.9
2012,,16 urte eta gehiago,,,Bizkaia,,,%,Bizkaia,14.2
2021,,16 urte eta gehiago,,,Bizkaia,,,%,Bizkaia,11.2
2020,,16 urte eta gehiago,,,Bizkaia,,,%,Bizkaia,11.9
2018,,16 urte eta gehiago,,,Bizkaia,,,%,Bizkaia,11.9
2010,,16 urte eta gehiago,,,Bizkaia,,,%,Bizkaia,10.0
2013,,16 urte eta gehiago,,,Bizkaia,,,%,Bizkaia,16.7
2014,,16 urte eta gehiago,,,Bizkaia,,,%,Bizkaia,17.2
2022,,16 urte eta gehiago,,,Bizkaia,,,%,Bizkaia,9.3
2015,,16 urte eta gehiago,,,Bizkaia,,,%,Bizkaia,17.0
2019,,16 urte eta gehiago,,,Bizkaia,,,%,Bizkaia,11.1
2023,,16 urte eta gehiago,,,Bizkaia,,,%,Bizkaia,8.7
2016,,16 urte eta gehiago,,,Bizkaia,,,%,Bizkaia,15.3
2013,,16 urte eta gehiago,,,Gipuzkoa,,,%,Gipuzkoa,12.5
2015,,16 urte eta gehiago,,,Gipuzkoa,,,%,Gipuzkoa,13.3
2010,,16 urte eta gehiago,,,Gipuzkoa,,,%,Gipuzkoa,7.4
2018,,16 urte eta gehiago,,,Gipuzkoa,,,%,Gipuzkoa,8.1
2012,,16 urte eta gehiago,,,Gipuzkoa,,,%,Gipuzkoa,8.9
2017,,16 urte eta gehiago,,,Gipuzkoa,,,%,Gipuzkoa,9.3
2014,,16 urte eta gehiago,,,Gipuzkoa,,,%,Gipuzkoa,13.9
2019,,16 urte eta gehiago,,,Gipuzkoa,,,%,Gipuzkoa,7.4
2021,,16 urte eta gehiago,,,Gipuzkoa,,,%,Gipuzkoa,8.0
2022,,16 urte eta gehiago,,,Gipuzkoa,,,%,Gipuzkoa,7.0
2011,,16 urte eta gehiago,,,Gipuzkoa,,,%,Gipuzkoa,8.2
2016,,16 urte eta gehiago,,,Gipuzkoa,,,%,Gipuzkoa,11.3
2023,,16 urte eta gehiago,,,Gipuzkoa,,,%,Gipuzkoa,6.4
2020,,16 urte eta gehiago,,,Gipuzkoa,,,%,Gipuzkoa,8.2
2015,,16 urte eta gehiago,Atzerritarra,,,,,%,,42.1
2023,,16 urte eta gehiago,Atzerritarra,,,,,%,,20.6
2017,,16 urte eta gehiago,Atzerritarra,,,,,%,,30.9
2022,,16 urte eta gehiago,Atzerritarra,,,,,%,,20.8
2016,,16 urte eta gehiago,Atzerritarra,,,,,%,,35.9
2020,,16 urte eta gehiago,Atzerritarra,,,,,%,,29.2
2021,,16 urte eta gehiago,Atzerritarra,,,,,%,,26.1
2018,,16 urte eta gehiago,Atzerritarra,,,,,%,,27.7
2019,,16 urte eta gehiago,Atzerritarra,,,,,%,,24.8
2023,,16-29 urte,,,,,,%,,12.8
2017,,16-29 urte,,,,,,%,,17.0
2021,,16-29 urte,,,,,,%,,17.4
2020,,16-29 urte,,,,,,%,,21.8
2012,,16-29 urte,,,,,,%,,23.0
2019,,16-29 urte,,,,,,%,,18.1
2018,,16-29 urte,,,,,,%,,15.6
2011,,16-29 urte,,,,,,%,,19.1
2013,,16-29 urte,,,,,,%,,29.0
2014,,16-29 urte,,,,,,%,,29.5
2016,,16-29 urte,,,,,,%,,24.3
2015,,16-29 urte,,,,,,%,,28.4
2022,,16-29 urte,,,,,,%,,15.1
2010,,16-29 urte,,,,,,%,,18.4
2017,,16-64 urte,,Desgaitasunik gabeko pertsona,,,,%,,11.2
2016,,16-64 urte,,Desgaitasunik gabeko pertsona,,,,%,,12.4
2014,,16-64 urte,,Desgaitasunik gabeko pertsona,,,,%,,16.2
2015,,16-64 urte,,Desgaitasunik gabeko pertsona,,,,%,,14.8
2018,,16-64 urte,,Desgaitasunik gabeko pertsona,,,,%,,9.7
2014,,16-64 urte,,Desgaitasuna duen pertsona,,,,%,,21.5
2021,Emakumea,16 urte eta gehiago,,,,,,%,,10.2
2010,Emakumea,16 urte eta gehiago,,,,,,%,,8.6
2014,Emakumea,16 urte eta gehiago,,,,,,%,,15.9
2018,Emakumea,16 urte eta gehiago,,,,,,%,,11.3
2011,Emakumea,16 urte eta gehiago,,,,,,%,,10.3
2013,Emakumea,16 urte eta gehiago,,,,,,%,,14.4
2015,Emakumea,16 urte eta gehiago,,,,,,%,,15.5
2023,Emakumea,16 urte eta gehiago,,,,,,%,,8.0
2020,Emakumea,16 urte eta gehiago,,,,,,%,,10.7
2022,Emakumea,16 urte eta gehiago,,,,,,%,,9.1
2017,Emakumea,16 urte eta gehiago,,,,,,%,,12.3
2019,Emakumea,16 urte eta gehiago,,,,,,%,,10.7
2016,Emakumea,16 urte eta gehiago,,,,,,%,,14.0
2012,Emakumea,16 urte eta gehiago,,,,,,%,,11.4
2021,Emakumea,16 urte eta gehiago,,,,,Abadiño,%,Abadiño,11.9
2018,Emakumea,16 urte eta gehiago,,,,,Abadiño,%,Abadiño,12.2
2020,Emakumea,16 urte eta gehiago,,,,,Abadiño,%,Abadiño,9.7
2019,Emakumea,16 urte eta gehiago,,,,,Abadiño,%,Abadiño,10.2
2016,Emakumea,16 urte eta gehiago,,,,,Abadiño,%,Abadiño,14.6
2010,Emakumea,16 urte eta gehiago,,,,,Abadiño,%,Abadiño,10.0
2015,Emakumea,16 urte eta gehiago,,,,,Abadiño,%,Abadiño,14.4
2020,Emakumea,16 urte eta gehiago,,,,,Abaltzisketa,%,Abaltzisketa,4.2
2015,Emakumea,16 urte eta gehiago,,,,,Abaltzisketa,%,Abaltzisketa,7.8
2021,Emakumea,16 urte eta gehiago,,,,,Abaltzisketa,%,Abaltzisketa,5.6
2018,Emakumea,16 urte eta gehiago,,,,,Abaltzisketa,%,Abaltzisketa,14.1
2016,Emakumea,16 urte eta gehiago,,,,,Abaltzisketa,%,Abaltzisketa,11.5
2019,Emakumea,16 urte eta gehiago,,,,,Abaltzisketa,%,Abaltzisketa,6.0
2010,Emakumea,16 urte eta gehiago,,,,,Abaltzisketa,%,Abaltzisketa,10.9
2018,Emakumea,16 urte eta gehiago,,,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,15.9
2019,Emakumea,16 urte eta gehiago,,,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,14.7
2015,Emakumea,16 urte eta gehiago,,,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,17.7
2020,Emakumea,16 urte eta gehiago,,,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,14.0
2010,Emakumea,16 urte eta gehiago,,,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,8.9
2016,Emakumea,16 urte eta gehiago,,,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,19.2
2021,Emakumea,16 urte eta gehiago,,,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,15.7
2016,Emakumea,16 urte eta gehiago,,,,,Aduna,%,Aduna,11.1
2015,Emakumea,16 urte eta gehiago,,,,,Aduna,%,Aduna,18.2
2020,Emakumea,16 urte eta gehiago,,,,,Aduna,%,Aduna,4.4
2010,Emakumea,16 urte eta gehiago,,,,,Aduna,%,Aduna,6.5
2021,Emakumea,16 urte eta gehiago,,,,,Aduna,%,Aduna,2.6
2019,Emakumea,16 urte eta gehiago,,,,,Aduna,%,Aduna,3.6
2018,Emakumea,16 urte eta gehiago,,,,,Aduna,%,Aduna,5.5
2021,Emakumea,16 urte eta gehiago,,,,,Agurain / Salvatierra,%,Agurain / Salvatierra,18.4
2019,Emakumea,16 urte eta gehiago,,,,,Agurain / Salvatierra,%,Agurain / Salvatierra,17.6
2020,Emakumea,16 urte eta gehiago,,,,,Agurain / Salvatierra,%,Agurain / Salvatierra,18.4
2018,Emakumea,16 urte eta gehiago,,,,,Agurain / Salvatierra,%,Agurain / Salvatierra,17.3
2015,Emakumea,16 urte eta gehiago,,,,,Agurain / Salvatierra,%,Agurain / Salvatierra,18.8
2016,Emakumea,16 urte eta gehiago,,,,,Agurain / Salvatierra,%,Agurain / Salvatierra,19.1
2010,Emakumea,16 urte eta gehiago,,,,,Agurain / Salvatierra,%,Agurain / Salvatierra,10.0
2010,Emakumea,16 urte eta gehiago,,,,,Aia,%,Aia,7.2
2021,Emakumea,16 urte eta gehiago,,,,,Aia,%,Aia,8.5
2018,Emakumea,16 urte eta gehiago,,,,,Aia,%,Aia,9.4
2020,Emakumea,16 urte eta gehiago,,,,,Aia,%,Aia,6.8
2019,Emakumea,16 urte eta gehiago,,,,,Aia,%,Aia,7.0
2015,Emakumea,16 urte eta gehiago,,,,,Aia,%,Aia,10.8
2016,Emakumea,16 urte eta gehiago,,,,,Aia,%,Aia,9.5
2021,Emakumea,16 urte eta gehiago,,,,,Aizarnazabal,%,Aizarnazabal,14.4
2019,Emakumea,16 urte eta gehiago,,,,,Aizarnazabal,%,Aizarnazabal,12.7
2018,Emakumea,16 urte eta gehiago,,,,,Aizarnazabal,%,Aizarnazabal,15.3
2010,Emakumea,16 urte eta gehiago,,,,,Aizarnazabal,%,Aizarnazabal,10.8
2020,Emakumea,16 urte eta gehiago,,,,,Aizarnazabal,%,Aizarnazabal,11.4
2016,Emakumea,16 urte eta gehiago,,,,,Aizarnazabal,%,Aizarnazabal,21.8
2015,Emakumea,16 urte eta gehiago,,,,,Aizarnazabal,%,Aizarnazabal,16.8
2021,Emakumea,16 urte eta gehiago,,,,,Ajangiz,%,Ajangiz,5.0
2019,Emakumea,16 urte eta gehiago,,,,,Ajangiz,%,Ajangiz,3.4
2010,Emakumea,16 urte eta gehiago,,,,,Ajangiz,%,Ajangiz,4.6
2018,Emakumea,16 urte eta gehiago,,,,,Ajangiz,%,Ajangiz,2.6
2016,Emakumea,16 urte eta gehiago,,,,,Ajangiz,%,Ajangiz,4.5
2015,Emakumea,16 urte eta gehiago,,,,,Ajangiz,%,Ajangiz,9.3
2020,Emakumea,16 urte eta gehiago,,,,,Ajangiz,%,Ajangiz,7.0
2010,Emakumea,16 urte eta gehiago,,,,,Albiztur,%,Albiztur,6.2
2021,Emakumea,16 urte eta gehiago,,,,,Albiztur,%,Albiztur,4.5
2018,Emakumea,16 urte eta gehiago,,,,,Albiztur,%,Albiztur,4.5
2016,Emakumea,16 urte eta gehiago,,,,,Albiztur,%,Albiztur,7.4
2020,Emakumea,16 urte eta gehiago,,,,,Albiztur,%,Albiztur,4.3
2019,Emakumea,16 urte eta gehiago,,,,,Albiztur,%,Albiztur,4.4
2015,Emakumea,16 urte eta gehiago,,,,,Albiztur,%,Albiztur,1.4
2010,Emakumea,16 urte eta gehiago,,,,,Alegia,%,Alegia,10.1
2020,Emakumea,16 urte eta gehiago,,,,,Alegia,%,Alegia,10.9
2019,Emakumea,16 urte eta gehiago,,,,,Alegia,%,Alegia,11.9
2021,Emakumea,16 urte eta gehiago,,,,,Alegia,%,Alegia,13.4
2016,Emakumea,16 urte eta gehiago,,,,,Alegia,%,Alegia,19.6
2015,Emakumea,16 urte eta gehiago,,,,,Alegia,%,Alegia,14.7
2018,Emakumea,16 urte eta gehiago,,,,,Alegia,%,Alegia,13.7
2018,Emakumea,16 urte eta gehiago,,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,12.6
2020,Emakumea,16 urte eta gehiago,,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,10.8
2015,Emakumea,16 urte eta gehiago,,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,13.5
2016,Emakumea,16 urte eta gehiago,,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,14.6
2021,Emakumea,16 urte eta gehiago,,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,13.4
2019,Emakumea,16 urte eta gehiago,,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,12.8
2010,Emakumea,16 urte eta gehiago,,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,9.9
2020,Emakumea,16 urte eta gehiago,,,,,Alkiza,%,Alkiza,7.5
2021,Emakumea,16 urte eta gehiago,,,,,Alkiza,%,Alkiza,10.5
2016,Emakumea,16 urte eta gehiago,,,,,Alkiza,%,Alkiza,12.3
2019,Emakumea,16 urte eta gehiago,,,,,Alkiza,%,Alkiza,12.8
2015,Emakumea,16 urte eta gehiago,,,,,Alkiza,%,Alkiza,11.0
2018,Emakumea,16 urte eta gehiago,,,,,Alkiza,%,Alkiza,8.6
2010,Emakumea,16 urte eta gehiago,,,,,Alkiza,%,Alkiza,7.1
2015,Emakumea,16 urte eta gehiago,,,,,Alonsotegi,%,Alonsotegi,18.0
2016,Emakumea,16 urte eta gehiago,,,,,Alonsotegi,%,Alonsotegi,21.4
2019,Emakumea,16 urte eta gehiago,,,,,Alonsotegi,%,Alonsotegi,17.3
2010,Emakumea,16 urte eta gehiago,,,,,Alonsotegi,%,Alonsotegi,7.9
2021,Emakumea,16 urte eta gehiago,,,,,Alonsotegi,%,Alonsotegi,15.8
2020,Emakumea,16 urte eta gehiago,,,,,Alonsotegi,%,Alonsotegi,13.7
2018,Emakumea,16 urte eta gehiago,,,,,Alonsotegi,%,Alonsotegi,18.7
2015,Emakumea,16 urte eta gehiago,,,,,Altzaga,%,Altzaga,17.9
2010,Emakumea,16 urte eta gehiago,,,,,Altzaga,%,Altzaga,2.7
2018,Emakumea,16 urte eta gehiago,,,,,Altzaga,%,Altzaga,11.8
2019,Emakumea,16 urte eta gehiago,,,,,Altzaga,%,Altzaga,8.1
2021,Emakumea,16 urte eta gehiago,,,,,Altzaga,%,Altzaga,5.4
2020,Emakumea,16 urte eta gehiago,,,,,Altzaga,%,Altzaga,10.8
2016,Emakumea,16 urte eta gehiago,,,,,Altzaga,%,Altzaga,8.3
2021,Emakumea,16 urte eta gehiago,,,,,Altzo,%,Altzo,7.3
2020,Emakumea,16 urte eta gehiago,,,,,Altzo,%,Altzo,7.9
2018,Emakumea,16 urte eta gehiago,,,,,Altzo,%,Altzo,9.1
2016,Emakumea,16 urte eta gehiago,,,,,Altzo,%,Altzo,12.3
2010,Emakumea,16 urte eta gehiago,,,,,Altzo,%,Altzo,6.9
2015,Emakumea,16 urte eta gehiago,,,,,Altzo,%,Altzo,12.3
2019,Emakumea,16 urte eta gehiago,,,,,Altzo,%,Altzo,3.5
2020,Emakumea,16 urte eta gehiago,,,,,Amezketa,%,Amezketa,8.4
2016,Emakumea,16 urte eta gehiago,,,,,Amezketa,%,Amezketa,16.9
2018,Emakumea,16 urte eta gehiago,,,,,Amezketa,%,Amezketa,16.7
2010,Emakumea,16 urte eta gehiago,,,,,Amezketa,%,Amezketa,10.6
2019,Emakumea,16 urte eta gehiago,,,,,Amezketa,%,Amezketa,12.0
2015,Emakumea,16 urte eta gehiago,,,,,Amezketa,%,Amezketa,14.1
2021,Emakumea,16 urte eta gehiago,,,,,Amezketa,%,Amezketa,9.9
2019,Emakumea,16 urte eta gehiago,,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,10.2
2015,Emakumea,16 urte eta gehiago,,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,14.8
2021,Emakumea,16 urte eta gehiago,,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,10.7
2020,Emakumea,16 urte eta gehiago,,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,9.1
2016,Emakumea,16 urte eta gehiago,,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,13.9
2018,Emakumea,16 urte eta gehiago,,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,10.3
2010,Emakumea,16 urte eta gehiago,,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,9.2
2016,Emakumea,16 urte eta gehiago,,,,,Amoroto,%,Amoroto,10.6
2020,Emakumea,16 urte eta gehiago,,,,,Amoroto,%,Amoroto,15.2
2015,Emakumea,16 urte eta gehiago,,,,,Amoroto,%,Amoroto,13.6
2018,Emakumea,16 urte eta gehiago,,,,,Amoroto,%,Amoroto,9.4
2010,Emakumea,16 urte eta gehiago,,,,,Amoroto,%,Amoroto,7.5
2019,Emakumea,16 urte eta gehiago,,,,,Amoroto,%,Amoroto,11.4
2021,Emakumea,16 urte eta gehiago,,,,,Amoroto,%,Amoroto,8.5
2021,Emakumea,16 urte eta gehiago,,,,,Amurrio,%,Amurrio,13.5
2018,Emakumea,16 urte eta gehiago,,,,,Amurrio,%,Amurrio,14.7
2016,Emakumea,16 urte eta gehiago,,,,,Amurrio,%,Amurrio,18.4
2019,Emakumea,16 urte eta gehiago,,,,,Amurrio,%,Amurrio,12.9
2010,Emakumea,16 urte eta gehiago,,,,,Amurrio,%,Amurrio,9.3
2015,Emakumea,16 urte eta gehiago,,,,,Amurrio,%,Amurrio,15.9
2020,Emakumea,16 urte eta gehiago,,,,,Amurrio,%,Amurrio,13.0
2020,Emakumea,16 urte eta gehiago,,,,,Andoain,%,Andoain,10.1
2018,Emakumea,16 urte eta gehiago,,,,,Andoain,%,Andoain,12.8
2016,Emakumea,16 urte eta gehiago,,,,,Andoain,%,Andoain,15.6
2010,Emakumea,16 urte eta gehiago,,,,,Andoain,%,Andoain,8.5
2015,Emakumea,16 urte eta gehiago,,,,,Andoain,%,Andoain,14.3
2019,Emakumea,16 urte eta gehiago,,,,,Andoain,%,Andoain,11.2
2021,Emakumea,16 urte eta gehiago,,,,,Andoain,%,Andoain,11.7
2018,Emakumea,16 urte eta gehiago,,,,,Anoeta,%,Anoeta,10.8
2010,Emakumea,16 urte eta gehiago,,,,,Anoeta,%,Anoeta,10.6
2021,Emakumea,16 urte eta gehiago,,,,,Anoeta,%,Anoeta,11.5
2015,Emakumea,16 urte eta gehiago,,,,,Anoeta,%,Anoeta,17.9
2016,Emakumea,16 urte eta gehiago,,,,,Anoeta,%,Anoeta,17.9
2020,Emakumea,16 urte eta gehiago,,,,,Anoeta,%,Anoeta,10.0
2019,Emakumea,16 urte eta gehiago,,,,,Anoeta,%,Anoeta,11.6
2018,Emakumea,16 urte eta gehiago,,,,,Antzuola,%,Antzuola,7.2
2010,Emakumea,16 urte eta gehiago,,,,,Antzuola,%,Antzuola,6.9
2019,Emakumea,16 urte eta gehiago,,,,,Antzuola,%,Antzuola,6.8
2015,Emakumea,16 urte eta gehiago,,,,,Antzuola,%,Antzuola,11.3
2021,Emakumea,16 urte eta gehiago,,,,,Antzuola,%,Antzuola,8.2
2020,Emakumea,16 urte eta gehiago,,,,,Antzuola,%,Antzuola,6.2
2016,Emakumea,16 urte eta gehiago,,,,,Antzuola,%,Antzuola,12.2
2018,Emakumea,16 urte eta gehiago,,,,,Añana,%,Añana,13.9
2015,Emakumea,16 urte eta gehiago,,,,,Añana,%,Añana,15.4
2019,Emakumea,16 urte eta gehiago,,,,,Añana,%,Añana,0.0
2010,Emakumea,16 urte eta gehiago,,,,,Añana,%,Añana,13.3
2020,Emakumea,16 urte eta gehiago,,,,,Añana,%,Añana,2.9
2016,Emakumea,16 urte eta gehiago,,,,,Añana,%,Añana,21.2
2021,Emakumea,16 urte eta gehiago,,,,,Añana,%,Añana,11.8
2015,Emakumea,16 urte eta gehiago,,,,,Arakaldo,%,Arakaldo,20.6
2016,Emakumea,16 urte eta gehiago,,,,,Arakaldo,%,Arakaldo,20.0
2010,Emakumea,16 urte eta gehiago,,,,,Arakaldo,%,Arakaldo,9.5
2019,Emakumea,16 urte eta gehiago,,,,,Arakaldo,%,Arakaldo,14.6
2021,Emakumea,16 urte eta gehiago,,,,,Arakaldo,%,Arakaldo,16.3
2018,Emakumea,16 urte eta gehiago,,,,,Arakaldo,%,Arakaldo,18.6
2020,Emakumea,16 urte eta gehiago,,,,,Arakaldo,%,Arakaldo,22.0
2016,Emakumea,16 urte eta gehiago,,,,,Arama,%,Arama,8.3
2019,Emakumea,16 urte eta gehiago,,,,,Arama,%,Arama,4.3
2018,Emakumea,16 urte eta gehiago,,,,,Arama,%,Arama,11.3
2015,Emakumea,16 urte eta gehiago,,,,,Arama,%,Arama,10.0
2020,Emakumea,16 urte eta gehiago,,,,,Arama,%,Arama,10.7
2010,Emakumea,16 urte eta gehiago,,,,,Arama,%,Arama,4.5
2021,Emakumea,16 urte eta gehiago,,,,,Arama,%,Arama,5.9
2019,Emakumea,16 urte eta gehiago,,,,,Aramaio,%,Aramaio,4.4
2020,Emakumea,16 urte eta gehiago,,,,,Aramaio,%,Aramaio,5.8
2016,Emakumea,16 urte eta gehiago,,,,,Aramaio,%,Aramaio,8.7
2021,Emakumea,16 urte eta gehiago,,,,,Aramaio,%,Aramaio,4.3
2015,Emakumea,16 urte eta gehiago,,,,,Aramaio,%,Aramaio,11.6
2010,Emakumea,16 urte eta gehiago,,,,,Aramaio,%,Aramaio,6.1
2018,Emakumea,16 urte eta gehiago,,,,,Aramaio,%,Aramaio,5.5
2015,Emakumea,16 urte eta gehiago,,,,,Arantzazu,%,Arantzazu,14.6
2010,Emakumea,16 urte eta gehiago,,,,,Arantzazu,%,Arantzazu,7.1
2018,Emakumea,16 urte eta gehiago,,,,,Arantzazu,%,Arantzazu,15.7
2020,Emakumea,16 urte eta gehiago,,,,,Arantzazu,%,Arantzazu,12.0
2021,Emakumea,16 urte eta gehiago,,,,,Arantzazu,%,Arantzazu,9.7
2019,Emakumea,16 urte eta gehiago,,,,,Arantzazu,%,Arantzazu,10.5
2016,Emakumea,16 urte eta gehiago,,,,,Arantzazu,%,Arantzazu,13.6
2020,Emakumea,16 urte eta gehiago,,,,,Areatza,%,Areatza,11.1
2016,Emakumea,16 urte eta gehiago,,,,,Areatza,%,Areatza,17.0
2018,Emakumea,16 urte eta gehiago,,,,,Areatza,%,Areatza,17.0
2019,Emakumea,16 urte eta gehiago,,,,,Areatza,%,Areatza,14.0
2021,Emakumea,16 urte eta gehiago,,,,,Areatza,%,Areatza,13.1
2015,Emakumea,16 urte eta gehiago,,,,,Areatza,%,Areatza,15.5
2010,Emakumea,16 urte eta gehiago,,,,,Areatza,%,Areatza,7.8
2021,Emakumea,16 urte eta gehiago,,,,,Aretxabaleta,%,Aretxabaleta,7.6
2015,Emakumea,16 urte eta gehiago,,,,,Aretxabaleta,%,Aretxabaleta,10.1
2016,Emakumea,16 urte eta gehiago,,,,,Aretxabaleta,%,Aretxabaleta,10.4
2019,Emakumea,16 urte eta gehiago,,,,,Aretxabaleta,%,Aretxabaleta,9.0
2018,Emakumea,16 urte eta gehiago,,,,,Aretxabaleta,%,Aretxabaleta,9.9
2010,Emakumea,16 urte eta gehiago,,,,,Aretxabaleta,%,Aretxabaleta,8.1
2020,Emakumea,16 urte eta gehiago,,,,,Aretxabaleta,%,Aretxabaleta,8.1
2016,Emakumea,16 urte eta gehiago,,,,,Armiñón,%,Armiñón,10.9
2020,Emakumea,16 urte eta gehiago,,,,,Armiñón,%,Armiñón,8.9
2010,Emakumea,16 urte eta gehiago,,,,,Armiñón,%,Armiñón,6.7
2018,Emakumea,16 urte eta gehiago,,,,,Armiñón,%,Armiñón,10.3
2021,Emakumea,16 urte eta gehiago,,,,,Armiñón,%,Armiñón,9.3
2015,Emakumea,16 urte eta gehiago,,,,,Armiñón,%,Armiñón,17.2
2019,Emakumea,16 urte eta gehiago,,,,,Armiñón,%,Armiñón,11.5
2021,Emakumea,16 urte eta gehiago,,,,,Arraia-Maeztu,%,Arraia-Maeztu,8.4
2019,Emakumea,16 urte eta gehiago,,,,,Arraia-Maeztu,%,Arraia-Maeztu,6.2
2020,Emakumea,16 urte eta gehiago,,,,,Arraia-Maeztu,%,Arraia-Maeztu,5.6
2018,Emakumea,16 urte eta gehiago,,,,,Arraia-Maeztu,%,Arraia-Maeztu,7.2
2015,Emakumea,16 urte eta gehiago,,,,,Arraia-Maeztu,%,Arraia-Maeztu,11.3
2010,Emakumea,16 urte eta gehiago,,,,,Arraia-Maeztu,%,Arraia-Maeztu,3.4
2016,Emakumea,16 urte eta gehiago,,,,,Arraia-Maeztu,%,Arraia-Maeztu,10.3
2021,Emakumea,16 urte eta gehiago,,,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,8.0
