Year,Habilidad informática,Edad,Sexo,Territorio histórico,Units,Value
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,,Bizkaia,%,88.2
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,,Bizkaia,%,76.4
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,,Bizkaia,%,76.6
2024,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,,Bizkaia,%,51.8
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,,Gipuzkoa,%,80.4
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,,Gipuzkoa,%,78.9
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,,Gipuzkoa,%,76.4
2024,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,,Gipuzkoa,%,51.8
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,,Gipuzkoa,%,84.6
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,,Gipuzkoa,%,86.2
2024,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Mujer,,%,53.7
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Mujer,,%,88.6
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Mujer,,%,84.4
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Mujer,,%,84.3
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Mujer,,%,81.1
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Mujer,,%,82.6
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Mujer,Araba/Álava,%,82.3
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Mujer,Araba/Álava,%,84.9
2024,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Mujer,Araba/Álava,%,77.7
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Mujer,Araba/Álava,%,89.9
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Mujer,Araba/Álava,%,87.2
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Mujer,Araba/Álava,%,85.6
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Mujer,Bizkaia,%,83.6
2024,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Mujer,Bizkaia,%,48.9
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Mujer,Bizkaia,%,85.6
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Mujer,Bizkaia,%,84.2
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Mujer,Bizkaia,%,81.2
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Mujer,Bizkaia,%,89.0
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Mujer,Gipuzkoa,%,88.6
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Mujer,Gipuzkoa,%,82.2
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Mujer,Gipuzkoa,%,83.6
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Mujer,Gipuzkoa,%,80.0
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Mujer,Gipuzkoa,%,78.9
2024,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Mujer,Gipuzkoa,%,50.2
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Hombre,,%,71.3
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Hombre,,%,87.5
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Hombre,,%,81.1
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Hombre,,%,84.8
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Hombre,,%,75.2
2024,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Hombre,,%,54.9
2024,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Hombre,Araba/Álava,%,61.5
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Hombre,Araba/Álava,%,80.1
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Hombre,Araba/Álava,%,79.3
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Hombre,Araba/Álava,%,81.8
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Hombre,Araba/Álava,%,91.0
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Hombre,Araba/Álava,%,77.9
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Hombre,Bizkaia,%,68.9
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Hombre,Bizkaia,%,72.0
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Hombre,Bizkaia,%,87.2
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Hombre,Bizkaia,%,87.4
2024,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Hombre,Bizkaia,%,54.4
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Hombre,Bizkaia,%,82.3
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Hombre,Gipuzkoa,%,78.8
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Hombre,Gipuzkoa,%,72.4
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Hombre,Gipuzkoa,%,70.8
2024,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Hombre,Gipuzkoa,%,53.1
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Hombre,Gipuzkoa,%,91.1
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",16-24 años,Hombre,Gipuzkoa,%,85.5
2024,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,,,%,34.6
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,,,%,51.5
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,,,%,57.0
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,,,%,48.2
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,,,%,48.7
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,,,%,46.3
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,,Araba/Álava,%,40.8
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,,Araba/Álava,%,56.5
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,,Araba/Álava,%,49.0
2024,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,,Araba/Álava,%,34.2
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,,Araba/Álava,%,52.0
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,,Araba/Álava,%,47.9
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,,Bizkaia,%,49.0
2024,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,,Bizkaia,%,35.5
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,,Bizkaia,%,49.1
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,,Bizkaia,%,57.1
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,,Bizkaia,%,47.3
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,,Bizkaia,%,50.6
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,,Gipuzkoa,%,47.2
2024,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,,Gipuzkoa,%,33.2
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,,Gipuzkoa,%,52.7
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,,Gipuzkoa,%,47.8
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,,Gipuzkoa,%,56.9
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,,Gipuzkoa,%,46.9
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Mujer,,%,48.8
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Mujer,,%,47.3
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Mujer,,%,45.8
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Mujer,,%,43.6
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Mujer,,%,55.6
2024,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Mujer,,%,32.0
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Mujer,Araba/Álava,%,44.0
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Mujer,Araba/Álava,%,52.8
2024,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Mujer,Araba/Álava,%,30.3
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Mujer,Araba/Álava,%,51.1
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Mujer,Araba/Álava,%,40.8
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Mujer,Araba/Álava,%,49.1
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Mujer,Bizkaia,%,43.5
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Mujer,Bizkaia,%,47.5
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Mujer,Bizkaia,%,46.4
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Mujer,Bizkaia,%,46.6
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Mujer,Bizkaia,%,55.3
2024,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Mujer,Bizkaia,%,33.2
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Mujer,Gipuzkoa,%,45.0
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Mujer,Gipuzkoa,%,57.4
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Mujer,Gipuzkoa,%,45.7
2024,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Mujer,Gipuzkoa,%,30.8
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Mujer,Gipuzkoa,%,49.9
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Mujer,Gipuzkoa,%,47.5
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Hombre,,%,54.3
2024,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Hombre,,%,37.3
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Hombre,,%,49.2
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Hombre,,%,50.6
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Hombre,,%,58.3
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Hombre,,%,50.2
2024,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Hombre,Araba/Álava,%,38.2
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Hombre,Araba/Álava,%,60.3
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Hombre,Araba/Álava,%,49.0
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Hombre,Araba/Álava,%,40.9
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Hombre,Araba/Álava,%,53.0
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Hombre,Araba/Álava,%,51.9
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Hombre,Bizkaia,%,53.8
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Hombre,Bizkaia,%,51.8
2024,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Hombre,Bizkaia,%,38.0
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Hombre,Bizkaia,%,51.9
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Hombre,Bizkaia,%,51.3
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Hombre,Bizkaia,%,58.9
2022,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Hombre,Gipuzkoa,%,48.1
2024,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Hombre,Gipuzkoa,%,35.8
2019,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Hombre,Gipuzkoa,%,48.1
2023,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Hombre,Gipuzkoa,%,49.6
2021,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Hombre,Gipuzkoa,%,56.4
2020,"Transferir ficheros entre el ordenador y otros dispositivos (cámaras digitales, teléfonos móviles, mp3 o mp4)",25-74 años,Hombre,Gipuzkoa,%,55.6
