Year,Sex,Age,Residence,People with and without disabilities,Province,County,Municipality,Units,GeoCode,Value
2015,Male,16 years and over,,,,,Zaldibar,PT,Zaldibar,11.2
2020,Male,16 years and over,,,,,Zaldibar,PT,Zaldibar,6.4
2019,Male,16 years and over,,,,,Zaldibar,PT,Zaldibar,8.4
2018,Male,16 years and over,,,,,Zaldibar,PT,Zaldibar,8.1
2021,Male,16 years and over,,,,,Zaldibar,PT,Zaldibar,7.6
2016,Male,16 years and over,,,,,Zaldibar,PT,Zaldibar,9.3
2010,Male,16 years and over,,,,,Zaldibar,PT,Zaldibar,9.4
2019,Male,16 years and over,,,,,Zaldibia,PT,Zaldibia,3.9
2015,Male,16 years and over,,,,,Zaldibia,PT,Zaldibia,12.6
2016,Male,16 years and over,,,,,Zaldibia,PT,Zaldibia,8.4
2021,Male,16 years and over,,,,,Zaldibia,PT,Zaldibia,8.0
2018,Male,16 years and over,,,,,Zaldibia,PT,Zaldibia,4.0
2020,Male,16 years and over,,,,,Zaldibia,PT,Zaldibia,4.5
2010,Male,16 years and over,,,,,Zaldibia,PT,Zaldibia,6.8
2010,Male,16 years and over,,,,,Zalduondo,PT,Zalduondo,4.7
2021,Male,16 years and over,,,,,Zalduondo,PT,Zalduondo,10.4
2015,Male,16 years and over,,,,,Zalduondo,PT,Zalduondo,11.6
2016,Male,16 years and over,,,,,Zalduondo,PT,Zalduondo,12.3
2019,Male,16 years and over,,,,,Zalduondo,PT,Zalduondo,6.9
2018,Male,16 years and over,,,,,Zalduondo,PT,Zalduondo,5.2
2020,Male,16 years and over,,,,,Zalduondo,PT,Zalduondo,4.9
2020,Male,16 years and over,,,,,Zalla,PT,Zalla,10.9
2021,Male,16 years and over,,,,,Zalla,PT,Zalla,10.2
2019,Male,16 years and over,,,,,Zalla,PT,Zalla,11.4
2018,Male,16 years and over,,,,,Zalla,PT,Zalla,11.9
2010,Male,16 years and over,,,,,Zalla,PT,Zalla,9.6
2016,Male,16 years and over,,,,,Zalla,PT,Zalla,17.6
2015,Male,16 years and over,,,,,Zalla,PT,Zalla,20.8
2019,Male,16 years and over,,,,,Zambrana,PT,Zambrana,10.1
2018,Male,16 years and over,,,,,Zambrana,PT,Zambrana,12.2
2020,Male,16 years and over,,,,,Zambrana,PT,Zambrana,8.1
2010,Male,16 years and over,,,,,Zambrana,PT,Zambrana,13.5
2021,Male,16 years and over,,,,,Zambrana,PT,Zambrana,14.3
2015,Male,16 years and over,,,,,Zambrana,PT,Zambrana,20.3
2016,Male,16 years and over,,,,,Zambrana,PT,Zambrana,16.7
2015,Male,16 years and over,,,,,Zamudio,PT,Zamudio,16.6
2018,Male,16 years and over,,,,,Zamudio,PT,Zamudio,8.1
2010,Male,16 years and over,,,,,Zamudio,PT,Zamudio,8.3
2019,Male,16 years and over,,,,,Zamudio,PT,Zamudio,9.0
2016,Male,16 years and over,,,,,Zamudio,PT,Zamudio,11.7
2021,Male,16 years and over,,,,,Zamudio,PT,Zamudio,9.4
2020,Male,16 years and over,,,,,Zamudio,PT,Zamudio,7.3
2021,Male,16 years and over,,,,,Zaratamo,PT,Zaratamo,13.3
2020,Male,16 years and over,,,,,Zaratamo,PT,Zaratamo,10.0
2019,Male,16 years and over,,,,,Zaratamo,PT,Zaratamo,13.3
2015,Male,16 years and over,,,,,Zaratamo,PT,Zaratamo,17.3
2010,Male,16 years and over,,,,,Zaratamo,PT,Zaratamo,9.2
2018,Male,16 years and over,,,,,Zaratamo,PT,Zaratamo,12.0
2016,Male,16 years and over,,,,,Zaratamo,PT,Zaratamo,17.2
2021,Male,16 years and over,,,,,Zarautz,PT,Zarautz,7.8
2010,Male,16 years and over,,,,,Zarautz,PT,Zarautz,9.1
2020,Male,16 years and over,,,,,Zarautz,PT,Zarautz,6.6
2018,Male,16 years and over,,,,,Zarautz,PT,Zarautz,7.6
2015,Male,16 years and over,,,,,Zarautz,PT,Zarautz,13.8
2019,Male,16 years and over,,,,,Zarautz,PT,Zarautz,6.7
2016,Male,16 years and over,,,,,Zarautz,PT,Zarautz,11.2
2021,Male,16 years and over,,,,,Zeanuri,PT,Zeanuri,7.9
2018,Male,16 years and over,,,,,Zeanuri,PT,Zeanuri,4.2
2010,Male,16 years and over,,,,,Zeanuri,PT,Zeanuri,6.1
2019,Male,16 years and over,,,,,Zeanuri,PT,Zeanuri,6.1
2015,Male,16 years and over,,,,,Zeanuri,PT,Zeanuri,8.7
2020,Male,16 years and over,,,,,Zeanuri,PT,Zeanuri,6.5
2016,Male,16 years and over,,,,,Zeanuri,PT,Zeanuri,7.9
2018,Male,16 years and over,,,,,Zeberio,PT,Zeberio,9.0
2020,Male,16 years and over,,,,,Zeberio,PT,Zeberio,7.2
2015,Male,16 years and over,,,,,Zeberio,PT,Zeberio,14.2
2019,Male,16 years and over,,,,,Zeberio,PT,Zeberio,8.3
2010,Male,16 years and over,,,,,Zeberio,PT,Zeberio,5.2
2016,Male,16 years and over,,,,,Zeberio,PT,Zeberio,11.5
2021,Male,16 years and over,,,,,Zeberio,PT,Zeberio,7.6
2015,Male,16 years and over,,,,,Zegama,PT,Zegama,11.4
2020,Male,16 years and over,,,,,Zegama,PT,Zegama,3.9
2010,Male,16 years and over,,,,,Zegama,PT,Zegama,10.6
2018,Male,16 years and over,,,,,Zegama,PT,Zegama,6.1
2016,Male,16 years and over,,,,,Zegama,PT,Zegama,10.0
2021,Male,16 years and over,,,,,Zegama,PT,Zegama,6.9
2019,Male,16 years and over,,,,,Zegama,PT,Zegama,7.1
2018,Male,16 years and over,,,,,Zerain,PT,Zerain,5.0
2021,Male,16 years and over,,,,,Zerain,PT,Zerain,1.6
2019,Male,16 years and over,,,,,Zerain,PT,Zerain,0.0
2020,Male,16 years and over,,,,,Zerain,PT,Zerain,1.7
2015,Male,16 years and over,,,,,Zerain,PT,Zerain,10.9
2016,Male,16 years and over,,,,,Zerain,PT,Zerain,8.5
2010,Male,16 years and over,,,,,Zerain,PT,Zerain,5.2
2010,Male,16 years and over,,,,,Zestoa,PT,Zestoa,9.8
2016,Male,16 years and over,,,,,Zestoa,PT,Zestoa,13.3
2019,Male,16 years and over,,,,,Zestoa,PT,Zestoa,8.2
2021,Male,16 years and over,,,,,Zestoa,PT,Zestoa,9.7
2015,Male,16 years and over,,,,,Zestoa,PT,Zestoa,17.4
2020,Male,16 years and over,,,,,Zestoa,PT,Zestoa,7.2
2018,Male,16 years and over,,,,,Zestoa,PT,Zestoa,9.7
2010,Male,16 years and over,,,,,Zierbena,PT,Zierbena,8.0
2018,Male,16 years and over,,,,,Zierbena,PT,Zierbena,11.0
2020,Male,16 years and over,,,,,Zierbena,PT,Zierbena,9.2
2016,Male,16 years and over,,,,,Zierbena,PT,Zierbena,15.3
2021,Male,16 years and over,,,,,Zierbena,PT,Zierbena,10.5
2019,Male,16 years and over,,,,,Zierbena,PT,Zierbena,6.8
2015,Male,16 years and over,,,,,Zierbena,PT,Zierbena,17.8
2015,Male,16 years and over,,,,,Zigoitia,PT,Zigoitia,9.5
2016,Male,16 years and over,,,,,Zigoitia,PT,Zigoitia,7.1
2019,Male,16 years and over,,,,,Zigoitia,PT,Zigoitia,2.9
2020,Male,16 years and over,,,,,Zigoitia,PT,Zigoitia,4.3
2010,Male,16 years and over,,,,,Zigoitia,PT,Zigoitia,4.9
2021,Male,16 years and over,,,,,Zigoitia,PT,Zigoitia,4.6
2018,Male,16 years and over,,,,,Zigoitia,PT,Zigoitia,2.2
2018,Male,16 years and over,,,,,Ziortza-Bolibar,PT,Ziortza-Bolibar,3.5
2015,Male,16 years and over,,,,,Ziortza-Bolibar,PT,Ziortza-Bolibar,8.7
2016,Male,16 years and over,,,,,Ziortza-Bolibar,PT,Ziortza-Bolibar,12.1
2019,Male,16 years and over,,,,,Ziortza-Bolibar,PT,Ziortza-Bolibar,7.4
2021,Male,16 years and over,,,,,Ziortza-Bolibar,PT,Ziortza-Bolibar,4.5
2020,Male,16 years and over,,,,,Ziortza-Bolibar,PT,Ziortza-Bolibar,2.6
2010,Male,16 years and over,,,,,Ziortza-Bolibar,PT,Ziortza-Bolibar,10.8
2016,Male,16 years and over,,,,,Zizurkil,PT,Zizurkil,11.6
2019,Male,16 years and over,,,,,Zizurkil,PT,Zizurkil,6.3
2018,Male,16 years and over,,,,,Zizurkil,PT,Zizurkil,8.4
2010,Male,16 years and over,,,,,Zizurkil,PT,Zizurkil,8.1
2015,Male,16 years and over,,,,,Zizurkil,PT,Zizurkil,12.3
2021,Male,16 years and over,,,,,Zizurkil,PT,Zizurkil,8.2
2020,Male,16 years and over,,,,,Zizurkil,PT,Zizurkil,7.2
2016,Male,16 years and over,,,,,Zuia,PT,Zuia,9.0
2010,Male,16 years and over,,,,,Zuia,PT,Zuia,8.9
2018,Male,16 years and over,,,,,Zuia,PT,Zuia,5.0
2015,Male,16 years and over,,,,,Zuia,PT,Zuia,10.7
2019,Male,16 years and over,,,,,Zuia,PT,Zuia,4.8
2020,Male,16 years and over,,,,,Zuia,PT,Zuia,4.8
2021,Male,16 years and over,,,,,Zuia,PT,Zuia,6.6
2010,Male,16 years and over,,,,,Zumaia,PT,Zumaia,8.4
2019,Male,16 years and over,,,,,Zumaia,PT,Zumaia,7.3
2016,Male,16 years and over,,,,,Zumaia,PT,Zumaia,11.3
2018,Male,16 years and over,,,,,Zumaia,PT,Zumaia,7.3
2021,Male,16 years and over,,,,,Zumaia,PT,Zumaia,7.9
2015,Male,16 years and over,,,,,Zumaia,PT,Zumaia,12.3
2020,Male,16 years and over,,,,,Zumaia,PT,Zumaia,5.8
2021,Male,16 years and over,,,,,Zumarraga,PT,Zumarraga,9.9
2015,Male,16 years and over,,,,,Zumarraga,PT,Zumarraga,14.2
2018,Male,16 years and over,,,,,Zumarraga,PT,Zumarraga,8.7
2016,Male,16 years and over,,,,,Zumarraga,PT,Zumarraga,11.0
2019,Male,16 years and over,,,,,Zumarraga,PT,Zumarraga,8.2
2020,Male,16 years and over,,,,,Zumarraga,PT,Zumarraga,8.0
2010,Male,16 years and over,,,,,Zumarraga,PT,Zumarraga,10.3
2010,Male,16 years and over,,,,Añana (county),,PT,Añana (county),10.7
2016,Male,16 years and over,,,,Añana (county),,PT,Añana (county),12.9
2020,Male,16 years and over,,,,Añana (county),,PT,Añana (county),8.3
2021,Male,16 years and over,,,,Añana (county),,PT,Añana (county),9.4
2018,Male,16 years and over,,,,Añana (county),,PT,Añana (county),8.7
2015,Male,16 years and over,,,,Añana (county),,PT,Añana (county),16.8
2019,Male,16 years and over,,,,Añana (county),,PT,Añana (county),7.0
2021,Male,16 years and over,,,,Arabako Errioxa / Rioja Alavesa,,PT,Arabako Errioxa / Rioja Alavesa,11.4
2015,Male,16 years and over,,,,Arabako Errioxa / Rioja Alavesa,,PT,Arabako Errioxa / Rioja Alavesa,18.7
2018,Male,16 years and over,,,,Arabako Errioxa / Rioja Alavesa,,PT,Arabako Errioxa / Rioja Alavesa,10.7
2019,Male,16 years and over,,,,Arabako Errioxa / Rioja Alavesa,,PT,Arabako Errioxa / Rioja Alavesa,10.0
2010,Male,16 years and over,,,,Arabako Errioxa / Rioja Alavesa,,PT,Arabako Errioxa / Rioja Alavesa,13.6
2016,Male,16 years and over,,,,Arabako Errioxa / Rioja Alavesa,,PT,Arabako Errioxa / Rioja Alavesa,14.4
2020,Male,16 years and over,,,,Arabako Errioxa / Rioja Alavesa,,PT,Arabako Errioxa / Rioja Alavesa,9.6
2020,Male,16 years and over,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,PT,Arabako Kantaurialdea / Cantábrica Alavesa,8.9
2010,Male,16 years and over,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,PT,Arabako Kantaurialdea / Cantábrica Alavesa,8.5
2021,Male,16 years and over,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,PT,Arabako Kantaurialdea / Cantábrica Alavesa,9.9
2015,Male,16 years and over,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,PT,Arabako Kantaurialdea / Cantábrica Alavesa,15.9
2019,Male,16 years and over,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,PT,Arabako Kantaurialdea / Cantábrica Alavesa,9.3
2018,Male,16 years and over,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,PT,Arabako Kantaurialdea / Cantábrica Alavesa,9.5
2016,Male,16 years and over,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,PT,Arabako Kantaurialdea / Cantábrica Alavesa,13.3
2020,Male,16 years and over,,,,Arabako Lautada / Llanada Alavesa,,PT,Arabako Lautada / Llanada Alavesa,9.2
2016,Male,16 years and over,,,,Arabako Lautada / Llanada Alavesa,,PT,Arabako Lautada / Llanada Alavesa,13.8
2015,Male,16 years and over,,,,Arabako Lautada / Llanada Alavesa,,PT,Arabako Lautada / Llanada Alavesa,16.5
2018,Male,16 years and over,,,,Arabako Lautada / Llanada Alavesa,,PT,Arabako Lautada / Llanada Alavesa,10.1
2021,Male,16 years and over,,,,Arabako Lautada / Llanada Alavesa,,PT,Arabako Lautada / Llanada Alavesa,10.8
2019,Male,16 years and over,,,,Arabako Lautada / Llanada Alavesa,,PT,Arabako Lautada / Llanada Alavesa,9.6
2010,Male,16 years and over,,,,Arabako Lautada / Llanada Alavesa,,PT,Arabako Lautada / Llanada Alavesa,10.7
2010,Male,16 years and over,,,,Arabako Mendialdea / Montaña Alavesa,,PT,Arabako Mendialdea / Montaña Alavesa,7.5
2018,Male,16 years and over,,,,Arabako Mendialdea / Montaña Alavesa,,PT,Arabako Mendialdea / Montaña Alavesa,8.5
2016,Male,16 years and over,,,,Arabako Mendialdea / Montaña Alavesa,,PT,Arabako Mendialdea / Montaña Alavesa,9.4
2019,Male,16 years and over,,,,Arabako Mendialdea / Montaña Alavesa,,PT,Arabako Mendialdea / Montaña Alavesa,6.8
2020,Male,16 years and over,,,,Arabako Mendialdea / Montaña Alavesa,,PT,Arabako Mendialdea / Montaña Alavesa,6.5
2021,Male,16 years and over,,,,Arabako Mendialdea / Montaña Alavesa,,PT,Arabako Mendialdea / Montaña Alavesa,8.4
2015,Male,16 years and over,,,,Arabako Mendialdea / Montaña Alavesa,,PT,Arabako Mendialdea / Montaña Alavesa,10.2
2018,Male,16 years and over,,,,Arratia Nerbioi / Arratia-Nervión,,PT,Arratia Nerbioi / Arratia-Nervión,9.2
2021,Male,16 years and over,,,,Arratia Nerbioi / Arratia-Nervión,,PT,Arratia Nerbioi / Arratia-Nervión,10.1
2020,Male,16 years and over,,,,Arratia Nerbioi / Arratia-Nervión,,PT,Arratia Nerbioi / Arratia-Nervión,8.5
2019,Male,16 years and over,,,,Arratia Nerbioi / Arratia-Nervión,,PT,Arratia Nerbioi / Arratia-Nervión,8.9
2016,Male,16 years and over,,,,Arratia Nerbioi / Arratia-Nervión,,PT,Arratia Nerbioi / Arratia-Nervión,13.2
2010,Male,16 years and over,,,,Arratia Nerbioi / Arratia-Nervión,,PT,Arratia Nerbioi / Arratia-Nervión,8.3
2015,Male,16 years and over,,,,Arratia Nerbioi / Arratia-Nervión,,PT,Arratia Nerbioi / Arratia-Nervión,14.4
2019,Male,16 years and over,,,,Bidasoa Beherea / Bajo Bidasoa,,PT,Bidasoa Beherea / Bajo Bidasoa,9.3
2021,Male,16 years and over,,,,Bidasoa Beherea / Bajo Bidasoa,,PT,Bidasoa Beherea / Bajo Bidasoa,10.6
2010,Male,16 years and over,,,,Bidasoa Beherea / Bajo Bidasoa,,PT,Bidasoa Beherea / Bajo Bidasoa,11.1
2016,Male,16 years and over,,,,Bidasoa Beherea / Bajo Bidasoa,,PT,Bidasoa Beherea / Bajo Bidasoa,15.0
2020,Male,16 years and over,,,,Bidasoa Beherea / Bajo Bidasoa,,PT,Bidasoa Beherea / Bajo Bidasoa,9.8
2015,Male,16 years and over,,,,Bidasoa Beherea / Bajo Bidasoa,,PT,Bidasoa Beherea / Bajo Bidasoa,17.8
2018,Male,16 years and over,,,,Bidasoa Beherea / Bajo Bidasoa,,PT,Bidasoa Beherea / Bajo Bidasoa,10.3
2020,Male,16 years and over,,,,Bilbo Handia / Gran Bilbao,,PT,Bilbo Handia / Gran Bilbao,10.9
2015,Male,16 years and over,,,,Bilbo Handia / Gran Bilbao,,PT,Bilbo Handia / Gran Bilbao,18.9
2018,Male,16 years and over,,,,Bilbo Handia / Gran Bilbao,,PT,Bilbo Handia / Gran Bilbao,12.7
2010,Male,16 years and over,,,,Bilbo Handia / Gran Bilbao,,PT,Bilbo Handia / Gran Bilbao,11.3
2021,Male,16 years and over,,,,Bilbo Handia / Gran Bilbao,,PT,Bilbo Handia / Gran Bilbao,12.0
2019,Male,16 years and over,,,,Bilbo Handia / Gran Bilbao,,PT,Bilbo Handia / Gran Bilbao,11.4
2016,Male,16 years and over,,,,Bilbo Handia / Gran Bilbao,,PT,Bilbo Handia / Gran Bilbao,17.3
2010,Male,16 years and over,,,,Debabarrena / Bajo Deba,,PT,Debabarrena / Bajo Deba,8.7
2018,Male,16 years and over,,,,Debabarrena / Bajo Deba,,PT,Debabarrena / Bajo Deba,9.4
2019,Male,16 years and over,,,,Debabarrena / Bajo Deba,,PT,Debabarrena / Bajo Deba,8.7
2020,Male,16 years and over,,,,Debabarrena / Bajo Deba,,PT,Debabarrena / Bajo Deba,8.2
2016,Male,16 years and over,,,,Debabarrena / Bajo Deba,,PT,Debabarrena / Bajo Deba,13.2
2021,Male,16 years and over,,,,Debabarrena / Bajo Deba,,PT,Debabarrena / Bajo Deba,8.9
2015,Male,16 years and over,,,,Debabarrena / Bajo Deba,,PT,Debabarrena / Bajo Deba,15.2
2020,Male,16 years and over,,,,Debagoiena / Alto Deba,,PT,Debagoiena / Alto Deba,6.6
2015,Male,16 years and over,,,,Debagoiena / Alto Deba,,PT,Debagoiena / Alto Deba,13.6
2019,Male,16 years and over,,,,Debagoiena / Alto Deba,,PT,Debagoiena / Alto Deba,7.1
2016,Male,16 years and over,,,,Debagoiena / Alto Deba,,PT,Debagoiena / Alto Deba,10.6
2021,Male,16 years and over,,,,Debagoiena / Alto Deba,,PT,Debagoiena / Alto Deba,7.7
2018,Male,16 years and over,,,,Debagoiena / Alto Deba,,PT,Debagoiena / Alto Deba,6.9
2010,Male,16 years and over,,,,Debagoiena / Alto Deba,,PT,Debagoiena / Alto Deba,8.3
2020,Male,16 years and over,,,,Donostialdea,,PT,Donostialdea,7.6
2019,Male,16 years and over,,,,Donostialdea,,PT,Donostialdea,7.9
2016,Male,16 years and over,,,,Donostialdea,,PT,Donostialdea,12.5
2018,Male,16 years and over,,,,Donostialdea,,PT,Donostialdea,8.9
2021,Male,16 years and over,,,,Donostialdea,,PT,Donostialdea,8.8
2015,Male,16 years and over,,,,Donostialdea,,PT,Donostialdea,15.0
2010,Male,16 years and over,,,,Donostialdea,,PT,Donostialdea,9.4
2019,Male,16 years and over,,,,Durangaldea / Duranguesado,,PT,Durangaldea / Duranguesado,8.0
2020,Male,16 years and over,,,,Durangaldea / Duranguesado,,PT,Durangaldea / Duranguesado,7.9
2021,Male,16 years and over,,,,Durangaldea / Duranguesado,,PT,Durangaldea / Duranguesado,8.7
2016,Male,16 years and over,,,,Durangaldea / Duranguesado,,PT,Durangaldea / Duranguesado,11.5
2015,Male,16 years and over,,,,Durangaldea / Duranguesado,,PT,Durangaldea / Duranguesado,14.4
2018,Male,16 years and over,,,,Durangaldea / Duranguesado,,PT,Durangaldea / Duranguesado,8.3
2010,Male,16 years and over,,,,Durangaldea / Duranguesado,,PT,Durangaldea / Duranguesado,9.5
2010,Male,16 years and over,,,,Enkartazioak / Encartaciones,,PT,Enkartazioak / Encartaciones,9.9
2018,Male,16 years and over,,,,Enkartazioak / Encartaciones,,PT,Enkartazioak / Encartaciones,12.6
2020,Male,16 years and over,,,,Enkartazioak / Encartaciones,,PT,Enkartazioak / Encartaciones,10.6
2021,Male,16 years and over,,,,Enkartazioak / Encartaciones,,PT,Enkartazioak / Encartaciones,10.9
2019,Male,16 years and over,,,,Enkartazioak / Encartaciones,,PT,Enkartazioak / Encartaciones,11.4
2016,Male,16 years and over,,,,Enkartazioak / Encartaciones,,PT,Enkartazioak / Encartaciones,17.9
2015,Male,16 years and over,,,,Enkartazioak / Encartaciones,,PT,Enkartazioak / Encartaciones,18.8
2015,Male,16 years and over,,,,Gernika-Bermeo,,PT,Gernika-Bermeo,17.9
2020,Male,16 years and over,,,,Gernika-Bermeo,,PT,Gernika-Bermeo,10.3
2019,Male,16 years and over,,,,Gernika-Bermeo,,PT,Gernika-Bermeo,10.3
2018,Male,16 years and over,,,,Gernika-Bermeo,,PT,Gernika-Bermeo,11.1
2021,Male,16 years and over,,,,Gernika-Bermeo,,PT,Gernika-Bermeo,11.1
2010,Male,16 years and over,,,,Gernika-Bermeo,,PT,Gernika-Bermeo,11.1
2016,Male,16 years and over,,,,Gernika-Bermeo,,PT,Gernika-Bermeo,15.5
2016,Male,16 years and over,,,,Goierri,,PT,Goierri,9.2
2015,Male,16 years and over,,,,Goierri,,PT,Goierri,12.3
2019,Male,16 years and over,,,,Goierri,,PT,Goierri,6.0
2018,Male,16 years and over,,,,Goierri,,PT,Goierri,6.7
2010,Male,16 years and over,,,,Goierri,,PT,Goierri,8.3
2021,Male,16 years and over,,,,Goierri,,PT,Goierri,7.4
2020,Male,16 years and over,,,,Goierri,,PT,Goierri,6.2
2016,Male,16 years and over,,,,Gorbeialdea / Estribaciones del Gorbea,,PT,Gorbeialdea / Estribaciones del Gorbea,9.7
2019,Male,16 years and over,,,,Gorbeialdea / Estribaciones del Gorbea,,PT,Gorbeialdea / Estribaciones del Gorbea,5.8
2018,Male,16 years and over,,,,Gorbeialdea / Estribaciones del Gorbea,,PT,Gorbeialdea / Estribaciones del Gorbea,5.2
2020,Male,16 years and over,,,,Gorbeialdea / Estribaciones del Gorbea,,PT,Gorbeialdea / Estribaciones del Gorbea,5.6
2010,Male,16 years and over,,,,Gorbeialdea / Estribaciones del Gorbea,,PT,Gorbeialdea / Estribaciones del Gorbea,6.7
2021,Male,16 years and over,,,,Gorbeialdea / Estribaciones del Gorbea,,PT,Gorbeialdea / Estribaciones del Gorbea,7.8
2015,Male,16 years and over,,,,Gorbeialdea / Estribaciones del Gorbea,,PT,Gorbeialdea / Estribaciones del Gorbea,11.3
2020,Male,16 years and over,,,,Markina-Ondarroa,,PT,Markina-Ondarroa,9.7
2016,Male,16 years and over,,,,Markina-Ondarroa,,PT,Markina-Ondarroa,14.0
2019,Male,16 years and over,,,,Markina-Ondarroa,,PT,Markina-Ondarroa,10.1
2010,Male,16 years and over,,,,Markina-Ondarroa,,PT,Markina-Ondarroa,11.5
2018,Male,16 years and over,,,,Markina-Ondarroa,,PT,Markina-Ondarroa,9.9
2015,Male,16 years and over,,,,Markina-Ondarroa,,PT,Markina-Ondarroa,17.0
2021,Male,16 years and over,,,,Markina-Ondarroa,,PT,Markina-Ondarroa,10.9
2018,Male,16 years and over,,,,Plentzia-Mungia,,PT,Plentzia-Mungia,9.0
2015,Male,16 years and over,,,,Plentzia-Mungia,,PT,Plentzia-Mungia,14.7
2019,Male,16 years and over,,,,Plentzia-Mungia,,PT,Plentzia-Mungia,8.4
2010,Male,16 years and over,,,,Plentzia-Mungia,,PT,Plentzia-Mungia,9.2
2020,Male,16 years and over,,,,Plentzia-Mungia,,PT,Plentzia-Mungia,8.2
2016,Male,16 years and over,,,,Plentzia-Mungia,,PT,Plentzia-Mungia,12.7
2021,Male,16 years and over,,,,Plentzia-Mungia,,PT,Plentzia-Mungia,9.9
2019,Male,16 years and over,,,,Tolosaldea,,PT,Tolosaldea,6.3
2021,Male,16 years and over,,,,Tolosaldea,,PT,Tolosaldea,7.0
2015,Male,16 years and over,,,,Tolosaldea,,PT,Tolosaldea,12.7
2016,Male,16 years and over,,,,Tolosaldea,,PT,Tolosaldea,10.9
2020,Male,16 years and over,,,,Tolosaldea,,PT,Tolosaldea,6.2
2010,Male,16 years and over,,,,Tolosaldea,,PT,Tolosaldea,7.7
2018,Male,16 years and over,,,,Tolosaldea,,PT,Tolosaldea,8.1
2021,Male,16 years and over,,,,Urola Kosta,,PT,Urola Kosta,7.8
2019,Male,16 years and over,,,,Urola Kosta,,PT,Urola Kosta,7.1
2020,Male,16 years and over,,,,Urola Kosta,,PT,Urola Kosta,6.7
2010,Male,16 years and over,,,,Urola Kosta,,PT,Urola Kosta,8.8
2018,Male,16 years and over,,,,Urola Kosta,,PT,Urola Kosta,7.9
2016,Male,16 years and over,,,,Urola Kosta,,PT,Urola Kosta,11.9
2015,Male,16 years and over,,,,Urola Kosta,,PT,Urola Kosta,15.0
2023,Male,16 years and over,,,Araba/Álava,,,PT,Araba/Álava,8.2
2017,Male,16 years and over,,,Araba/Álava,,,PT,Araba/Álava,10.2
2014,Male,16 years and over,,,Araba/Álava,,,PT,Araba/Álava,15.8
2019,Male,16 years and over,,,Araba/Álava,,,PT,Araba/Álava,10.0
2016,Male,16 years and over,,,Araba/Álava,,,PT,Araba/Álava,14.3
2015,Male,16 years and over,,,Araba/Álava,,,PT,Araba/Álava,15.3
2013,Male,16 years and over,,,Araba/Álava,,,PT,Araba/Álava,14.3
2011,Male,16 years and over,,,Araba/Álava,,,PT,Araba/Álava,7.3
2021,Male,16 years and over,,,Araba/Álava,,,PT,Araba/Álava,9.1
2022,Male,16 years and over,,,Araba/Álava,,,PT,Araba/Álava,9.5
2010,Male,16 years and over,,,Araba/Álava,,,PT,Araba/Álava,10.0
2012,Male,16 years and over,,,Araba/Álava,,,PT,Araba/Álava,9.3
2020,Male,16 years and over,,,Araba/Álava,,,PT,Araba/Álava,8.4
2018,Male,16 years and over,,,Araba/Álava,,,PT,Araba/Álava,10.1
2022,Male,16 years and over,,,Bizkaia,,,PT,Bizkaia,8.5
2016,Male,16 years and over,,,Bizkaia,,,PT,Bizkaia,15.6
2012,Male,16 years and over,,,Bizkaia,,,PT,Bizkaia,14.3
2011,Male,16 years and over,,,Bizkaia,,,PT,Bizkaia,13.9
2015,Male,16 years and over,,,Bizkaia,,,PT,Bizkaia,17.7
2018,Male,16 years and over,,,Bizkaia,,,PT,Bizkaia,11.3
2020,Male,16 years and over,,,Bizkaia,,,PT,Bizkaia,12.6
2019,Male,16 years and over,,,Bizkaia,,,PT,Bizkaia,10.2
2014,Male,16 years and over,,,Bizkaia,,,PT,Bizkaia,18.0
2021,Male,16 years and over,,,Bizkaia,,,PT,Bizkaia,11.4
2017,Male,16 years and over,,,Bizkaia,,,PT,Bizkaia,12.7
2010,Male,16 years and over,,,Bizkaia,,,PT,Bizkaia,10.7
2023,Male,16 years and over,,,Bizkaia,,,PT,Bizkaia,8.3
2013,Male,16 years and over,,,Bizkaia,,,PT,Bizkaia,17.9
2021,Male,16 years and over,,,Gipuzkoa,,,PT,Gipuzkoa,7.7
2011,Male,16 years and over,,,Gipuzkoa,,,PT,Gipuzkoa,8.6
2022,Male,16 years and over,,,Gipuzkoa,,,PT,Gipuzkoa,6.6
2023,Male,16 years and over,,,Gipuzkoa,,,PT,Gipuzkoa,6.3
2014,Male,16 years and over,,,Gipuzkoa,,,PT,Gipuzkoa,13.8
2012,Male,16 years and over,,,Gipuzkoa,,,PT,Gipuzkoa,9.8
2017,Male,16 years and over,,,Gipuzkoa,,,PT,Gipuzkoa,8.6
