Year,Type of renewable technology,Province,County,Municipality,Units,GeoCode,Value
2017,Solar thermal,,,Morga,Watts per capita,Morga,74.1
2014,Solar thermal,,,Morga,Watts per capita,Morga,70.2
2023,Solar thermal,,,Morga,Watts per capita,Morga,70.6
2021,Solar thermal,,,Morga,Watts per capita,Morga,69.8
2018,Solar thermal,,,Morga,Watts per capita,Morga,76.7
2015,Solar thermal,,,Morga,Watts per capita,Morga,71.2
2013,Solar thermal,,,Morga,Watts per capita,Morga,71.6
2011,Solar thermal,,,Morga,Watts per capita,Morga,73.3
2016,Solar thermal,,,Morga,Watts per capita,Morga,74.6
2020,Solar thermal,,,Morga,Watts per capita,Morga,71.8
2014,Solar thermal,,,Mundaka,Watts per capita,Mundaka,10.4
2021,Solar thermal,,,Mundaka,Watts per capita,Mundaka,10.2
2023,Solar thermal,,,Mundaka,Watts per capita,Mundaka,10.4
2018,Solar thermal,,,Mundaka,Watts per capita,Mundaka,10.4
2011,Solar thermal,,,Mundaka,Watts per capita,Mundaka,6.3
2016,Solar thermal,,,Mundaka,Watts per capita,Mundaka,10.4
2022,Solar thermal,,,Mundaka,Watts per capita,Mundaka,10.3
2019,Solar thermal,,,Mundaka,Watts per capita,Mundaka,10.4
2017,Solar thermal,,,Mundaka,Watts per capita,Mundaka,10.5
2015,Solar thermal,,,Mundaka,Watts per capita,Mundaka,10.5
2013,Solar thermal,,,Mundaka,Watts per capita,Mundaka,10.2
2010,Solar thermal,,,Mundaka,Watts per capita,Mundaka,0.0
2020,Solar thermal,,,Mundaka,Watts per capita,Mundaka,10.2
2012,Solar thermal,,,Mundaka,Watts per capita,Mundaka,6.3
2019,Solar thermal,,,Mungia,Watts per capita,Mungia,15.0
2015,Solar thermal,,,Mungia,Watts per capita,Mungia,10.8
2021,Solar thermal,,,Mungia,Watts per capita,Mungia,15.0
2017,Solar thermal,,,Mungia,Watts per capita,Mungia,14.8
2012,Solar thermal,,,Mungia,Watts per capita,Mungia,10.7
2023,Solar thermal,,,Mungia,Watts per capita,Mungia,14.7
2020,Solar thermal,,,Mungia,Watts per capita,Mungia,15.0
2018,Solar thermal,,,Mungia,Watts per capita,Mungia,14.7
2016,Solar thermal,,,Mungia,Watts per capita,Mungia,12.6
2013,Solar thermal,,,Mungia,Watts per capita,Mungia,10.9
2011,Solar thermal,,,Mungia,Watts per capita,Mungia,10.0
2014,Solar thermal,,,Mungia,Watts per capita,Mungia,10.8
2010,Solar thermal,,,Mungia,Watts per capita,Mungia,10.2
2022,Solar thermal,,,Mungia,Watts per capita,Mungia,14.8
2019,Solar thermal,,,Munitibar-Arbatzegi Gerrikaitz,Watts per capita,Munitibar-Arbatzegi Gerrikaitz,2.6
2011,Solar thermal,,,Munitibar-Arbatzegi Gerrikaitz,Watts per capita,Munitibar-Arbatzegi Gerrikaitz,2.7
2016,Solar thermal,,,Munitibar-Arbatzegi Gerrikaitz,Watts per capita,Munitibar-Arbatzegi Gerrikaitz,2.7
2013,Solar thermal,,,Munitibar-Arbatzegi Gerrikaitz,Watts per capita,Munitibar-Arbatzegi Gerrikaitz,2.6
2020,Solar thermal,,,Munitibar-Arbatzegi Gerrikaitz,Watts per capita,Munitibar-Arbatzegi Gerrikaitz,2.5
2017,Solar thermal,,,Munitibar-Arbatzegi Gerrikaitz,Watts per capita,Munitibar-Arbatzegi Gerrikaitz,2.7
2015,Solar thermal,,,Munitibar-Arbatzegi Gerrikaitz,Watts per capita,Munitibar-Arbatzegi Gerrikaitz,2.9
2012,Solar thermal,,,Munitibar-Arbatzegi Gerrikaitz,Watts per capita,Munitibar-Arbatzegi Gerrikaitz,2.6
2010,Solar thermal,,,Munitibar-Arbatzegi Gerrikaitz,Watts per capita,Munitibar-Arbatzegi Gerrikaitz,2.8
2018,Solar thermal,,,Munitibar-Arbatzegi Gerrikaitz,Watts per capita,Munitibar-Arbatzegi Gerrikaitz,2.6
2014,Solar thermal,,,Munitibar-Arbatzegi Gerrikaitz,Watts per capita,Munitibar-Arbatzegi Gerrikaitz,2.9
2022,Solar thermal,,,Munitibar-Arbatzegi Gerrikaitz,Watts per capita,Munitibar-Arbatzegi Gerrikaitz,2.6
2021,Solar thermal,,,Munitibar-Arbatzegi Gerrikaitz,Watts per capita,Munitibar-Arbatzegi Gerrikaitz,2.5
2023,Solar thermal,,,Munitibar-Arbatzegi Gerrikaitz,Watts per capita,Munitibar-Arbatzegi Gerrikaitz,2.6
2011,Solar thermal,,,Murueta,Watts per capita,Murueta,8.3
2021,Solar thermal,,,Murueta,Watts per capita,Murueta,7.5
2018,Solar thermal,,,Murueta,Watts per capita,Murueta,7.9
2015,Solar thermal,,,Murueta,Watts per capita,Murueta,8.1
2023,Solar thermal,,,Murueta,Watts per capita,Murueta,7.5
2013,Solar thermal,,,Murueta,Watts per capita,Murueta,8.1
2022,Solar thermal,,,Murueta,Watts per capita,Murueta,7.2
2019,Solar thermal,,,Murueta,Watts per capita,Murueta,7.7
2017,Solar thermal,,,Murueta,Watts per capita,Murueta,8.0
2014,Solar thermal,,,Murueta,Watts per capita,Murueta,8.1
2012,Solar thermal,,,Murueta,Watts per capita,Murueta,8.1
2010,Solar thermal,,,Murueta,Watts per capita,Murueta,8.2
2020,Solar thermal,,,Murueta,Watts per capita,Murueta,7.6
2016,Solar thermal,,,Murueta,Watts per capita,Murueta,8.0
2017,Solar thermal,,,Muskiz,Watts per capita,Muskiz,24.9
2022,Solar thermal,,,Muskiz,Watts per capita,Muskiz,26.1
2014,Solar thermal,,,Muskiz,Watts per capita,Muskiz,25.0
2011,Solar thermal,,,Muskiz,Watts per capita,Muskiz,25.1
2019,Solar thermal,,,Muskiz,Watts per capita,Muskiz,25.0
2023,Solar thermal,,,Muskiz,Watts per capita,Muskiz,26.0
2021,Solar thermal,,,Muskiz,Watts per capita,Muskiz,26.0
2018,Solar thermal,,,Muskiz,Watts per capita,Muskiz,25.1
2015,Solar thermal,,,Muskiz,Watts per capita,Muskiz,25.1
2013,Solar thermal,,,Muskiz,Watts per capita,Muskiz,25.0
2010,Solar thermal,,,Muskiz,Watts per capita,Muskiz,25.5
2016,Solar thermal,,,Muskiz,Watts per capita,Muskiz,24.9
2012,Solar thermal,,,Muskiz,Watts per capita,Muskiz,24.9
2020,Solar thermal,,,Muskiz,Watts per capita,Muskiz,25.7
2021,Solar thermal,,,Mutiloa,Watts per capita,Mutiloa,170.4
2017,Solar thermal,,,Mutiloa,Watts per capita,Mutiloa,9.6
2016,Solar thermal,,,Mutiloa,Watts per capita,Mutiloa,9.5
2011,Solar thermal,,,Mutiloa,Watts per capita,Mutiloa,10.0
2019,Solar thermal,,,Mutiloa,Watts per capita,Mutiloa,145.9
2022,Solar thermal,,,Mutiloa,Watts per capita,Mutiloa,173.2
2014,Solar thermal,,,Mutiloa,Watts per capita,Mutiloa,9.0
2023,Solar thermal,,,Mutiloa,Watts per capita,Mutiloa,177.5
2020,Solar thermal,,,Mutiloa,Watts per capita,Mutiloa,155.0
2018,Solar thermal,,,Mutiloa,Watts per capita,Mutiloa,9.6
2015,Solar thermal,,,Mutiloa,Watts per capita,Mutiloa,9.3
2013,Solar thermal,,,Mutiloa,Watts per capita,Mutiloa,9.6
2012,Solar thermal,,,Mutiloa,Watts per capita,Mutiloa,10.0
2010,Solar thermal,,,Mutiloa,Watts per capita,Mutiloa,10.2
2018,Solar thermal,,,Mutriku,Watts per capita,Mutriku,14.8
2014,Solar thermal,,,Mutriku,Watts per capita,Mutriku,14.9
2015,Solar thermal,,,Mutriku,Watts per capita,Mutriku,14.9
2022,Solar thermal,,,Mutriku,Watts per capita,Mutriku,15.5
2020,Solar thermal,,,Mutriku,Watts per capita,Mutriku,14.9
2012,Solar thermal,,,Mutriku,Watts per capita,Mutriku,11.4
2023,Solar thermal,,,Mutriku,Watts per capita,Mutriku,15.6
2021,Solar thermal,,,Mutriku,Watts per capita,Mutriku,15.3
2019,Solar thermal,,,Mutriku,Watts per capita,Mutriku,14.9
2017,Solar thermal,,,Mutriku,Watts per capita,Mutriku,14.8
2016,Solar thermal,,,Mutriku,Watts per capita,Mutriku,14.8
2013,Solar thermal,,,Mutriku,Watts per capita,Mutriku,13.9
2011,Solar thermal,,,Mutriku,Watts per capita,Mutriku,11.7
2010,Solar thermal,,,Mutriku,Watts per capita,Mutriku,11.9
2015,Solar thermal,,,Muxika,Watts per capita,Muxika,12.0
2017,Solar thermal,,,Muxika,Watts per capita,Muxika,19.9
2023,Solar thermal,,,Muxika,Watts per capita,Muxika,19.1
2013,Solar thermal,,,Muxika,Watts per capita,Muxika,12.1
2020,Solar thermal,,,Muxika,Watts per capita,Muxika,20.0
2011,Solar thermal,,,Muxika,Watts per capita,Muxika,12.0
2021,Solar thermal,,,Muxika,Watts per capita,Muxika,19.9
2019,Solar thermal,,,Muxika,Watts per capita,Muxika,19.7
2016,Solar thermal,,,Muxika,Watts per capita,Muxika,12.1
2014,Solar thermal,,,Muxika,Watts per capita,Muxika,11.9
2012,Solar thermal,,,Muxika,Watts per capita,Muxika,12.0
2022,Solar thermal,,,Muxika,Watts per capita,Muxika,19.5
2010,Solar thermal,,,Muxika,Watts per capita,Muxika,8.2
2018,Solar thermal,,,Muxika,Watts per capita,Muxika,19.8
2016,Solar thermal,,,Nabarniz,Watts per capita,Nabarniz,26.5
2014,Solar thermal,,,Nabarniz,Watts per capita,Nabarniz,28.2
2021,Solar thermal,,,Nabarniz,Watts per capita,Nabarniz,25.7
2012,Solar thermal,,,Nabarniz,Watts per capita,Nabarniz,28.3
2019,Solar thermal,,,Nabarniz,Watts per capita,Nabarniz,28.1
2023,Solar thermal,,,Nabarniz,Watts per capita,Nabarniz,24.4
2020,Solar thermal,,,Nabarniz,Watts per capita,Nabarniz,25.1
2017,Solar thermal,,,Nabarniz,Watts per capita,Nabarniz,27.0
2015,Solar thermal,,,Nabarniz,Watts per capita,Nabarniz,26.1
2013,Solar thermal,,,Nabarniz,Watts per capita,Nabarniz,27.8
2011,Solar thermal,,,Nabarniz,Watts per capita,Nabarniz,28.9
2018,Solar thermal,,,Nabarniz,Watts per capita,Nabarniz,27.3
2010,Solar thermal,,,Nabarniz,Watts per capita,Nabarniz,28.0
2022,Solar thermal,,,Nabarniz,Watts per capita,Nabarniz,25.0
2015,Solar thermal,,,Navaridas,Watts per capita,Navaridas,0.0
2016,Solar thermal,,,Navaridas,Watts per capita,Navaridas,0.0
2021,Solar thermal,,,Navaridas,Watts per capita,Navaridas,0.0
2011,Solar thermal,,,Navaridas,Watts per capita,Navaridas,0.0
2022,Solar thermal,,,Navaridas,Watts per capita,Navaridas,0.0
2010,Solar thermal,,,Navaridas,Watts per capita,Navaridas,0.0
2023,Solar thermal,,,Navaridas,Watts per capita,Navaridas,0.0
2018,Solar thermal,,,Navaridas,Watts per capita,Navaridas,0.0
2013,Solar thermal,,,Navaridas,Watts per capita,Navaridas,0.0
2020,Solar thermal,,,Navaridas,Watts per capita,Navaridas,0.0
2014,Solar thermal,,,Navaridas,Watts per capita,Navaridas,0.0
2012,Solar thermal,,,Navaridas,Watts per capita,Navaridas,0.0
2017,Solar thermal,,,Navaridas,Watts per capita,Navaridas,0.0
2019,Solar thermal,,,Navaridas,Watts per capita,Navaridas,0.0
2018,Solar thermal,,,Oiartzun,Watts per capita,Oiartzun,23.9
2010,Solar thermal,,,Oiartzun,Watts per capita,Oiartzun,24.1
2011,Solar thermal,,,Oiartzun,Watts per capita,Oiartzun,24.3
2013,Solar thermal,,,Oiartzun,Watts per capita,Oiartzun,24.3
2019,Solar thermal,,,Oiartzun,Watts per capita,Oiartzun,23.9
2021,Solar thermal,,,Oiartzun,Watts per capita,Oiartzun,24.6
2015,Solar thermal,,,Oiartzun,Watts per capita,Oiartzun,24.3
2023,Solar thermal,,,Oiartzun,Watts per capita,Oiartzun,24.6
2022,Solar thermal,,,Oiartzun,Watts per capita,Oiartzun,24.7
2020,Solar thermal,,,Oiartzun,Watts per capita,Oiartzun,24.3
2017,Solar thermal,,,Oiartzun,Watts per capita,Oiartzun,24.0
2016,Solar thermal,,,Oiartzun,Watts per capita,Oiartzun,24.1
2014,Solar thermal,,,Oiartzun,Watts per capita,Oiartzun,24.3
2012,Solar thermal,,,Oiartzun,Watts per capita,Oiartzun,24.3
2011,Solar thermal,,,Okondo,Watts per capita,Okondo,0.0
2023,Solar thermal,,,Okondo,Watts per capita,Okondo,0.0
2021,Solar thermal,,,Okondo,Watts per capita,Okondo,0.0
2012,Solar thermal,,,Okondo,Watts per capita,Okondo,0.0
2019,Solar thermal,,,Okondo,Watts per capita,Okondo,0.0
2014,Solar thermal,,,Okondo,Watts per capita,Okondo,0.0
2020,Solar thermal,,,Okondo,Watts per capita,Okondo,0.0
2022,Solar thermal,,,Okondo,Watts per capita,Okondo,0.0
2010,Solar thermal,,,Okondo,Watts per capita,Okondo,0.0
2018,Solar thermal,,,Okondo,Watts per capita,Okondo,0.0
2016,Solar thermal,,,Okondo,Watts per capita,Okondo,0.0
2015,Solar thermal,,,Okondo,Watts per capita,Okondo,0.0
2017,Solar thermal,,,Okondo,Watts per capita,Okondo,0.0
2013,Solar thermal,,,Okondo,Watts per capita,Okondo,0.0
2023,Solar thermal,,,Olaberria,Watts per capita,Olaberria,12.1
2022,Solar thermal,,,Olaberria,Watts per capita,Olaberria,12.3
2018,Solar thermal,,,Olaberria,Watts per capita,Olaberria,6.6
2011,Solar thermal,,,Olaberria,Watts per capita,Olaberria,0.0
2010,Solar thermal,,,Olaberria,Watts per capita,Olaberria,0.0
2013,Solar thermal,,,Olaberria,Watts per capita,Olaberria,0.0
2016,Solar thermal,,,Olaberria,Watts per capita,Olaberria,6.6
2021,Solar thermal,,,Olaberria,Watts per capita,Olaberria,12.3
2019,Solar thermal,,,Olaberria,Watts per capita,Olaberria,6.5
2017,Solar thermal,,,Olaberria,Watts per capita,Olaberria,6.6
2015,Solar thermal,,,Olaberria,Watts per capita,Olaberria,6.3
2014,Solar thermal,,,Olaberria,Watts per capita,Olaberria,6.4
2012,Solar thermal,,,Olaberria,Watts per capita,Olaberria,0.0
2020,Solar thermal,,,Olaberria,Watts per capita,Olaberria,12.0
2015,Solar thermal,,,Ondarroa,Watts per capita,Ondarroa,5.7
2018,Solar thermal,,,Ondarroa,Watts per capita,Ondarroa,5.8
2021,Solar thermal,,,Ondarroa,Watts per capita,Ondarroa,6.0
2023,Solar thermal,,,Ondarroa,Watts per capita,Ondarroa,6.1
2013,Solar thermal,,,Ondarroa,Watts per capita,Ondarroa,4.6
2011,Solar thermal,,,Ondarroa,Watts per capita,Ondarroa,4.6
2022,Solar thermal,,,Ondarroa,Watts per capita,Ondarroa,6.0
2019,Solar thermal,,,Ondarroa,Watts per capita,Ondarroa,5.8
2017,Solar thermal,,,Ondarroa,Watts per capita,Ondarroa,5.8
2014,Solar thermal,,,Ondarroa,Watts per capita,Ondarroa,5.7
2012,Solar thermal,,,Ondarroa,Watts per capita,Ondarroa,4.6
2010,Solar thermal,,,Ondarroa,Watts per capita,Ondarroa,4.6
2020,Solar thermal,,,Ondarroa,Watts per capita,Ondarroa,5.9
2016,Solar thermal,,,Ondarroa,Watts per capita,Ondarroa,5.8
2022,Solar thermal,,,Oñati,Watts per capita,Oñati,13.8
2015,Solar thermal,,,Oñati,Watts per capita,Oñati,10.6
2013,Solar thermal,,,Oñati,Watts per capita,Oñati,8.8
2017,Solar thermal,,,Oñati,Watts per capita,Oñati,11.7
2011,Solar thermal,,,Oñati,Watts per capita,Oñati,8.6
2019,Solar thermal,,,Oñati,Watts per capita,Oñati,12.5
2023,Solar thermal,,,Oñati,Watts per capita,Oñati,13.8
2021,Solar thermal,,,Oñati,Watts per capita,Oñati,13.8
2020,Solar thermal,,,Oñati,Watts per capita,Oñati,13.0
2018,Solar thermal,,,Oñati,Watts per capita,Oñati,11.7
2016,Solar thermal,,,Oñati,Watts per capita,Oñati,11.4
2014,Solar thermal,,,Oñati,Watts per capita,Oñati,10.7
2012,Solar thermal,,,Oñati,Watts per capita,Oñati,8.6
2010,Solar thermal,,,Oñati,Watts per capita,Oñati,8.5
2022,Solar thermal,,,Ordizia,Watts per capita,Ordizia,4.7
2012,Solar thermal,,,Ordizia,Watts per capita,Ordizia,0.8
2017,Solar thermal,,,Ordizia,Watts per capita,Ordizia,2.3
2010,Solar thermal,,,Ordizia,Watts per capita,Ordizia,0.3
2014,Solar thermal,,,Ordizia,Watts per capita,Ordizia,1.1
2023,Solar thermal,,,Ordizia,Watts per capita,Ordizia,4.7
2021,Solar thermal,,,Ordizia,Watts per capita,Ordizia,3.7
2019,Solar thermal,,,Ordizia,Watts per capita,Ordizia,2.2
2018,Solar thermal,,,Ordizia,Watts per capita,Ordizia,2.2
2016,Solar thermal,,,Ordizia,Watts per capita,Ordizia,2.3
2013,Solar thermal,,,Ordizia,Watts per capita,Ordizia,1.1
2011,Solar thermal,,,Ordizia,Watts per capita,Ordizia,0.8
2015,Solar thermal,,,Ordizia,Watts per capita,Ordizia,1.1
2020,Solar thermal,,,Ordizia,Watts per capita,Ordizia,3.6
2014,Solar thermal,,,Orendain,Watts per capita,Orendain,18.0
2013,Solar thermal,,,Orendain,Watts per capita,Orendain,18.8
2021,Solar thermal,,,Orendain,Watts per capita,Orendain,14.9
2023,Solar thermal,,,Orendain,Watts per capita,Orendain,14.9
2019,Solar thermal,,,Orendain,Watts per capita,Orendain,17.1
2016,Solar thermal,,,Orendain,Watts per capita,Orendain,18.6
2022,Solar thermal,,,Orendain,Watts per capita,Orendain,15.3
2020,Solar thermal,,,Orendain,Watts per capita,Orendain,16.0
2017,Solar thermal,,,Orendain,Watts per capita,Orendain,17.8
2015,Solar thermal,,,Orendain,Watts per capita,Orendain,17.4
2012,Solar thermal,,,Orendain,Watts per capita,Orendain,18.9
2010,Solar thermal,,,Orendain,Watts per capita,Orendain,19.8
2018,Solar thermal,,,Orendain,Watts per capita,Orendain,17.8
2011,Solar thermal,,,Orendain,Watts per capita,Orendain,20.1
2023,Solar thermal,,,Orexa,Watts per capita,Orexa,78.0
2019,Solar thermal,,,Orexa,Watts per capita,Orexa,73.6
2021,Solar thermal,,,Orexa,Watts per capita,Orexa,72.9
2020,Solar thermal,,,Orexa,Watts per capita,Orexa,70.3
2015,Solar thermal,,,Orexa,Watts per capita,Orexa,69.5
2013,Solar thermal,,,Orexa,Watts per capita,Orexa,68.4
2012,Solar thermal,,,Orexa,Watts per capita,Orexa,68.4
2017,Solar thermal,,,Orexa,Watts per capita,Orexa,69.6
2010,Solar thermal,,,Orexa,Watts per capita,Orexa,67.8
2022,Solar thermal,,,Orexa,Watts per capita,Orexa,76.5
2018,Solar thermal,,,Orexa,Watts per capita,Orexa,70.9
2016,Solar thermal,,,Orexa,Watts per capita,Orexa,69.6
2014,Solar thermal,,,Orexa,Watts per capita,Orexa,68.3
2011,Solar thermal,,,Orexa,Watts per capita,Orexa,68.4
2023,Solar thermal,,,Orio,Watts per capita,Orio,16.7
2017,Solar thermal,,,Orio,Watts per capita,Orio,14.2
2012,Solar thermal,,,Orio,Watts per capita,Orio,8.6
2013,Solar thermal,,,Orio,Watts per capita,Orio,11.9
2011,Solar thermal,,,Orio,Watts per capita,Orio,4.9
2014,Solar thermal,,,Orio,Watts per capita,Orio,11.7
2019,Solar thermal,,,Orio,Watts per capita,Orio,16.8
2015,Solar thermal,,,Orio,Watts per capita,Orio,11.6
2022,Solar thermal,,,Orio,Watts per capita,Orio,16.8
2021,Solar thermal,,,Orio,Watts per capita,Orio,17.0
2020,Solar thermal,,,Orio,Watts per capita,Orio,16.9
2018,Solar thermal,,,Orio,Watts per capita,Orio,14.1
2016,Solar thermal,,,Orio,Watts per capita,Orio,11.5
2010,Solar thermal,,,Orio,Watts per capita,Orio,5.0
2023,Solar thermal,,,Ormaiztegi,Watts per capita,Ormaiztegi,1.4
2021,Solar thermal,,,Ormaiztegi,Watts per capita,Ormaiztegi,1.4
2015,Solar thermal,,,Ormaiztegi,Watts per capita,Ormaiztegi,1.5
2019,Solar thermal,,,Ormaiztegi,Watts per capita,Ormaiztegi,1.4
2011,Solar thermal,,,Ormaiztegi,Watts per capita,Ormaiztegi,0.0
2018,Solar thermal,,,Ormaiztegi,Watts per capita,Ormaiztegi,1.4
2013,Solar thermal,,,Ormaiztegi,Watts per capita,Ormaiztegi,0.0
2022,Solar thermal,,,Ormaiztegi,Watts per capita,Ormaiztegi,1.5
2020,Solar thermal,,,Ormaiztegi,Watts per capita,Ormaiztegi,1.4
2016,Solar thermal,,,Ormaiztegi,Watts per capita,Ormaiztegi,1.4
2014,Solar thermal,,,Ormaiztegi,Watts per capita,Ormaiztegi,1.5
2012,Solar thermal,,,Ormaiztegi,Watts per capita,Ormaiztegi,0.0
2010,Solar thermal,,,Ormaiztegi,Watts per capita,Ormaiztegi,0.0
2017,Solar thermal,,,Ormaiztegi,Watts per capita,Ormaiztegi,1.4
2012,Solar thermal,,,Orozko,Watts per capita,Orozko,3.9
2019,Solar thermal,,,Orozko,Watts per capita,Orozko,3.9
2010,Solar thermal,,,Orozko,Watts per capita,Orozko,3.1
2017,Solar thermal,,,Orozko,Watts per capita,Orozko,3.9
2015,Solar thermal,,,Orozko,Watts per capita,Orozko,3.9
2023,Solar thermal,,,Orozko,Watts per capita,Orozko,4.8
2021,Solar thermal,,,Orozko,Watts per capita,Orozko,4.8
2013,Solar thermal,,,Orozko,Watts per capita,Orozko,3.9
2022,Solar thermal,,,Orozko,Watts per capita,Orozko,4.8
2020,Solar thermal,,,Orozko,Watts per capita,Orozko,4.8
2018,Solar thermal,,,Orozko,Watts per capita,Orozko,3.9
2016,Solar thermal,,,Orozko,Watts per capita,Orozko,3.9
2014,Solar thermal,,,Orozko,Watts per capita,Orozko,3.9
2011,Solar thermal,,,Orozko,Watts per capita,Orozko,3.0
2015,Solar thermal,,,Ortuella,Watts per capita,Ortuella,0.4
2013,Solar thermal,,,Ortuella,Watts per capita,Ortuella,0.4
2022,Solar thermal,,,Ortuella,Watts per capita,Ortuella,0.4
2019,Solar thermal,,,Ortuella,Watts per capita,Ortuella,0.4
2010,Solar thermal,,,Ortuella,Watts per capita,Ortuella,0.0
2017,Solar thermal,,,Ortuella,Watts per capita,Ortuella,0.4
2023,Solar thermal,,,Ortuella,Watts per capita,Ortuella,0.4
2021,Solar thermal,,,Ortuella,Watts per capita,Ortuella,0.4
2018,Solar thermal,,,Ortuella,Watts per capita,Ortuella,0.4
2016,Solar thermal,,,Ortuella,Watts per capita,Ortuella,0.4
2014,Solar thermal,,,Ortuella,Watts per capita,Ortuella,0.4
2011,Solar thermal,,,Ortuella,Watts per capita,Ortuella,0.4
2012,Solar thermal,,,Ortuella,Watts per capita,Ortuella,0.4
2020,Solar thermal,,,Ortuella,Watts per capita,Ortuella,0.4
2023,Solar thermal,,,Otxandio,Watts per capita,Otxandio,0.0
2010,Solar thermal,,,Otxandio,Watts per capita,Otxandio,0.0
2012,Solar thermal,,,Otxandio,Watts per capita,Otxandio,0.0
2020,Solar thermal,,,Otxandio,Watts per capita,Otxandio,0.0
2017,Solar thermal,,,Otxandio,Watts per capita,Otxandio,0.0
2015,Solar thermal,,,Otxandio,Watts per capita,Otxandio,0.0
2021,Solar thermal,,,Otxandio,Watts per capita,Otxandio,0.0
2019,Solar thermal,,,Otxandio,Watts per capita,Otxandio,0.0
2016,Solar thermal,,,Otxandio,Watts per capita,Otxandio,0.0
2013,Solar thermal,,,Otxandio,Watts per capita,Otxandio,0.0
2011,Solar thermal,,,Otxandio,Watts per capita,Otxandio,0.0
2022,Solar thermal,,,Otxandio,Watts per capita,Otxandio,0.0
2014,Solar thermal,,,Otxandio,Watts per capita,Otxandio,0.0
2018,Solar thermal,,,Otxandio,Watts per capita,Otxandio,0.0
2013,Solar thermal,,,Oyón-Oion,Watts per capita,Oyón-Oion,9.4
2010,Solar thermal,,,Oyón-Oion,Watts per capita,Oyón-Oion,9.5
2018,Solar thermal,,,Oyón-Oion,Watts per capita,Oyón-Oion,9.1
2016,Solar thermal,,,Oyón-Oion,Watts per capita,Oyón-Oion,9.3
2017,Solar thermal,,,Oyón-Oion,Watts per capita,Oyón-Oion,9.2
2022,Solar thermal,,,Oyón-Oion,Watts per capita,Oyón-Oion,8.9
2023,Solar thermal,,,Oyón-Oion,Watts per capita,Oyón-Oion,8.9
2011,Solar thermal,,,Oyón-Oion,Watts per capita,Oyón-Oion,9.4
2014,Solar thermal,,,Oyón-Oion,Watts per capita,Oyón-Oion,9.4
2019,Solar thermal,,,Oyón-Oion,Watts per capita,Oyón-Oion,9.0
2020,Solar thermal,,,Oyón-Oion,Watts per capita,Oyón-Oion,8.9
2015,Solar thermal,,,Oyón-Oion,Watts per capita,Oyón-Oion,9.3
2021,Solar thermal,,,Oyón-Oion,Watts per capita,Oyón-Oion,9.0
2012,Solar thermal,,,Oyón-Oion,Watts per capita,Oyón-Oion,9.5
2016,Solar thermal,,,Pasaia,Watts per capita,Pasaia,0.0
2018,Solar thermal,,,Pasaia,Watts per capita,Pasaia,0.0
2012,Solar thermal,,,Pasaia,Watts per capita,Pasaia,0.0
2017,Solar thermal,,,Pasaia,Watts per capita,Pasaia,0.0
2010,Solar thermal,,,Pasaia,Watts per capita,Pasaia,0.0
2023,Solar thermal,,,Pasaia,Watts per capita,Pasaia,2.5
2020,Solar thermal,,,Pasaia,Watts per capita,Pasaia,0.0
2021,Solar thermal,,,Pasaia,Watts per capita,Pasaia,2.5
2014,Solar thermal,,,Pasaia,Watts per capita,Pasaia,0.0
2022,Solar thermal,,,Pasaia,Watts per capita,Pasaia,2.5
2019,Solar thermal,,,Pasaia,Watts per capita,Pasaia,0.0
2015,Solar thermal,,,Pasaia,Watts per capita,Pasaia,0.0
2013,Solar thermal,,,Pasaia,Watts per capita,Pasaia,0.0
2011,Solar thermal,,,Pasaia,Watts per capita,Pasaia,0.0
